,COUNTY,VAP,NAME,WVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
56,Anne Arundel,2236,Anne Arundel Precinct 07-025,1913,62,17,58,323,2236,1,0.8555456171735242,0.14445438282647585,2099,0.027728085867620753,0.007602862254025045,0.0259391771019678,0.9387298747763864
57,Anne Arundel,1839,Anne Arundel Precinct 07-003,1501,80,19,60,338,1839,1,0.8162044589450789,0.18379554105492116,1680,0.043501903208265365,0.010331702011963024,0.03262642740619902,0.9135399673735726
58,Anne Arundel,2418,Anne Arundel Precinct 07-010,2221,55,10,45,197,2418,1,0.9185277088502894,0.08147229114971051,2308,0.022746071133167907,0.0041356492969396195,0.018610421836228287,0.9545078577336642
59,Anne Arundel,2785,Anne Arundel Precinct 07-019,2513,32,4,20,272,2785,1,0.9023339317773789,0.09766606822262118,2729,0.011490125673249552,0.001436265709156194,0.00718132854578097,0.9798922800718133
60,Anne Arundel,2923,Anne Arundel Precinct 07-006,2723,63,10,36,200,2923,1,0.9315771467670202,0.06842285323297982,2814,0.021553198768388643,0.0034211426616489907,0.012316113581936367,0.962709544988026
340,Anne Arundel,3247,Anne Arundel Precinct 07-009,2512,51,11,33,735,3247,1,0.7736372035725285,0.2263627964274715,3152,0.015706806282722512,0.0033877425315676007,0.010163227594702803,0.970742223591007
350,Anne Arundel,2407,Anne Arundel Precinct 07-021,2072,61,20,62,335,2407,1,0.8608226007478189,0.13917739925218114,2264,0.02534275031159119,0.008309098462816784,0.02575820523473203,0.94058994599086
351,Anne Arundel,2960,Anne Arundel Precinct 07-001,2718,91,19,78,242,2960,1,0.9182432432432432,0.08175675675675675,2772,0.030743243243243245,0.006418918918918919,0.026351351351351353,0.9364864864864865
595,Anne Arundel,2234,Anne Arundel Precinct 03-013,2120,85,16,48,114,2234,1,0.9489704565801254,0.051029543419874666,2085,0.03804834377797672,0.007162041181736795,0.021486123545210387,0.9333034914950761
596,Anne Arundel,2342,Anne Arundel Precinct 03-018,2095,51,18,49,247,2342,1,0.894534585824082,0.10546541417591802,2224,0.021776259607173356,0.007685738684884714,0.020922288642186166,0.9496157130657558
597,Anne Arundel,2290,Anne Arundel Precinct 03-016,2008,57,13,47,282,2290,1,0.8768558951965065,0.12314410480349346,2173,0.024890829694323144,0.005676855895196507,0.02052401746724891,0.9489082969432314
598,Anne Arundel,2081,Anne Arundel Precinct 03-001,1849,35,9,30,232,2081,1,0.8885151369533878,0.1114848630466122,2007,0.016818837097549257,0.004324843825084094,0.014416146083613647,0.964440172993753
599,Anne Arundel,3428,Anne Arundel Precinct 03-003,2995,67,21,68,433,3428,1,0.8736872812135356,0.1263127187864644,3272,0.019544924154025672,0.006126021003500583,0.019836639439906652,0.9544924154025671
600,Anne Arundel,2683,Anne Arundel Precinct 03-021,2255,39,12,33,428,2683,1,0.8404770778978755,0.1595229221021245,2599,0.014535967200894522,0.004472605292582929,0.012299664554603056,0.9686917629519195
601,Anne Arundel,2353,Anne Arundel Precinct 03-007,2050,70,13,30,303,2353,1,0.8712282192945177,0.12877178070548237,2240,0.029749256268593285,0.0055248618784530384,0.012749681257968552,0.9519762005949851
602,Anne Arundel,1767,Anne Arundel Precinct 03-020,1677,61,15,46,90,1767,1,0.9490662139219015,0.050933786078098474,1645,0.0345217883418223,0.008488964346349746,0.02603282399547255,0.9309564233163554
603,Anne Arundel,2826,Anne Arundel Precinct 03-024,2556,82,20,48,270,2826,1,0.9044585987261147,0.09554140127388536,2676,0.029016277423920735,0.007077140835102618,0.016985138004246284,0.9469214437367304
604,Anne Arundel,2071,Anne Arundel Precinct 03-019,1963,58,18,36,108,2071,1,0.9478512795750845,0.0521487204249155,1959,0.028005794302269436,0.008691453404152583,0.017382906808305166,0.9459198454852729
605,Anne Arundel,1896,Anne Arundel Precinct 03-014,1804,53,14,47,92,1896,1,0.9514767932489452,0.04852320675105485,1782,0.027953586497890294,0.007383966244725738,0.024789029535864978,0.939873417721519
606,Anne Arundel,1673,Anne Arundel Precinct 03-002,1598,62,10,35,75,1673,1,0.9551703526598924,0.04482964734010759,1566,0.03705917513448894,0.005977286312014346,0.02092050209205021,0.9360430364614465
607,Anne Arundel,2247,Anne Arundel Precinct 03-010,2134,67,10,39,113,2247,1,0.94971072541166,0.05028927458834001,2131,0.029817534490431688,0.004450378282153983,0.017356475300400534,0.9483756119270138
608,Anne Arundel,2451,Anne Arundel Precinct 03-011,2354,70,14,61,97,2451,1,0.9604243166054671,0.039575683394532844,2306,0.028559771521827825,0.005711954304365565,0.024887800897592818,0.9408404732762138
609,Anne Arundel,1573,Anne Arundel Precinct 03-015,1519,73,8,38,54,1573,1,0.9656706929434202,0.034329307056579786,1454,0.046408137317228225,0.0050858232676414495,0.024157660521296885,0.9243483788938335
610,Anne Arundel,2235,Anne Arundel Precinct 03-012,2128,79,8,39,107,2235,1,0.9521252796420582,0.04787472035794183,2109,0.03534675615212528,0.0035794183445190158,0.0174496644295302,0.9436241610738255
616,Anne Arundel,1837,Anne Arundel Precinct 05-014,1658,43,16,27,179,1837,1,0.9025585193249864,0.09744148067501361,1751,0.023407729994556342,0.008709853021230268,0.014697876973326075,0.9531845400108874
617,Anne Arundel,1098,Anne Arundel Precinct 05-034,1013,39,8,15,85,1098,1,0.9225865209471766,0.07741347905282331,1036,0.03551912568306011,0.007285974499089253,0.01366120218579235,0.9435336976320583
618,Anne Arundel,1456,Anne Arundel Precinct 05-016,1317,44,12,22,139,1456,1,0.904532967032967,0.09546703296703296,1378,0.03021978021978022,0.008241758241758242,0.01510989010989011,0.9464285714285714
619,Anne Arundel,1144,Anne Arundel Precinct 05-009,1105,41,6,15,39,1144,1,0.9659090909090909,0.03409090909090909,1082,0.03583916083916084,0.005244755244755245,0.013111888111888112,0.9458041958041958
620,Anne Arundel,1735,Anne Arundel Precinct 03-023,1629,66,11,46,106,1735,1,0.9389048991354467,0.06109510086455332,1612,0.03804034582132565,0.006340057636887608,0.026512968299711816,0.9291066282420749
621,Anne Arundel,999,Anne Arundel Precinct 05-010,929,30,0,8,70,999,1,0.92992992992993,0.07007007007007007,961,0.03003003003003003,0.0,0.008008008008008008,0.9619619619619619
622,Anne Arundel,1854,Anne Arundel Precinct 03-022,1472,55,18,61,382,1854,1,0.7939590075512406,0.20604099244875945,1720,0.0296655879180151,0.009708737864077669,0.03290183387270766,0.9277238403451996
623,Anne Arundel,2079,Anne Arundel Precinct 03-017,1958,57,11,46,121,2079,1,0.9417989417989417,0.0582010582010582,1965,0.027417027417027416,0.005291005291005291,0.022126022126022125,0.9451659451659452
624,Anne Arundel,1898,Anne Arundel Precinct 05-011,1645,64,9,41,253,1898,1,0.8667017913593256,0.1332982086406744,1784,0.03371970495258166,0.004741833508956797,0.02160168598524763,0.9399367755532139
625,Anne Arundel,2039,Anne Arundel Precinct 05-004,1832,61,13,41,207,2039,1,0.8984796468857283,0.1015203531142717,1924,0.029916625796959292,0.0063756743501716525,0.020107896027464444,0.9435998038254046
626,Anne Arundel,1847,Anne Arundel Precinct 05-005,1625,77,14,40,222,1847,1,0.8798050893340552,0.12019491066594477,1716,0.041689225771521385,0.007579859231185706,0.02165674066053059,0.9290741743367623
627,Anne Arundel,1366,Anne Arundel Precinct 05-023,1291,70,5,28,75,1366,1,0.945095168374817,0.05490483162518302,1263,0.05124450951683748,0.0036603221083455345,0.020497803806734993,0.924597364568082
628,Anne Arundel,1716,Anne Arundel Precinct 05-003,1503,66,15,40,213,1716,1,0.8758741258741258,0.12412587412587413,1595,0.038461538461538464,0.008741258741258742,0.023310023310023312,0.9294871794871795
629,Anne Arundel,2381,Anne Arundel Precinct 05-026,1899,131,35,81,482,2381,1,0.7975640487190256,0.20243595128097439,2134,0.05501889962200756,0.014699706005879883,0.034019319613607726,0.8962620747585048
630,Anne Arundel,2632,Anne Arundel Precinct 05-021,2196,77,21,59,436,2632,1,0.8343465045592705,0.1656534954407295,2475,0.02925531914893617,0.007978723404255319,0.022416413373860182,0.9403495440729484
631,Anne Arundel,1760,Anne Arundel Precinct 06-030,1534,107,11,64,226,1760,1,0.8715909090909091,0.12840909090909092,1578,0.06079545454545455,0.00625,0.03636363636363636,0.8965909090909091
632,Anne Arundel,1526,Anne Arundel Precinct 06-025,1416,100,8,54,110,1526,1,0.927916120576671,0.07208387942332896,1364,0.0655307994757536,0.005242463958060288,0.035386631716906945,0.8938401048492791
633,Anne Arundel,1818,Anne Arundel Precinct 05-020,1541,77,17,39,277,1818,1,0.8476347634763476,0.15236523652365236,1685,0.04235423542354235,0.00935093509350935,0.02145214521452145,0.9268426842684269
634,Anne Arundel,1940,Anne Arundel Precinct 05-028,1748,12,4,18,192,1940,1,0.9010309278350516,0.09896907216494845,1906,0.006185567010309278,0.002061855670103093,0.009278350515463918,0.9824742268041237
635,Anne Arundel,1531,Anne Arundel Precinct 05-027,1364,56,10,42,167,1531,1,0.8909209666884389,0.10907903331156107,1423,0.036577400391900716,0.006531678641410843,0.027433050293925537,0.9294578706727629
636,Anne Arundel,1702,Anne Arundel Precinct 05-013,1627,73,17,43,75,1702,1,0.9559341950646298,0.04406580493537015,1569,0.04289071680376028,0.0099882491186839,0.02526439482961222,0.9218566392479436
637,Anne Arundel,2718,Anne Arundel Precinct 05-018,2265,94,17,40,453,2718,1,0.8333333333333334,0.16666666666666666,2567,0.034584253127299486,0.006254598969830758,0.014716703458425313,0.9444444444444444
638,Anne Arundel,2136,Anne Arundel Precinct 05-022,1936,75,8,56,200,2136,1,0.9063670411985019,0.09363295880149813,1997,0.0351123595505618,0.003745318352059925,0.026217228464419477,0.9349250936329588
639,Anne Arundel,2178,Anne Arundel Precinct 05-001,1856,120,14,52,322,2178,1,0.852157943067034,0.14784205693296604,1992,0.05509641873278237,0.006427915518824609,0.023875114784205693,0.9146005509641874
640,Anne Arundel,2073,Anne Arundel Precinct 05-017,1891,101,15,67,182,2073,1,0.9122045344910757,0.08779546550892427,1890,0.04872165943077665,0.00723589001447178,0.032320308731307285,0.9117221418234442
641,Anne Arundel,2525,Anne Arundel Precinct 05-002,2062,102,18,60,463,2525,1,0.8166336633663366,0.18336633663366336,2345,0.0403960396039604,0.007128712871287129,0.023762376237623763,0.9287128712871288
654,Anne Arundel,1620,Anne Arundel Precinct 07-026,1426,62,4,46,194,1620,1,0.8802469135802469,0.11975308641975309,1508,0.03827160493827161,0.0024691358024691358,0.028395061728395062,0.9308641975308642
655,Anne Arundel,2128,Anne Arundel Precinct 04-010,1684,2,2,2,444,2128,1,0.7913533834586466,0.20864661654135339,2122,0.0009398496240601503,0.0009398496240601503,0.0009398496240601503,0.9971804511278195
656,Anne Arundel,2733,Anne Arundel Precinct 04-016,2032,35,8,38,701,2733,1,0.743505305525064,0.25649469447493595,2652,0.012806439809732895,0.0029271862422246614,0.013904134650567142,0.9703622392974753
657,Anne Arundel,1530,Anne Arundel Precinct 07-014,1357,47,10,37,173,1530,1,0.8869281045751634,0.1130718954248366,1436,0.03071895424836601,0.006535947712418301,0.024183006535947713,0.938562091503268
658,Anne Arundel,2243,Anne Arundel Precinct 07-016,1754,93,18,36,489,2243,1,0.7819884083816317,0.21801159161836825,2096,0.041462327240303166,0.008024966562639322,0.016049933125278644,0.9344627730717788
659,Anne Arundel,1864,Anne Arundel Precinct 07-015,1650,85,15,36,214,1864,1,0.8851931330472103,0.1148068669527897,1728,0.04560085836909871,0.008047210300429184,0.019313304721030045,0.927038626609442
660,Anne Arundel,2124,Anne Arundel Precinct 07-018,1735,53,18,43,389,2124,1,0.8168549905838042,0.18314500941619585,2010,0.02495291902071563,0.00847457627118644,0.02024482109227872,0.9463276836158192
661,Anne Arundel,3122,Anne Arundel Precinct 04-023,2305,47,21,42,817,3122,1,0.7383087764253684,0.26169122357463165,3012,0.015054452274183215,0.006726457399103139,0.013452914798206279,0.9647661755285074
662,Anne Arundel,2399,Anne Arundel Precinct 04-022,1498,37,15,43,901,2399,1,0.6244268445185494,0.3755731554814506,2304,0.015423092955398083,0.006252605252188412,0.01792413505627345,0.96040016673614
663,Anne Arundel,1929,Anne Arundel Precinct 04-008,1617,52,17,50,312,1929,1,0.838258164852255,0.16174183514774496,1810,0.02695697252462416,0.008812856402280975,0.02592016588906169,0.9383100051840332
664,Anne Arundel,2249,Anne Arundel Precinct 07-008,1808,46,25,49,441,2249,1,0.8039128501556247,0.19608714984437528,2129,0.020453534904401955,0.011116051578479324,0.021787461093819474,0.9466429524232992
665,Anne Arundel,2263,Anne Arundel Precinct 07-007,2076,62,11,41,187,2263,1,0.9173663278833407,0.0826336721166593,2149,0.0273972602739726,0.004860804242156429,0.018117543084401236,0.9496243923994697
