race,COMP14D,COMP14R,COMP14Turnout
WVAP,0.4557 (0.4336-0.4769),0.5443 (0.5231-0.5664),0.4824 (0.4605-0.5012)
BVAP,0.7349 (0.3565-0.9272),0.2651 (0.0728-0.6435),0.1815 (0.0735-0.3158)
HVAP,0.6987 (0.3676-0.9195),0.3013 (0.0805-0.6324),0.2178 (0.1028-0.3707)
OVAP,0.7422 (0.4564-0.931),0.2578 (0.069-0.5436),0.4189 (0.2075-0.6609)
