race,COMP14D,COMP14R,COMP14Turnout
WVAP,0.752 (0.7128-0.788),0.248 (0.212-0.2872),0.2447 (0.2249-0.2646)
BVAP,0.972 (0.9585-0.982),0.028 (0.018-0.0415),0.1987 (0.1895-0.2083)
HVAP,0.3909 (0.2101-0.624),0.6091 (0.376-0.7899),0.107 (0.0597-0.1644)
OVAP,0.3112 (0.1437-0.5252),0.6888 (0.4748-0.8563),0.2704 (0.1623-0.371)
