race,COMP14D,COMP14R,COMP14None
WVAP,0.2845 (0.247-0.3195),0.2187 (0.2086-0.2253),0.4968 (0.462-0.5343)
OVAP,0.1194 (0.0661-0.1795),0.0203 (0.009-0.0381),0.8604 (0.8009-0.9143)
