,COUNTY,VAP,NAME,WVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
74,Montgomery,3490,Montgomery Precinct 04-007,1550,150,7,1940,3490,1,0.44412607449856734,0.5558739255014327,3333,0.04297994269340974,0.0020057306590257878,0.9550143266475645
75,Montgomery,2962,Montgomery Precinct 04-006,1536,141,9,1426,2962,1,0.5185685347738015,0.4814314652261985,2812,0.04760297096556381,0.003038487508440243,0.949358541525996
76,Montgomery,1587,Montgomery Precinct 04-027,360,20,2,1227,1587,1,0.22684310018903592,0.7731568998109641,1565,0.01260239445494644,0.001260239445494644,0.9861373660995589
77,Montgomery,1951,Montgomery Precinct 04-009,995,110,6,956,1951,1,0.5099948744233727,0.4900051255766274,1835,0.056381342901076374,0.0030753459764223477,0.9405433111225013
78,Montgomery,3199,Montgomery Precinct 13-051,2034,316,11,1165,3199,1,0.6358236949046577,0.36417630509534227,2872,0.09878086902156924,0.0034385745545482964,0.8977805564238824
79,Montgomery,1806,Montgomery Precinct 04-034,1249,184,4,557,1806,1,0.6915836101882613,0.30841638981173863,1618,0.10188261351052048,0.0022148394241417496,0.8959025470653378
80,Montgomery,2832,Montgomery Precinct 13-043,911,99,14,1921,2832,1,0.321680790960452,0.678319209039548,2719,0.034957627118644065,0.0049435028248587575,0.9600988700564972
81,Montgomery,2301,Montgomery Precinct 13-045,911,134,9,1390,2301,1,0.3959148196436332,0.6040851803563668,2158,0.05823554976097349,0.003911342894393742,0.9378531073446328
82,Montgomery,4265,Montgomery Precinct 13-036,1040,135,11,3225,4265,1,0.24384525205158264,0.7561547479484173,4119,0.031652989449003514,0.002579132473622509,0.965767878077374
83,Montgomery,3162,Montgomery Precinct 13-037,1002,124,8,2160,3162,1,0.31688804554079697,0.683111954459203,3030,0.0392156862745098,0.002530044275774826,0.9582542694497154
84,Montgomery,3854,Montgomery Precinct 13-035,962,145,18,2892,3854,1,0.24961079398028022,0.7503892060197198,3691,0.03762324857291126,0.00467047223663726,0.9577062791904515
85,Montgomery,5497,Montgomery Precinct 13-064,833,134,52,4664,5497,1,0.15153720211024194,0.8484627978897581,5311,0.024376932872475898,0.009459705293796616,0.9661633618337275
86,Montgomery,2249,Montgomery Precinct 13-052,1568,240,7,681,2249,1,0.6971987550022232,0.3028012449977768,2002,0.10671409515340151,0.0031124944419742106,0.8901734104046243
87,Montgomery,2706,Montgomery Precinct 08-003,2131,298,10,575,2706,1,0.7875092387287509,0.21249076127124908,2398,0.11012564671101256,0.003695491500369549,0.8861788617886179
88,Montgomery,2330,Montgomery Precinct 13-046,1386,182,16,944,2330,1,0.5948497854077254,0.4051502145922747,2132,0.07811158798283262,0.0068669527896995704,0.9150214592274678
89,Montgomery,1337,Montgomery Precinct 08-004,1020,78,6,317,1337,1,0.762902019446522,0.23709798055347794,1253,0.05833956619296934,0.004487658937920718,0.93717277486911
90,Montgomery,2775,Montgomery Precinct 08-008,1990,160,15,785,2775,1,0.7171171171171171,0.2828828828828829,2600,0.05765765765765766,0.005405405405405406,0.9369369369369369
91,Montgomery,3472,Montgomery Precinct 08-009,2306,214,22,1166,3472,1,0.6641705069124424,0.3358294930875576,3236,0.061635944700460826,0.006336405529953917,0.9320276497695853
92,Montgomery,3315,Montgomery Precinct 08-001,2336,213,19,979,3315,1,0.7046757164404224,0.2953242835595777,3083,0.06425339366515836,0.005731523378582202,0.9300150829562595
93,Montgomery,2576,Montgomery Precinct 08-012,1661,118,11,915,2576,1,0.6447981366459627,0.35520186335403725,2447,0.04580745341614907,0.004270186335403727,0.9499223602484472
94,Montgomery,2565,Montgomery Precinct 08-005,2188,178,10,377,2565,1,0.8530214424951267,0.1469785575048733,2377,0.06939571150097466,0.003898635477582846,0.9267056530214425
