,COUNTY,VAP,NAME,WVAP,SEN16D,SEN16R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN16None,SEN16D_pct,SEN16R_pct,SEN16None_pct
74,Montgomery,3490,Montgomery Precinct 04-007,1550,1369,390,1940,3490,1.0,0.44412607449856734,0.5558739255014327,1731,0.39226361031518625,0.11174785100286533,0.4959885386819484
75,Montgomery,2962,Montgomery Precinct 04-006,1536,1364,405,1426,2962,1.0,0.5185685347738015,0.4814314652261985,1193,0.46049966239027684,0.13673193787981094,0.40276839972991224
76,Montgomery,1587,Montgomery Precinct 04-027,360,480,114,1227,1587,1.0,0.22684310018903592,0.7731568998109641,993,0.30245746691871456,0.07183364839319471,0.6257088846880907
77,Montgomery,1951,Montgomery Precinct 04-009,995,1010,253,956,1951,1.0,0.5099948744233727,0.4900051255766274,688,0.5176832393644285,0.12967708867247565,0.35263967196309587
78,Montgomery,3199,Montgomery Precinct 13-051,2034,1904,596,1165,3199,1.0,0.6358236949046577,0.36417630509534227,699,0.5951859956236324,0.18630822131916225,0.2185057830572054
79,Montgomery,1806,Montgomery Precinct 04-034,1249,1008,524,557,1806,1.0,0.6915836101882613,0.30841638981173863,274,0.5581395348837209,0.2901439645625692,0.15171650055370986
80,Montgomery,2832,Montgomery Precinct 13-043,911,1221,290,1921,2832,1.0,0.321680790960452,0.678319209039548,1321,0.4311440677966102,0.10240112994350282,0.466454802259887
81,Montgomery,2301,Montgomery Precinct 13-045,911,1053,301,1390,2301,1.0,0.3959148196436332,0.6040851803563668,947,0.4576271186440678,0.13081269013472405,0.4115601912212082
82,Montgomery,4265,Montgomery Precinct 13-036,1040,1533,286,3225,4265,1.0,0.24384525205158264,0.7561547479484173,2446,0.35943728018757326,0.06705744431418523,0.5735052754982415
83,Montgomery,3162,Montgomery Precinct 13-037,1002,1077,277,2160,3162,1.0,0.31688804554079697,0.683111954459203,1808,0.340607210626186,0.08760278304870335,0.5717900063251107
84,Montgomery,3854,Montgomery Precinct 13-035,962,1531,304,2892,3854,1.0,0.24961079398028022,0.7503892060197198,2019,0.3972496107939803,0.07887908666320706,0.5238713025428127
85,Montgomery,5497,Montgomery Precinct 13-064,833,1810,145,4664,5497,1.0,0.15153720211024194,0.8484627978897581,3542,0.32927051118792067,0.026378024376932874,0.6443514644351465
86,Montgomery,2249,Montgomery Precinct 13-052,1568,1247,511,681,2249,1.0,0.6971987550022232,0.3028012449977768,491,0.5544686527345487,0.2272120942641174,0.21831925300133392
87,Montgomery,2706,Montgomery Precinct 08-003,2131,1577,858,575,2706,1.0,0.7875092387287509,0.21249076127124908,271,0.5827790096082779,0.3170731707317073,0.10014781966001478
88,Montgomery,2330,Montgomery Precinct 13-046,1386,1136,561,944,2330,1.0,0.5948497854077254,0.4051502145922747,633,0.4875536480686695,0.2407725321888412,0.2716738197424893
89,Montgomery,1337,Montgomery Precinct 08-004,1020,678,472,317,1337,1.0,0.762902019446522,0.23709798055347794,187,0.5071054599850411,0.3530291697830965,0.13986537023186238
90,Montgomery,2775,Montgomery Precinct 08-008,1990,1515,856,785,2775,1.0,0.7171171171171171,0.2828828828828829,404,0.5459459459459459,0.3084684684684685,0.1455855855855856
91,Montgomery,3472,Montgomery Precinct 08-009,2306,1969,910,1166,3472,1.0,0.6641705069124424,0.3358294930875576,593,0.5671082949308756,0.2620967741935484,0.17079493087557604
92,Montgomery,3315,Montgomery Precinct 08-001,2336,2015,927,979,3315,1.0,0.7046757164404224,0.2953242835595777,373,0.6078431372549019,0.27963800904977376,0.11251885369532429
93,Montgomery,2576,Montgomery Precinct 08-012,1661,1498,781,915,2576,1.0,0.6447981366459627,0.35520186335403725,297,0.5815217391304348,0.3031832298136646,0.11529503105590062
94,Montgomery,2565,Montgomery Precinct 08-005,2188,1378,1022,377,2565,1.0,0.8530214424951267,0.1469785575048733,165,0.5372319688109162,0.3984405458089669,0.06432748538011696
