,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14D,AG14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14None,AG14D_pct,AG14R_pct,AG14None_pct
74,Montgomery,3490,Montgomery Precinct 04-007,1550,258,1105,664,316,577,3490,1,0.44412607449856734,0.07392550143266476,0.3166189111747851,0.16532951289398282,2510,0.19025787965616045,0.09054441260744986,0.7191977077363897
75,Montgomery,2962,Montgomery Precinct 04-006,1536,136,922,600,315,368,2962,1,0.5185685347738015,0.04591492234976367,0.3112761647535449,0.12424037812288993,2047,0.2025658338960162,0.10634706279540851,0.6910871033085753
76,Montgomery,1587,Montgomery Precinct 04-027,360,206,510,137,39,511,1587,1,0.22684310018903592,0.12980466288594833,0.32136105860113423,0.3219911783238815,1411,0.08632640201638311,0.024574669187145556,0.8890989287964713
77,Montgomery,1951,Montgomery Precinct 04-009,995,122,505,486,193,329,1951,1,0.5099948744233727,0.06253203485392107,0.25884161968221425,0.16863147104049206,1272,0.24910302409021015,0.09892362890825218,0.6519733470015376
78,Montgomery,3199,Montgomery Precinct 13-051,2034,239,525,961,488,401,3199,1,0.6358236949046577,0.07471084713973117,0.16411378555798686,0.12535167239762426,1750,0.30040637699281025,0.1525476711472335,0.5470459518599562
79,Montgomery,1806,Montgomery Precinct 04-034,1249,126,158,526,385,273,1806,1,0.6915836101882613,0.06976744186046512,0.08748615725359911,0.1511627906976744,895,0.2912513842746401,0.2131782945736434,0.4955703211517165
80,Montgomery,2832,Montgomery Precinct 13-043,911,192,1240,486,234,489,2832,1,0.321680790960452,0.06779661016949153,0.4378531073446328,0.17266949152542374,2112,0.1716101694915254,0.0826271186440678,0.7457627118644068
81,Montgomery,2301,Montgomery Precinct 13-045,911,211,756,450,226,423,2301,1,0.3959148196436332,0.09169926119078661,0.3285528031290743,0.18383311603650587,1625,0.19556714471968709,0.09821816601477619,0.7062146892655368
82,Montgomery,4265,Montgomery Precinct 13-036,1040,440,1881,597,209,904,4265,1,0.24384525205158264,0.10316529894490035,0.441031652989449,0.211957796014068,3459,0.1399765533411489,0.04900351699882767,0.8110199296600235
83,Montgomery,3162,Montgomery Precinct 13-037,1002,276,1409,415,188,475,3162,1,0.31688804554079697,0.0872865275142315,0.44560404807084125,0.15022137887413028,2559,0.1312460468058191,0.05945604048070841,0.8092979127134725
84,Montgomery,3854,Montgomery Precinct 13-035,962,457,1733,615,220,702,3854,1,0.24961079398028022,0.11857810067462377,0.4496626881162429,0.18214841722885314,3019,0.1595744680851064,0.05708354955889985,0.7833419823559937
85,Montgomery,5497,Montgomery Precinct 13-064,833,2253,1847,777,87,564,5497,1,0.15153720211024194,0.40985992359468804,0.33600145533927595,0.10260141895579407,4633,0.14134982717846098,0.015826814626159723,0.8428233581953793
86,Montgomery,2249,Montgomery Precinct 13-052,1568,153,273,643,385,255,2249,1,0.6971987550022232,0.06803023566029347,0.12138728323699421,0.11338372610048911,1221,0.2859048465984882,0.1711871943085816,0.5429079590929302
87,Montgomery,2706,Montgomery Precinct 08-003,2131,125,127,866,732,323,2706,1,0.7875092387287509,0.046193643754619367,0.04693274205469328,0.11936437546193644,1108,0.32002956393200294,0.270509977827051,0.40946045824094607
