,COUNTY,VAP,NAME,WVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
218,Allegany,1719,Allegany Precinct 29-002,1637,75,0,82,1719,1,0.9522978475858057,0.0477021524141943,1644,0.04363001745200698,0.0,0.956369982547993
219,Allegany,3235,Allegany Precinct 06-006,1942,64,5,1293,3235,1,0.6003091190108192,0.3996908809891808,3166,0.019783616692426585,0.0015455950540958269,0.9786707882534776
220,Allegany,1207,Allegany Precinct 06-005,1034,85,3,173,1207,1,0.8566694283347142,0.14333057166528584,1119,0.07042253521126761,0.0024855012427506215,0.9270919635459818
221,Allegany,800,Allegany Precinct 06-003,740,51,0,60,800,1,0.925,0.075,749,0.06375,0.0,0.93625
222,Allegany,1902,Allegany Precinct 29-001,1833,94,4,69,1902,1,0.9637223974763407,0.03627760252365931,1804,0.04942166140904311,0.002103049421661409,0.9484752891692955
223,Allegany,1522,Allegany Precinct 06-001,1409,118,1,113,1522,1,0.9257555847568988,0.07424441524310119,1403,0.07752956636005257,0.000657030223390276,0.9218134034165572
224,Allegany,1679,Allegany Precinct 20-000,1648,40,6,31,1679,1,0.9815366289458011,0.01846337105419893,1633,0.023823704586063133,0.00357355568790947,0.9726027397260274
225,Allegany,928,Allegany Precinct 04-005,911,30,0,17,928,1,0.9816810344827587,0.018318965517241378,898,0.032327586206896554,0.0,0.9676724137931034
226,Allegany,1457,Allegany Precinct 04-003,1352,48,3,105,1457,1,0.9279341111873713,0.0720658888126287,1406,0.032944406314344546,0.002059025394646534,0.9649965682910089
227,Allegany,1118,Allegany Precinct 04-002,951,18,0,167,1118,1,0.8506261180679785,0.14937388193202147,1100,0.016100178890876567,0.0,0.9838998211091234
228,Allegany,1603,Allegany Precinct 04-008,1511,84,3,92,1603,1,0.9426076107298814,0.05739238927011853,1516,0.05240174672489083,0.0018714909544603868,0.9457267623206488
229,Allegany,1425,Allegany Precinct 04-004,1355,115,0,70,1425,1,0.9508771929824561,0.04912280701754386,1310,0.08070175438596491,0.0,0.9192982456140351
230,Allegany,856,Allegany Precinct 14-000,766,41,3,90,856,1,0.8948598130841121,0.10514018691588785,812,0.04789719626168224,0.0035046728971962616,0.9485981308411215
231,Allegany,1491,Allegany Precinct 05-004,1387,68,0,104,1491,1,0.9302481556002683,0.06975184439973173,1423,0.04560697518443997,0.0,0.95439302481556
232,Allegany,2358,Allegany Precinct 23-000,2120,100,4,238,2358,1,0.899067005937235,0.10093299406276506,2254,0.04240882103477523,0.0016963528413910093,0.9558948261238338
233,Allegany,624,Allegany Precinct 05-006,619,30,3,5,624,1,0.9919871794871795,0.008012820512820512,591,0.04807692307692308,0.004807692307692308,0.9471153846153846
234,Allegany,2552,Allegany Precinct 22-001,2173,80,11,379,2552,1,0.8514890282131662,0.14851097178683387,2461,0.03134796238244514,0.004310344827586207,0.9643416927899686
235,Allegany,3185,Allegany Precinct 16-000,1973,62,6,1212,3185,1,0.6194662480376766,0.38053375196232336,3117,0.01946624803767661,0.0018838304552590266,0.9786499215070643
236,Allegany,1346,Allegany Precinct 34-000,1324,73,4,22,1346,1,0.9836552748885586,0.01634472511144131,1269,0.05423476968796434,0.0029717682020802376,0.9427934621099554
237,Allegany,956,Allegany Precinct 21-000,934,46,0,22,956,1,0.9769874476987448,0.02301255230125523,910,0.04811715481171548,0.0,0.9518828451882845
238,Allegany,944,Allegany Precinct 02-000,924,19,3,20,944,1,0.9788135593220338,0.0211864406779661,922,0.020127118644067795,0.0031779661016949155,0.9766949152542372
239,Allegany,852,Allegany Precinct 03-000,839,18,1,13,852,1,0.9847417840375586,0.015258215962441314,833,0.02112676056338028,0.0011737089201877935,0.9776995305164319
240,Allegany,746,Allegany Precinct 01-000,734,25,1,12,746,1,0.9839142091152815,0.0160857908847185,720,0.03351206434316354,0.0013404825737265416,0.9651474530831099
265,Allegany,2806,Allegany Precinct 08-000,2755,65,3,51,2806,1,0.9818246614397719,0.018175338560228082,2738,0.02316464718460442,0.0010691375623663579,0.9757662152530292
266,Allegany,1114,Allegany Precinct 09-000,1103,24,0,11,1114,1,0.9901256732495511,0.009874326750448833,1090,0.02154398563734291,0.0,0.9784560143626571
267,Allegany,1650,Allegany Precinct 10-000,1628,22,2,22,1650,1,0.9866666666666667,0.013333333333333334,1626,0.013333333333333334,0.0012121212121212121,0.9854545454545455
268,Allegany,1273,Allegany Precinct 31-000,1251,43,0,22,1273,1,0.9827179890023566,0.01728201099764336,1230,0.03377847604084839,0.0,0.9662215239591516
273,Allegany,1685,Allegany Precinct 18-000,1660,33,0,25,1685,1,0.9851632047477745,0.01483679525222552,1652,0.019584569732937686,0.0,0.9804154302670623
274,Allegany,4960,Allegany Precinct 26-000,3677,119,2,1283,4960,1,0.7413306451612903,0.2586693548387097,4839,0.023991935483870967,0.0004032258064516129,0.9756048387096774
275,Allegany,1016,Allegany Precinct 11-000,971,82,1,45,1016,1,0.9557086614173228,0.04429133858267716,933,0.08070866141732283,0.000984251968503937,0.9183070866141733
276,Allegany,2829,Allegany Precinct 12-000,2623,99,1,206,2829,1,0.9271827500883705,0.07281724991162955,2729,0.03499469777306469,0.0003534817956875221,0.9646518204312478
277,Allegany,1572,Allegany Precinct 24-000,1544,45,1,28,1572,1,0.9821882951653944,0.017811704834605598,1526,0.02862595419847328,0.0006361323155216285,0.9707379134860051
278,Allegany,1653,Allegany Precinct 07-002,1584,81,1,69,1653,1,0.9582577132486388,0.041742286751361164,1571,0.04900181488203267,0.0006049606775559589,0.9503932244404114
279,Allegany,1346,Allegany Precinct 29-003,1304,80,1,42,1346,1,0.9687964338781575,0.031203566121842496,1265,0.05943536404160475,0.0007429420505200594,0.9398216939078752
280,Allegany,1884,Allegany Precinct 13-000,1845,76,0,39,1884,1,0.9792993630573248,0.020700636942675158,1808,0.040339702760084924,0.0,0.9596602972399151
281,Allegany,3275,Allegany Precinct 07-001,2017,85,3,1258,3275,1,0.6158778625954199,0.3841221374045802,3187,0.025954198473282442,0.000916030534351145,0.9731297709923664
