,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14D,AG14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14None,AG14D_pct,AG14R_pct,AG14None_pct
218,Allegany,1719,Allegany Precinct 29-002,1637,22,11,197,444,49,1719,1,0.9522978475858057,0.012798138452588714,0.006399069226294357,0.028504944735311226,1078,0.11460151250727167,0.2582897033158813,0.627108784176847
219,Allegany,3235,Allegany Precinct 06-006,1942,1234,25,166,339,34,3235,1,0.6003091190108192,0.3814528593508501,0.0077279752704791345,0.010510046367851623,2730,0.05131375579598145,0.10479134466769706,0.8438948995363215
220,Allegany,1207,Allegany Precinct 06-005,1034,57,22,175,218,94,1207,1,0.8566694283347142,0.04722452361226181,0.018227009113504555,0.07787903893951947,814,0.14498757249378624,0.18061309030654515,0.6743993371996686
221,Allegany,800,Allegany Precinct 06-003,740,38,6,101,105,16,800,1,0.925,0.0475,0.0075,0.02,594,0.12625,0.13125,0.7425
222,Allegany,1902,Allegany Precinct 29-001,1833,19,15,218,553,35,1902,1,0.9637223974763407,0.009989484752891693,0.007886435331230283,0.01840168243953733,1131,0.11461619348054679,0.2907465825446898,0.5946372239747634
223,Allegany,1522,Allegany Precinct 06-001,1409,71,15,213,203,27,1522,1,0.9257555847568988,0.04664914586070959,0.00985545335085414,0.017739816031537452,1106,0.13994743758212877,0.133377135348226,0.7266754270696452
224,Allegany,1679,Allegany Precinct 20-000,1648,4,11,114,385,16,1679,1,0.9815366289458011,0.0023823704586063135,0.006551518761167362,0.009529481834425254,1180,0.06789755807027993,0.22930315664085765,0.7027992852888624
225,Allegany,928,Allegany Precinct 04-005,911,9,1,97,137,7,928,1,0.9816810344827587,0.009698275862068966,0.0010775862068965517,0.007543103448275862,694,0.10452586206896551,0.1476293103448276,0.7478448275862069
226,Allegany,1457,Allegany Precinct 04-003,1352,61,12,121,179,32,1457,1,0.9279341111873713,0.041866849691146193,0.008236101578586136,0.02196293754289636,1157,0.08304735758407687,0.12285518188057652,0.7940974605353466
227,Allegany,1118,Allegany Precinct 04-002,951,120,10,76,78,37,1118,1,0.8506261180679785,0.1073345259391771,0.008944543828264758,0.03309481216457961,964,0.06797853309481217,0.06976744186046512,0.8622540250447227
228,Allegany,1603,Allegany Precinct 04-008,1511,65,6,151,237,21,1603,1,0.9426076107298814,0.040548970679975045,0.0037429819089207735,0.013100436681222707,1215,0.0941983780411728,0.14784778540237056,0.7579538365564567
229,Allegany,1425,Allegany Precinct 04-004,1355,36,10,172,283,24,1425,1,0.9508771929824561,0.02526315789473684,0.007017543859649123,0.016842105263157894,970,0.12070175438596491,0.1985964912280702,0.6807017543859649
230,Allegany,856,Allegany Precinct 14-000,766,52,19,71,71,19,856,1,0.8948598130841121,0.06074766355140187,0.02219626168224299,0.02219626168224299,714,0.08294392523364486,0.08294392523364486,0.8341121495327103
231,Allegany,1491,Allegany Precinct 05-004,1387,66,10,154,185,28,1491,1,0.9302481556002683,0.04426559356136821,0.00670690811535882,0.018779342723004695,1152,0.10328638497652583,0.12407780013413816,0.772635814889336
232,Allegany,2358,Allegany Precinct 23-000,2120,171,17,241,370,50,2358,1,0.899067005937235,0.07251908396946564,0.00720949957591179,0.021204410517387615,1747,0.10220525869380831,0.15691263782866835,0.7408821034775234
233,Allegany,624,Allegany Precinct 05-006,619,3,0,59,128,2,624,1,0.9919871794871795,0.004807692307692308,0.0,0.003205128205128205,437,0.09455128205128205,0.20512820512820512,0.7003205128205128
234,Allegany,2552,Allegany Precinct 22-001,2173,297,35,196,298,47,2552,1,0.8514890282131662,0.11637931034482758,0.01371473354231975,0.01841692789968652,2058,0.0768025078369906,0.11677115987460815,0.8064263322884012
235,Allegany,3185,Allegany Precinct 16-000,1973,833,346,129,420,33,3185,1,0.6194662480376766,0.26153846153846155,0.10863422291993721,0.010361067503924647,2636,0.04050235478806907,0.13186813186813187,0.8276295133437991
236,Allegany,1346,Allegany Precinct 34-000,1324,4,6,153,373,12,1346,1,0.9836552748885586,0.0029717682020802376,0.004457652303120356,0.008915304606240713,820,0.11367013372956909,0.2771173848439822,0.6092124814264487
237,Allegany,956,Allegany Precinct 21-000,934,3,4,81,257,15,956,1,0.9769874476987448,0.0031380753138075313,0.0041841004184100415,0.015690376569037656,618,0.08472803347280335,0.2688284518828452,0.6464435146443515
