,COUNTY,VAP,NAME,WVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
0,Somerset,404,Somerset Precinct 02-001,324,8,9,21,80,404,1,0.801980198019802,0.19801980198019803,366,0.019801980198019802,0.022277227722772276,0.05198019801980198,0.905940594059406
1,Somerset,726,Somerset Precinct 05-001,591,14,8,42,135,726,1,0.8140495867768595,0.1859504132231405,662,0.01928374655647383,0.011019283746556474,0.05785123966942149,0.9118457300275482
2,Somerset,1165,Somerset Precinct 03-001,861,9,9,26,304,1165,1,0.7390557939914163,0.2609442060085837,1121,0.007725321888412017,0.007725321888412017,0.022317596566523604,0.9622317596566523
3,Somerset,217,Somerset Precinct 13-003,159,4,1,3,58,217,1,0.7327188940092166,0.2672811059907834,209,0.018433179723502304,0.004608294930875576,0.013824884792626729,0.9631336405529954
4,Somerset,3664,Somerset Precinct 13-002,1072,3,4,8,2592,3664,1,0.2925764192139738,0.7074235807860262,3649,0.0008187772925764192,0.001091703056768559,0.002183406113537118,0.9959061135371179
5,Somerset,151,Somerset Precinct 13-001,122,1,0,1,29,151,1,0.8079470198675497,0.19205298013245034,149,0.006622516556291391,0.0,0.006622516556291391,0.9867549668874173
6,Somerset,2355,Somerset Precinct 01-002,1257,22,28,50,1098,2355,1,0.5337579617834395,0.4662420382165605,2255,0.009341825902335456,0.0118895966029724,0.021231422505307854,0.9575371549893843
7,Somerset,186,Somerset Precinct 01-003,56,2,2,11,130,186,1,0.3010752688172043,0.6989247311827957,171,0.010752688172043012,0.010752688172043012,0.05913978494623656,0.9193548387096774
8,Somerset,1267,Somerset Precinct 15-002,234,4,21,18,1033,1267,1,0.18468823993685873,0.8153117600631413,1224,0.0031570639305445935,0.016574585635359115,0.014206787687450671,0.9660615627466457
9,Somerset,1039,Somerset Precinct 01-001,633,8,14,22,406,1039,1,0.6092396535129933,0.39076034648700675,995,0.007699711260827719,0.013474494706448507,0.021174205967276226,0.9576515880654476
10,Somerset,3771,Somerset Precinct 15-001,692,5,11,14,3079,3771,1,0.18350570140546274,0.8164942985945373,3741,0.0013259082471492973,0.002916998143728454,0.0037125430920180325,0.9920445505171042
11,Worcester,2315,Worcester Precinct 01-001,1155,55,45,101,1160,2315,1,0.49892008639308855,0.5010799136069114,2114,0.023758099352051837,0.019438444924406047,0.04362850971922246,0.9131749460043197
12,Somerset,919,Somerset Precinct 04-001,711,8,6,12,208,919,1,0.7736670293797606,0.22633297062023938,893,0.008705114254624592,0.006528835690968444,0.013057671381936888,0.9717083786724701
13,Dorchester,70,Dorchester Precinct 18-001,65,1,0,5,5,70,1,0.9285714285714286,0.07142857142857142,64,0.014285714285714285,0.0,0.07142857142857142,0.9142857142857143
14,Dorchester,49,Dorchester Precinct 11-001,44,6,0,3,5,49,1,0.8979591836734694,0.10204081632653061,40,0.12244897959183673,0.0,0.061224489795918366,0.8163265306122449
15,Dorchester,145,Dorchester Precinct 13-002,79,3,3,10,66,145,1,0.5448275862068965,0.45517241379310347,129,0.020689655172413793,0.020689655172413793,0.06896551724137931,0.8896551724137931
16,Dorchester,206,Dorchester Precinct 17-001,169,5,1,12,37,206,1,0.8203883495145631,0.1796116504854369,188,0.024271844660194174,0.0048543689320388345,0.05825242718446602,0.912621359223301
17,Dorchester,63,Dorchester Precinct 14-002,39,2,4,1,24,63,1,0.6190476190476191,0.38095238095238093,56,0.031746031746031744,0.06349206349206349,0.015873015873015872,0.8888888888888888
18,Wicomico,1349,Wicomico Precinct 17-001,1025,24,19,47,324,1349,1,0.759822090437361,0.24017790956263899,1259,0.017790956263899184,0.014084507042253521,0.034840622683469234,0.933283914010378
19,Dorchester,308,Dorchester Precinct 03-001,274,13,6,14,34,308,1,0.8896103896103896,0.11038961038961038,275,0.04220779220779221,0.01948051948051948,0.045454545454545456,0.8928571428571429
20,Cecil,4593,Cecil Precinct 05-003,4361,98,17,84,232,4593,1,0.9494883518397561,0.05051164816024385,4394,0.021336816895275418,0.003701284563466144,0.018288700195950358,0.9566731983453081
21,Kent,1682,Kent Precinct 01-002,1494,41,6,53,188,1682,1,0.8882282996432818,0.1117717003567182,1582,0.02437574316290131,0.0035671819262782403,0.03151010701545779,0.9405469678953626
22,Cecil,2280,Cecil Precinct 02-001,2088,42,11,59,192,2280,1,0.9157894736842105,0.08421052631578947,2168,0.018421052631578946,0.004824561403508772,0.02587719298245614,0.9508771929824561
23,Cecil,2076,Cecil Precinct 02-002,1934,31,12,56,142,2076,1,0.9315992292870906,0.06840077071290944,1977,0.014932562620423893,0.005780346820809248,0.02697495183044316,0.9523121387283237
24,Cecil,4897,Cecil Precinct 05-002,4539,31,15,63,358,4897,1,0.9268940167449459,0.07310598325505412,4788,0.006330406371247703,0.00306309985705534,0.012865019399632428,0.9777414743720645
25,Cecil,3665,Cecil Precinct 09-001,3546,39,10,42,119,3665,1,0.9675306957708049,0.03246930422919509,3574,0.010641200545702592,0.002728512960436562,0.01145975443383356,0.9751705320600272
26,Cecil,2554,Cecil Precinct 05-004,2220,31,13,49,334,2554,1,0.8692247454972593,0.1307752545027408,2461,0.012137823022709476,0.005090054815974941,0.01918559122944401,0.9635865309318715
27,Cecil,4984,Cecil Precinct 05-001,4641,41,25,52,343,4984,1,0.9311797752808989,0.06882022471910113,4866,0.008226324237560192,0.005016051364365971,0.01043338683788122,0.9763242375601926
28,Cecil,7016,Cecil Precinct 03-002,6111,22,9,27,905,7016,1,0.8710091220068416,0.1289908779931585,6958,0.003135689851767389,0.001282782212086659,0.0038483466362599773,0.991733181299886
29,Cecil,6045,Cecil Precinct 03-003,4995,54,26,59,1050,6045,1,0.826302729528536,0.17369727047146402,5906,0.008933002481389578,0.004301075268817204,0.009760132340777503,0.9770057899090158
30,Cecil,4668,Cecil Precinct 04-001,4445,73,26,89,223,4668,1,0.9522279348757497,0.04777206512425022,4480,0.015638389031705228,0.005569837189374464,0.019065981148243358,0.9597257926306769
31,Cecil,6876,Cecil Precinct 03-001,5322,58,25,82,1554,6876,1,0.7739965095986039,0.22600349040139617,6711,0.008435136707388016,0.0036358347876672484,0.011925538103548575,0.9760034904013961
