,COUNTY,VAP,NAME,WVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
0,Somerset,404,Somerset Precinct 02-001,324,10,3,80,404,1,0.801980198019802,0.19801980198019803,391,0.024752475247524754,0.007425742574257425,0.9678217821782178
1,Somerset,726,Somerset Precinct 05-001,591,29,2,135,726,1,0.8140495867768595,0.1859504132231405,695,0.03994490358126722,0.0027548209366391185,0.9573002754820936
2,Somerset,1165,Somerset Precinct 03-001,861,24,0,304,1165,1,0.7390557939914163,0.2609442060085837,1141,0.020600858369098713,0.0,0.9793991416309012
3,Somerset,217,Somerset Precinct 13-003,159,4,1,58,217,1,0.7327188940092166,0.2672811059907834,212,0.018433179723502304,0.004608294930875576,0.9769585253456221
4,Somerset,3664,Somerset Precinct 13-002,1072,8,0,2592,3664,1,0.2925764192139738,0.7074235807860262,3656,0.002183406113537118,0.0,0.9978165938864629
5,Somerset,151,Somerset Precinct 13-001,122,1,0,29,151,1,0.8079470198675497,0.19205298013245034,150,0.006622516556291391,0.0,0.9933774834437086
6,Somerset,2355,Somerset Precinct 01-002,1257,44,6,1098,2355,1,0.5337579617834395,0.4662420382165605,2305,0.018683651804670912,0.0025477707006369425,0.9787685774946921
7,Somerset,186,Somerset Precinct 01-003,56,11,0,130,186,1,0.3010752688172043,0.6989247311827957,175,0.05913978494623656,0.0,0.9408602150537635
8,Somerset,1267,Somerset Precinct 15-002,234,29,4,1033,1267,1,0.18468823993685873,0.8153117600631413,1234,0.022888713496448304,0.0031570639305445935,0.9739542225730071
9,Somerset,1039,Somerset Precinct 01-001,633,18,4,406,1039,1,0.6092396535129933,0.39076034648700675,1017,0.017324350336862367,0.0038498556304138597,0.9788257940327237
10,Somerset,3771,Somerset Precinct 15-001,692,13,2,3079,3771,1,0.18350570140546274,0.8164942985945373,3756,0.003447361442588173,0.0005303632988597189,0.9960222752585521
11,Worcester,2315,Worcester Precinct 01-001,1155,71,1,1160,2315,1,0.49892008639308855,0.5010799136069114,2243,0.030669546436285097,0.00043196544276457883,0.9688984881209504
12,Somerset,919,Somerset Precinct 04-001,711,24,2,208,919,1,0.7736670293797606,0.22633297062023938,893,0.026115342763873776,0.002176278563656148,0.9717083786724701
13,Dorchester,70,Dorchester Precinct 18-001,65,2,0,5,70,1,0.9285714285714286,0.07142857142857142,68,0.02857142857142857,0.0,0.9714285714285714
14,Dorchester,49,Dorchester Precinct 11-001,44,5,0,5,49,1,0.8979591836734694,0.10204081632653061,44,0.10204081632653061,0.0,0.8979591836734694
15,Dorchester,145,Dorchester Precinct 13-002,79,6,3,66,145,1,0.5448275862068965,0.45517241379310347,136,0.041379310344827586,0.020689655172413793,0.9379310344827586
16,Dorchester,206,Dorchester Precinct 17-001,169,13,1,37,206,1,0.8203883495145631,0.1796116504854369,192,0.06310679611650485,0.0048543689320388345,0.9320388349514563
17,Dorchester,63,Dorchester Precinct 14-002,39,0,0,24,63,1,0.6190476190476191,0.38095238095238093,63,0.0,0.0,1.0
18,Wicomico,1349,Wicomico Precinct 17-001,1025,71,1,324,1349,1,0.759822090437361,0.24017790956263899,1277,0.05263157894736842,0.0007412898443291327,0.9466271312083024
19,Dorchester,308,Dorchester Precinct 03-001,274,11,0,34,308,1,0.8896103896103896,0.11038961038961038,297,0.03571428571428571,0.0,0.9642857142857143
20,Cecil,4593,Cecil Precinct 05-003,4361,170,2,232,4593,1,0.9494883518397561,0.05051164816024385,4421,0.037012845634661444,0.00043544524276072284,0.9625517091225778
