,COUNTY,VAP,NAME,WVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
250,Garrett,746,Garrett Precinct 08-002,735,10,1,8,11,746,1,0.985254691689008,0.014745308310991957,727,0.013404825737265416,0.0013404825737265416,0.010723860589812333,0.9745308310991957
251,Garrett,572,Garrett Precinct 08-001,565,6,3,5,7,572,1,0.9877622377622378,0.012237762237762238,558,0.01048951048951049,0.005244755244755245,0.008741258741258742,0.9755244755244755
252,Garrett,1056,Garrett Precinct 14-002,1037,9,9,13,19,1056,1,0.9820075757575758,0.017992424242424244,1025,0.008522727272727272,0.008522727272727272,0.01231060606060606,0.9706439393939394
253,Garrett,1898,Garrett Precinct 07-000,1852,32,6,29,46,1898,1,0.9757639620653319,0.02423603793466807,1831,0.01685985247629083,0.003161222339304531,0.015279241306638568,0.9646996838777661
254,Garrett,2642,Garrett Precinct 16-000,2604,26,14,39,38,2642,1,0.9856169568508706,0.014383043149129448,2563,0.00984102952308857,0.005299015897047691,0.014761544284632853,0.9700984102952309
255,Garrett,1535,Garrett Precinct 10-000,1521,16,6,34,14,1535,1,0.9908794788273616,0.009120521172638436,1479,0.010423452768729642,0.003908794788273616,0.02214983713355049,0.9635179153094463
256,Garrett,2412,Garrett Precinct 14-001,2373,39,7,36,39,2412,1,0.9838308457711443,0.01616915422885572,2330,0.01616915422885572,0.002902155887230514,0.014925373134328358,0.9660033167495854
257,Garrett,1811,Garrett Precinct 06-000,1677,23,8,42,134,1811,1,0.9260077305356157,0.07399226946438432,1738,0.012700165654334622,0.004417448923246825,0.02319160684704583,0.9596907785753728
258,Garrett,562,Garrett Precinct 13-000,558,6,4,21,4,562,1,0.9928825622775801,0.0071174377224199285,531,0.010676156583629894,0.0071174377224199285,0.037366548042704624,0.9448398576512456
259,Garrett,1486,Garrett Precinct 01-000,1470,30,5,34,16,1486,1,0.9892328398384926,0.010767160161507403,1417,0.020188425302826378,0.0033647375504710633,0.02288021534320323,0.9535666218034994
260,Garrett,1547,Garrett Precinct 02-000,1514,17,8,24,33,1547,1,0.9786683904330963,0.021331609566903685,1498,0.01098901098901099,0.005171299288946348,0.015513897866839044,0.9683257918552036
261,Garrett,1443,Garrett Precinct 05-000,1420,19,4,29,23,1443,1,0.9840609840609841,0.01593901593901594,1391,0.013167013167013167,0.002772002772002772,0.020097020097020097,0.963963963963964
262,Garrett,725,Garrett Precinct 12-000,708,13,2,9,17,725,1,0.976551724137931,0.023448275862068966,701,0.01793103448275862,0.002758620689655172,0.012413793103448275,0.9668965517241379
263,Garrett,655,Garrett Precinct 04-000,637,5,5,11,18,655,1,0.9725190839694656,0.02748091603053435,634,0.007633587786259542,0.007633587786259542,0.016793893129770993,0.9679389312977099
264,Garrett,140,Garrett Precinct 11-000,136,1,1,0,4,140,1,0.9714285714285714,0.02857142857142857,138,0.007142857142857143,0.007142857142857143,0.0,0.9857142857142858
269,Garrett,627,Garrett Precinct 03-002,615,7,2,12,12,627,1,0.9808612440191388,0.019138755980861243,606,0.011164274322169059,0.003189792663476874,0.019138755980861243,0.9665071770334929
270,Garrett,2171,Garrett Precinct 03-001,2136,26,16,32,35,2171,1,0.9838783970520497,0.016121602947950252,2097,0.011976047904191617,0.007369875633348687,0.014739751266697375,0.9659143251957624
271,Garrett,421,Garrett Precinct 15-000,419,9,4,13,2,421,1,0.995249406175772,0.004750593824228029,395,0.021377672209026127,0.009501187648456057,0.030878859857482184,0.9382422802850356
272,Garrett,988,Garrett Precinct 09-000,964,18,2,16,24,988,1,0.9757085020242915,0.024291497975708502,952,0.018218623481781375,0.0020242914979757085,0.016194331983805668,0.9635627530364372
