,COUNTY,VAP,NAME,WVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
250,Garrett,746,Garrett Precinct 08-002,735,5,4,6,11,746,1,0.985254691689008,0.014745308310991957,731,0.006702412868632708,0.005361930294906166,0.00804289544235925,0.9798927613941019
251,Garrett,572,Garrett Precinct 08-001,565,6,1,4,7,572,1,0.9877622377622378,0.012237762237762238,561,0.01048951048951049,0.0017482517482517483,0.006993006993006993,0.9807692307692307
252,Garrett,1056,Garrett Precinct 14-002,1037,22,4,7,19,1056,1,0.9820075757575758,0.017992424242424244,1023,0.020833333333333332,0.003787878787878788,0.006628787878787879,0.96875
253,Garrett,1898,Garrett Precinct 07-000,1852,35,11,23,46,1898,1,0.9757639620653319,0.02423603793466807,1829,0.0184404636459431,0.005795574288724974,0.012118018967334035,0.9636459430979979
254,Garrett,2642,Garrett Precinct 16-000,2604,36,14,24,38,2642,1,0.9856169568508706,0.014383043149129448,2568,0.013626040878122634,0.005299015897047691,0.009084027252081756,0.9719909159727479
255,Garrett,1535,Garrett Precinct 10-000,1521,23,12,15,14,1535,1,0.9908794788273616,0.009120521172638436,1485,0.01498371335504886,0.007817589576547232,0.009771986970684038,0.9674267100977199
256,Garrett,2412,Garrett Precinct 14-001,2373,31,18,26,39,2412,1,0.9838308457711443,0.01616915422885572,2337,0.01285240464344942,0.007462686567164179,0.01077943615257048,0.9689054726368159
257,Garrett,1811,Garrett Precinct 06-000,1677,25,11,29,134,1811,1,0.9260077305356157,0.07399226946438432,1746,0.013804527885146328,0.006073992269464384,0.01601325234676974,0.9641082274986196
258,Garrett,562,Garrett Precinct 13-000,558,13,8,6,4,562,1,0.9928825622775801,0.0071174377224199285,535,0.023131672597864767,0.014234875444839857,0.010676156583629894,0.9519572953736655
259,Garrett,1486,Garrett Precinct 01-000,1470,32,10,16,16,1486,1,0.9892328398384926,0.010767160161507403,1428,0.021534320323014805,0.006729475100942127,0.010767160161507403,0.9609690444145357
260,Garrett,1547,Garrett Precinct 02-000,1514,18,12,16,33,1547,1,0.9786683904330963,0.021331609566903685,1501,0.011635423400129283,0.007756948933419522,0.010342598577892695,0.9702650290885585
261,Garrett,1443,Garrett Precinct 05-000,1420,22,8,22,23,1443,1,0.9840609840609841,0.01593901593901594,1391,0.015246015246015246,0.005544005544005544,0.015246015246015246,0.963963963963964
262,Garrett,725,Garrett Precinct 12-000,708,13,4,8,17,725,1,0.976551724137931,0.023448275862068966,700,0.01793103448275862,0.005517241379310344,0.011034482758620689,0.9655172413793104
263,Garrett,655,Garrett Precinct 04-000,637,3,6,8,18,655,1,0.9725190839694656,0.02748091603053435,638,0.004580152671755725,0.00916030534351145,0.012213740458015267,0.9740458015267176
264,Garrett,140,Garrett Precinct 11-000,136,1,0,1,4,140,1,0.9714285714285714,0.02857142857142857,138,0.007142857142857143,0.0,0.007142857142857143,0.9857142857142858
269,Garrett,627,Garrett Precinct 03-002,615,5,3,8,12,627,1,0.9808612440191388,0.019138755980861243,611,0.007974481658692184,0.004784688995215311,0.012759170653907496,0.9744816586921851
270,Garrett,2171,Garrett Precinct 03-001,2136,25,17,20,35,2171,1,0.9838783970520497,0.016121602947950252,2109,0.011515430677107323,0.00783049286043298,0.009212344541685858,0.9714417319207739
271,Garrett,421,Garrett Precinct 15-000,419,7,8,7,2,421,1,0.995249406175772,0.004750593824228029,399,0.0166270783847981,0.019002375296912115,0.0166270783847981,0.9477434679334917
272,Garrett,988,Garrett Precinct 09-000,964,15,10,8,24,988,1,0.9757085020242915,0.024291497975708502,955,0.015182186234817813,0.010121457489878543,0.008097165991902834,0.9665991902834008
