,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG18D,AG18R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG18None,AG18D_pct,AG18R_pct,AG18None_pct
250,Garrett,746,Garrett Precinct 08-002,735,5,2,35,278,4,746,1,0.985254691689008,0.006702412868632708,0.002680965147453083,0.005361930294906166,433,0.04691689008042895,0.3726541554959786,0.5804289544235925
251,Garrett,572,Garrett Precinct 08-001,565,0,2,38,220,5,572,1,0.9877622377622378,0.0,0.0034965034965034965,0.008741258741258742,314,0.06643356643356643,0.38461538461538464,0.548951048951049
252,Garrett,1056,Garrett Precinct 14-002,1037,6,4,63,403,9,1056,1,0.9820075757575758,0.005681818181818182,0.003787878787878788,0.008522727272727272,590,0.05965909090909091,0.3816287878787879,0.5587121212121212
253,Garrett,1898,Garrett Precinct 07-000,1852,7,15,185,550,24,1898,1,0.9757639620653319,0.0036880927291886197,0.007903055848261328,0.012644889357218124,1163,0.09747102212855638,0.2897787144362487,0.6127502634351949
254,Garrett,2642,Garrett Precinct 16-000,2604,7,15,242,823,16,2642,1,0.9856169568508706,0.0026495079485238456,0.005677517032551098,0.006056018168054504,1577,0.09159727479182438,0.31150643451930354,0.5968962906888721
255,Garrett,1535,Garrett Precinct 10-000,1521,2,9,179,563,3,1535,1,0.9908794788273616,0.0013029315960912053,0.005863192182410423,0.001954397394136808,793,0.11661237785016286,0.3667752442996743,0.5166123778501629
256,Garrett,2412,Garrett Precinct 14-001,2373,4,14,223,741,21,2412,1,0.9838308457711443,0.001658374792703151,0.005804311774461028,0.008706467661691543,1448,0.09245439469320066,0.3072139303482587,0.6003316749585407
257,Garrett,1811,Garrett Precinct 06-000,1677,93,18,263,608,23,1811,1,0.9260077305356157,0.05135284373274434,0.009939260077305357,0.012700165654334622,940,0.14522363335173938,0.3357261181667587,0.5190502484815019
258,Garrett,562,Garrett Precinct 13-000,558,0,1,54,168,3,562,1,0.9928825622775801,0.0,0.0017793594306049821,0.005338078291814947,340,0.09608540925266904,0.298932384341637,0.604982206405694
259,Garrett,1486,Garrett Precinct 01-000,1470,2,6,200,601,8,1486,1,0.9892328398384926,0.0013458950201884253,0.004037685060565276,0.005383580080753701,685,0.13458950201884254,0.4044414535666218,0.4609690444145357
260,Garrett,1547,Garrett Precinct 02-000,1514,4,11,193,583,18,1547,1,0.9786683904330963,0.002585649644473174,0.007110536522301228,0.011635423400129283,771,0.12475759534583064,0.3768584356819651,0.49838396897220427
261,Garrett,1443,Garrett Precinct 05-000,1420,8,5,202,642,10,1443,1,0.9840609840609841,0.005544005544005544,0.003465003465003465,0.00693000693000693,599,0.13998613998613998,0.44490644490644493,0.4151074151074151
262,Garrett,725,Garrett Precinct 12-000,708,15,0,45,296,2,725,1,0.976551724137931,0.020689655172413793,0.0,0.002758620689655172,384,0.06206896551724138,0.40827586206896554,0.5296551724137931
263,Garrett,655,Garrett Precinct 04-000,637,14,3,45,251,1,655,1,0.9725190839694656,0.021374045801526718,0.004580152671755725,0.0015267175572519084,359,0.06870229007633588,0.383206106870229,0.5480916030534351
264,Garrett,140,Garrett Precinct 11-000,136,2,1,6,53,1,140,1,0.9714285714285714,0.014285714285714285,0.007142857142857143,0.007142857142857143,81,0.04285714285714286,0.37857142857142856,0.5785714285714286
269,Garrett,627,Garrett Precinct 03-002,615,1,5,57,238,6,627,1,0.9808612440191388,0.001594896331738437,0.007974481658692184,0.009569377990430622,332,0.09090909090909091,0.379585326953748,0.529505582137161
270,Garrett,2171,Garrett Precinct 03-001,2136,4,15,169,741,16,2171,1,0.9838783970520497,0.0018424689083371719,0.006909258406264394,0.007369875633348687,1261,0.07784431137724551,0.3413173652694611,0.5808383233532934
271,Garrett,421,Garrett Precinct 15-000,419,0,1,65,216,1,421,1,0.995249406175772,0.0,0.0023752969121140144,0.0023752969121140144,140,0.1543942992874109,0.5130641330166271,0.332541567695962
272,Garrett,988,Garrett Precinct 09-000,964,4,10,127,418,10,988,1,0.9757085020242915,0.004048582995951417,0.010121457489878543,0.010121457489878543,443,0.12854251012145748,0.4230769230769231,0.4483805668016194
