,COUNTY,VAP,NAME,WVAP,PRES12D,PRES12R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,PRES12None,PRES12D_pct,PRES12R_pct,PRES12None_pct
56,Anne Arundel,2236,Anne Arundel Precinct 07-025,1913,716,859,323,2236,1,0.8555456171735242,0.14445438282647585,661,0.32021466905187834,0.38416815742397137,0.2956171735241503
57,Anne Arundel,1839,Anne Arundel Precinct 07-003,1501,698,548,338,1839,1,0.8162044589450789,0.18379554105492116,593,0.37955410549211527,0.29798803697661774,0.322457857531267
58,Anne Arundel,2418,Anne Arundel Precinct 07-010,2221,644,1008,197,2418,1,0.9185277088502894,0.08147229114971051,766,0.2663358147229115,0.41687344913151364,0.31679073614557485
59,Anne Arundel,2785,Anne Arundel Precinct 07-019,2513,584,860,272,2785,1,0.9023339317773789,0.09766606822262118,1341,0.2096947935368043,0.3087971274685817,0.481508078994614
60,Anne Arundel,2923,Anne Arundel Precinct 07-006,2723,767,1120,200,2923,1,0.9315771467670202,0.06842285323297982,1036,0.2624016421484776,0.38316797810468695,0.35443037974683544
340,Anne Arundel,3247,Anne Arundel Precinct 07-009,2512,769,694,735,3247,1,0.7736372035725285,0.2263627964274715,1784,0.2368340006159532,0.21373575608253773,0.5494302433015091
350,Anne Arundel,2407,Anne Arundel Precinct 07-021,2072,663,1074,335,2407,1,0.8608226007478189,0.13917739925218114,670,0.2754466140423764,0.4461985874532613,0.2783547985043623
351,Anne Arundel,2960,Anne Arundel Precinct 07-001,2718,832,1129,242,2960,1,0.9182432432432432,0.08175675675675675,999,0.2810810810810811,0.38141891891891894,0.3375
595,Anne Arundel,2234,Anne Arundel Precinct 03-013,2120,460,1198,114,2234,1,0.9489704565801254,0.051029543419874666,576,0.20590868397493287,0.5362578334825425,0.25783348254252464
596,Anne Arundel,2342,Anne Arundel Precinct 03-018,2095,552,1199,247,2342,1,0.894534585824082,0.10546541417591802,591,0.23569598633646455,0.5119555935098207,0.2523484201537148
597,Anne Arundel,2290,Anne Arundel Precinct 03-016,2008,517,819,282,2290,1,0.8768558951965065,0.12314410480349346,954,0.225764192139738,0.35764192139737994,0.4165938864628821
598,Anne Arundel,2081,Anne Arundel Precinct 03-001,1849,513,869,232,2081,1,0.8885151369533878,0.1114848630466122,699,0.24651609802979338,0.41758769822200864,0.335896203748198
599,Anne Arundel,3428,Anne Arundel Precinct 03-003,2995,757,1139,433,3428,1,0.8736872812135356,0.1263127187864644,1532,0.22082847141190198,0.3322637106184364,0.4469078179696616
600,Anne Arundel,2683,Anne Arundel Precinct 03-021,2255,763,887,428,2683,1,0.8404770778978755,0.1595229221021245,1033,0.2843831531867313,0.33060007454342155,0.3850167722698472
601,Anne Arundel,2353,Anne Arundel Precinct 03-007,2050,604,818,303,2353,1,0.8712282192945177,0.12877178070548237,931,0.2566935826604335,0.3476413089672758,0.3956651083722907
602,Anne Arundel,1767,Anne Arundel Precinct 03-020,1677,365,833,90,1767,1,0.9490662139219015,0.050933786078098474,569,0.20656479909451048,0.47142048670062253,0.322014714204867
603,Anne Arundel,2826,Anne Arundel Precinct 03-024,2556,643,928,270,2826,1,0.9044585987261147,0.09554140127388536,1255,0.22753007784854917,0.3283793347487615,0.4440905874026893
604,Anne Arundel,2071,Anne Arundel Precinct 03-019,1963,414,1050,108,2071,1,0.9478512795750845,0.0521487204249155,607,0.19990342829550942,0.5070014485755674,0.2930951231289232
605,Anne Arundel,1896,Anne Arundel Precinct 03-014,1804,433,722,92,1896,1,0.9514767932489452,0.04852320675105485,741,0.22837552742616032,0.3808016877637131,0.39082278481012656
606,Anne Arundel,1673,Anne Arundel Precinct 03-002,1598,384,584,75,1673,1,0.9551703526598924,0.04482964734010759,705,0.22952779438135087,0.34907352062163777,0.42139868499701133
607,Anne Arundel,2247,Anne Arundel Precinct 03-010,2134,461,1164,113,2247,1,0.94971072541166,0.05028927458834001,622,0.20516243880729862,0.5180240320427236,0.27681352914997776
608,Anne Arundel,2451,Anne Arundel Precinct 03-011,2354,545,1280,97,2451,1,0.9604243166054671,0.039575683394532844,626,0.22235822113423093,0.5222358221134231,0.255405956752346
609,Anne Arundel,1573,Anne Arundel Precinct 03-015,1519,338,897,54,1573,1,0.9656706929434202,0.034329307056579786,338,0.21487603305785125,0.5702479338842975,0.21487603305785125
610,Anne Arundel,2235,Anne Arundel Precinct 03-012,2128,481,1134,107,2235,1,0.9521252796420582,0.04787472035794183,620,0.2152125279642058,0.5073825503355704,0.27740492170022374
616,Anne Arundel,1837,Anne Arundel Precinct 05-014,1658,551,797,179,1837,1,0.9025585193249864,0.09744148067501361,489,0.29994556341861733,0.43385955362003265,0.26619488296135
617,Anne Arundel,1098,Anne Arundel Precinct 05-034,1013,406,507,85,1098,1,0.9225865209471766,0.07741347905282331,185,0.3697632058287796,0.46174863387978143,0.16848816029143898
618,Anne Arundel,1456,Anne Arundel Precinct 05-016,1317,460,515,139,1456,1,0.904532967032967,0.09546703296703296,481,0.3159340659340659,0.35370879120879123,0.33035714285714285
619,Anne Arundel,1144,Anne Arundel Precinct 05-009,1105,351,527,39,1144,1,0.9659090909090909,0.03409090909090909,266,0.3068181818181818,0.4606643356643357,0.23251748251748253
620,Anne Arundel,1735,Anne Arundel Precinct 03-023,1629,497,784,106,1735,1,0.9389048991354467,0.06109510086455332,454,0.2864553314121037,0.45187319884726224,0.261671469740634
621,Anne Arundel,999,Anne Arundel Precinct 05-010,929,245,487,70,999,1,0.92992992992993,0.07007007007007007,267,0.24524524524524524,0.4874874874874875,0.2672672672672673
622,Anne Arundel,1854,Anne Arundel Precinct 03-022,1472,549,731,382,1854,1,0.7939590075512406,0.20604099244875945,574,0.2961165048543689,0.39428263214670983,0.30960086299892126
