,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
56,Anne Arundel,2236,Anne Arundel Precinct 07-025,1913,232,47,87,24,75,44,2236,1,0.8555456171735242,0.1037567084078712,0.02101967799642218,0.01967799642218247,2050,0.0389087656529517,0.01073345259391771,0.03354203935599284,0.9168157423971377
57,Anne Arundel,1839,Anne Arundel Precinct 07-003,1501,264,33,106,26,77,41,1839,1,0.8162044589450789,0.14355628058727568,0.01794453507340946,0.022294725394236,1630,0.057640021750951606,0.014138118542686243,0.04187058183795541,0.8863512778684067
58,Anne Arundel,2418,Anne Arundel Precinct 07-010,2221,82,65,81,17,62,50,2418,1,0.9185277088502894,0.03391232423490488,0.026881720430107527,0.0206782464846981,2258,0.033498759305210915,0.007030603804797354,0.02564102564102564,0.9338296112489661
59,Anne Arundel,2785,Anne Arundel Precinct 07-019,2513,40,144,46,8,29,88,2785,1,0.9023339317773789,0.01436265709156194,0.05170556552962298,0.03159784560143627,2702,0.01651705565529623,0.002872531418312388,0.010412926391382405,0.9701974865350089
60,Anne Arundel,2923,Anne Arundel Precinct 07-006,2723,34,83,94,18,57,83,2923,1,0.9315771467670202,0.011631885049606569,0.028395484091686622,0.028395484091686622,2754,0.03215874101950051,0.006158056790968184,0.019500513171399246,0.9421826890181321
340,Anne Arundel,3247,Anne Arundel Precinct 07-009,2512,556,69,76,18,50,110,3247,1,0.7736372035725285,0.17123498614105329,0.021250384970742223,0.03387742531567601,3103,0.023406221127194333,0.00554357868801971,0.015398829688943641,0.9556513704958424
350,Anne Arundel,2407,Anne Arundel Precinct 07-021,2072,218,60,86,26,78,57,2407,1,0.8608226007478189,0.09056917324470296,0.024927295388450354,0.023680930619027835,2217,0.03572912339011217,0.01080182800166182,0.03240548400498546,0.9210635646032406
351,Anne Arundel,2960,Anne Arundel Precinct 07-001,2718,130,53,122,27,99,59,2960,1,0.9182432432432432,0.04391891891891892,0.017905405405405406,0.019932432432432434,2712,0.04121621621621622,0.009121621621621622,0.033445945945945944,0.9162162162162162
595,Anne Arundel,2234,Anne Arundel Precinct 03-013,2120,24,30,104,21,61,60,2234,1,0.9489704565801254,0.010743061772605193,0.01342882721575649,0.02685765443151298,2048,0.046553267681289166,0.009400179051029543,0.02730528200537153,0.9167412712623098
596,Anne Arundel,2342,Anne Arundel Precinct 03-018,2095,112,40,71,23,63,95,2342,1,0.894534585824082,0.04782237403928266,0.017079419299743808,0.040563620836891544,2185,0.03031596925704526,0.00982066609735269,0.0269000853970965,0.9329632792485055
597,Anne Arundel,2290,Anne Arundel Precinct 03-016,2008,137,64,74,17,58,81,2290,1,0.8768558951965065,0.05982532751091703,0.02794759825327511,0.03537117903930131,2141,0.032314410480349345,0.007423580786026201,0.025327510917030567,0.9349344978165939
598,Anne Arundel,2081,Anne Arundel Precinct 03-001,1849,110,51,54,14,42,71,2081,1,0.8885151369533878,0.05285920230658337,0.0245074483421432,0.03411821239788563,1971,0.025949062950504566,0.006727534839019702,0.020182604517059107,0.9471407976934166
599,Anne Arundel,3428,Anne Arundel Precinct 03-003,2995,133,166,92,27,84,134,3428,1,0.8736872812135356,0.03879813302217036,0.048424737456242706,0.039089848308051345,3225,0.026837806301050177,0.007876312718786464,0.024504084014002333,0.940781796966161
600,Anne Arundel,2683,Anne Arundel Precinct 03-021,2255,214,98,63,18,49,116,2683,1,0.8404770778978755,0.07976146105106224,0.036526276556093924,0.04323518449496832,2553,0.02348117778606038,0.006708907938874394,0.018263138278046962,0.9515467759970183
