,COUNTY,VAP,NAME,WVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
56,Anne Arundel,2236,Anne Arundel Precinct 07-025,1913,77,66,49,323,2236,1,0.8555456171735242,0.14445438282647585,2044,0.03443649373881932,0.029516994633273702,0.02191413237924866,0.9141323792486583
57,Anne Arundel,1839,Anne Arundel Precinct 07-003,1501,109,41,63,338,1839,1,0.8162044589450789,0.18379554105492116,1626,0.059271343121261554,0.022294725394236,0.03425774877650897,0.8841761827079935
58,Anne Arundel,2418,Anne Arundel Precinct 07-010,2221,66,60,39,197,2418,1,0.9185277088502894,0.08147229114971051,2253,0.02729528535980149,0.02481389578163772,0.016129032258064516,0.9317617866004962
59,Anne Arundel,2785,Anne Arundel Precinct 07-019,2513,38,25,24,272,2785,1,0.9023339317773789,0.09766606822262118,2698,0.013644524236983842,0.008976660682226212,0.008617594254937163,0.9687612208258528
60,Anne Arundel,2923,Anne Arundel Precinct 07-006,2723,60,52,62,200,2923,1,0.9315771467670202,0.06842285323297982,2749,0.020526855969893943,0.017789941840574752,0.021211084502223743,0.9404721176873075
340,Anne Arundel,3247,Anne Arundel Precinct 07-009,2512,67,47,34,735,3247,1,0.7736372035725285,0.2263627964274715,3099,0.020634431783184477,0.014474899907607022,0.010471204188481676,0.9544194641207269
350,Anne Arundel,2407,Anne Arundel Precinct 07-021,2072,66,86,37,335,2407,1,0.8608226007478189,0.13917739925218114,2218,0.027420024927295387,0.03572912339011217,0.015371832156211051,0.9214790195263813
351,Anne Arundel,2960,Anne Arundel Precinct 07-001,2718,82,98,77,242,2960,1,0.9182432432432432,0.08175675675675675,2703,0.027702702702702704,0.03310810810810811,0.026013513513513515,0.9131756756756757
595,Anne Arundel,2234,Anne Arundel Precinct 03-013,2120,38,79,62,114,2234,1,0.9489704565801254,0.051029543419874666,2055,0.017009847806624886,0.03536257833482542,0.02775290957923008,0.9198746642793196
596,Anne Arundel,2342,Anne Arundel Precinct 03-018,2095,55,55,49,247,2342,1,0.894534585824082,0.10546541417591802,2183,0.023484201537147736,0.023484201537147736,0.020922288642186166,0.9321093082835183
597,Anne Arundel,2290,Anne Arundel Precinct 03-016,2008,44,58,45,282,2290,1,0.8768558951965065,0.12314410480349346,2143,0.01921397379912664,0.025327510917030567,0.019650655021834062,0.9358078602620087
598,Anne Arundel,2081,Anne Arundel Precinct 03-001,1849,33,37,39,232,2081,1,0.8885151369533878,0.1114848630466122,1972,0.01585776069197501,0.0177799135031235,0.01874098990869774,0.9476213358962038
599,Anne Arundel,3428,Anne Arundel Precinct 03-003,2995,61,77,70,433,3428,1,0.8736872812135356,0.1263127187864644,3220,0.01779463243873979,0.022462077012835473,0.020420070011668612,0.9393232205367561
600,Anne Arundel,2683,Anne Arundel Precinct 03-021,2255,40,42,49,428,2683,1,0.8404770778978755,0.1595229221021245,2552,0.014908684308609765,0.015654118524040254,0.018263138278046962,0.9511740588893031
