,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN12D,SEN12R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN12None,SEN12D_pct,SEN12R_pct,SEN12None_pct
56,Anne Arundel,2236,Anne Arundel Precinct 07-025,1913,232,47,580,631,44,2236,1,0.8555456171735242,0.1037567084078712,0.02101967799642218,0.01967799642218247,1025,0.259391771019678,0.2822003577817531,0.45840787119856885
57,Anne Arundel,1839,Anne Arundel Precinct 07-003,1501,264,33,586,421,41,1839,1,0.8162044589450789,0.14355628058727568,0.01794453507340946,0.022294725394236,832,0.31865144100054377,0.22892876563349646,0.4524197933659598
58,Anne Arundel,2418,Anne Arundel Precinct 07-010,2221,82,65,548,725,50,2418,1,0.9185277088502894,0.03391232423490488,0.026881720430107527,0.0206782464846981,1145,0.22663358147229115,0.2998345740281224,0.4735318444995864
59,Anne Arundel,2785,Anne Arundel Precinct 07-019,2513,40,144,469,639,88,2785,1,0.9023339317773789,0.01436265709156194,0.05170556552962298,0.03159784560143627,1677,0.16840215439856374,0.22944344703770198,0.6021543985637343
60,Anne Arundel,2923,Anne Arundel Precinct 07-006,2723,34,83,611,826,83,2923,1,0.9315771467670202,0.011631885049606569,0.028395484091686622,0.028395484091686622,1486,0.20903181662675333,0.28258638385220664,0.50838179952104
340,Anne Arundel,3247,Anne Arundel Precinct 07-009,2512,556,69,660,451,110,3247,1,0.7736372035725285,0.17123498614105329,0.021250384970742223,0.03387742531567601,2136,0.20326455189405604,0.13889744379427163,0.6578380043116723
350,Anne Arundel,2407,Anne Arundel Precinct 07-021,2072,218,60,557,774,57,2407,1,0.8608226007478189,0.09056917324470296,0.024927295388450354,0.023680930619027835,1076,0.23140839218944745,0.3215621105110096,0.447029497299543
351,Anne Arundel,2960,Anne Arundel Precinct 07-001,2718,130,53,714,852,59,2960,1,0.9182432432432432,0.04391891891891892,0.017905405405405406,0.019932432432432434,1394,0.24121621621621622,0.28783783783783784,0.47094594594594597
595,Anne Arundel,2234,Anne Arundel Precinct 03-013,2120,24,30,406,905,60,2234,1,0.9489704565801254,0.010743061772605193,0.01342882721575649,0.02685765443151298,923,0.18173679498657117,0.40510295434198745,0.41316025067144135
596,Anne Arundel,2342,Anne Arundel Precinct 03-018,2095,112,40,480,851,95,2342,1,0.894534585824082,0.04782237403928266,0.017079419299743808,0.040563620836891544,1011,0.2049530315969257,0.3633646456020495,0.43168232280102475
