,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14D,AG14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14None,AG14D_pct,AG14R_pct,AG14None_pct
56,Anne Arundel,2236,Anne Arundel Precinct 07-025,1913,232,47,415,639,44,2236,1,0.8555456171735242,0.1037567084078712,0.02101967799642218,0.01967799642218247,1182,0.18559928443649373,0.28577817531305905,0.5286225402504472
57,Anne Arundel,1839,Anne Arundel Precinct 07-003,1501,264,33,440,427,41,1839,1,0.8162044589450789,0.14355628058727568,0.01794453507340946,0.022294725394236,972,0.2392604676454595,0.23219140837411636,0.5285481239804242
58,Anne Arundel,2418,Anne Arundel Precinct 07-010,2221,82,65,375,712,50,2418,1,0.9185277088502894,0.03391232423490488,0.026881720430107527,0.0206782464846981,1331,0.15508684863523572,0.2944582299421009,0.5504549214226634
59,Anne Arundel,2785,Anne Arundel Precinct 07-019,2513,40,144,205,430,88,2785,1,0.9023339317773789,0.01436265709156194,0.05170556552962298,0.03159784560143627,2150,0.07360861759425494,0.15439856373429084,0.7719928186714542
60,Anne Arundel,2923,Anne Arundel Precinct 07-006,2723,34,83,399,875,83,2923,1,0.9315771467670202,0.011631885049606569,0.028395484091686622,0.028395484091686622,1649,0.13650359219979474,0.2993499828942867,0.5641464249059186
340,Anne Arundel,3247,Anne Arundel Precinct 07-009,2512,556,69,381,508,110,3247,1,0.7736372035725285,0.17123498614105329,0.021250384970742223,0.03387742531567601,2358,0.11733908222975054,0.15645210963966738,0.7262088081305821
350,Anne Arundel,2407,Anne Arundel Precinct 07-021,2072,218,60,387,802,57,2407,1,0.8608226007478189,0.09056917324470296,0.024927295388450354,0.023680930619027835,1218,0.1607810552555048,0.3331948483589531,0.5060240963855421
351,Anne Arundel,2960,Anne Arundel Precinct 07-001,2718,130,53,499,902,59,2960,1,0.9182432432432432,0.04391891891891892,0.017905405405405406,0.019932432432432434,1559,0.16858108108108108,0.3047297297297297,0.5266891891891892
595,Anne Arundel,2234,Anne Arundel Precinct 03-013,2120,24,30,307,914,60,2234,1,0.9489704565801254,0.010743061772605193,0.01342882721575649,0.02685765443151298,1013,0.13742166517457474,0.40913160250671443,0.45344673231871085
596,Anne Arundel,2342,Anne Arundel Precinct 03-018,2095,112,40,320,895,95,2342,1,0.894534585824082,0.04782237403928266,0.017079419299743808,0.040563620836891544,1127,0.13663535439795046,0.3821520068317677,0.4812126387702818
597,Anne Arundel,2290,Anne Arundel Precinct 03-016,2008,137,64,286,625,81,2290,1,0.8768558951965065,0.05982532751091703,0.02794759825327511,0.03537117903930131,1379,0.12489082969432315,0.27292576419213976,0.6021834061135372
598,Anne Arundel,2081,Anne Arundel Precinct 03-001,1849,110,51,284,641,71,2081,1,0.8885151369533878,0.05285920230658337,0.0245074483421432,0.03411821239788563,1156,0.13647284959154252,0.30802498798654493,0.5555021624219125
599,Anne Arundel,3428,Anne Arundel Precinct 03-003,2995,133,166,430,845,134,3428,1,0.8736872812135356,0.03879813302217036,0.048424737456242706,0.039089848308051345,2153,0.12543757292882146,0.24649941656942823,0.6280630105017503
600,Anne Arundel,2683,Anne Arundel Precinct 03-021,2255,214,98,360,639,116,2683,1,0.8404770778978755,0.07976146105106224,0.036526276556093924,0.04323518449496832,1684,0.1341781587774879,0.238166231830041,0.6276556093924711
601,Anne Arundel,2353,Anne Arundel Precinct 03-007,2050,157,62,367,583,84,2353,1,0.8712282192945177,0.06672333191670209,0.02634934126646834,0.035699107522311944,1403,0.15597110072248194,0.2477688057798555,0.5962600934976625
602,Anne Arundel,1767,Anne Arundel Precinct 03-020,1677,30,24,241,642,36,1767,1,0.9490662139219015,0.01697792869269949,0.013582342954159592,0.02037351443123939,884,0.13638936049801925,0.3633276740237691,0.5002829654782116
603,Anne Arundel,2826,Anne Arundel Precinct 03-024,2556,115,82,379,685,73,2826,1,0.9044585987261147,0.04069355980184006,0.029016277423920735,0.025831564048124558,1762,0.13411181882519463,0.2423920736022647,0.6234961075725407
604,Anne Arundel,2071,Anne Arundel Precinct 03-019,1963,25,38,246,807,45,2071,1,0.9478512795750845,0.012071463061323033,0.01834862385321101,0.021728633510381457,1018,0.11878319652341864,0.3896668276195075,0.4915499758570739
605,Anne Arundel,1896,Anne Arundel Precinct 03-014,1804,32,30,263,538,30,1896,1,0.9514767932489452,0.016877637130801686,0.015822784810126583,0.015822784810126583,1095,0.13871308016877637,0.28375527426160335,0.5775316455696202
606,Anne Arundel,1673,Anne Arundel Precinct 03-002,1598,12,22,219,415,41,1673,1,0.9551703526598924,0.007172743574417215,0.01315002988643156,0.024506873879258817,1039,0.13090257023311416,0.24805738194859533,0.6210400478182905
607,Anne Arundel,2247,Anne Arundel Precinct 03-010,2134,42,40,304,878,31,2247,1,0.94971072541166,0.018691588785046728,0.017801513128615932,0.013796172674677348,1065,0.1352914997774811,0.3907432131731197,0.4739652870493992
608,Anne Arundel,2451,Anne Arundel Precinct 03-011,2354,11,19,349,992,67,2451,1,0.9604243166054671,0.00448796409628723,0.007751937984496124,0.02733578131374949,1110,0.142390860873113,0.4047327621379029,0.4528763769889841
609,Anne Arundel,1573,Anne Arundel Precinct 03-015,1519,15,20,235,695,19,1573,1,0.9656706929434202,0.009535918626827717,0.012714558169103624,0.012078830260648443,643,0.14939605848696758,0.4418308963763509,0.4087730451366815
610,Anne Arundel,2235,Anne Arundel Precinct 03-012,2128,35,26,316,851,46,2235,1,0.9521252796420582,0.015659955257270694,0.011633109619686801,0.02058165548098434,1068,0.1413870246085011,0.3807606263982103,0.4778523489932886
616,Anne Arundel,1837,Anne Arundel Precinct 05-014,1658,59,30,334,517,90,1837,1,0.9025585193249864,0.032117583015786606,0.01633097441480675,0.04899292324442025,986,0.18181818181818182,0.281437125748503,0.5367446924333152
617,Anne Arundel,1098,Anne Arundel Precinct 05-034,1013,36,13,232,365,36,1098,1,0.9225865209471766,0.03278688524590164,0.011839708561020037,0.03278688524590164,501,0.21129326047358835,0.3324225865209472,0.4562841530054645
618,Anne Arundel,1456,Anne Arundel Precinct 05-016,1317,46,36,242,393,57,1456,1,0.904532967032967,0.03159340659340659,0.024725274725274724,0.03914835164835165,821,0.1662087912087912,0.2699175824175824,0.5638736263736264
