,COUNTY,VAP,NAME,WVAP,GOV18PD_BJ,GOV18PD_JS,GOV18PD_KV,GOV18PD_RM,GOV18PD_RB,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV18PDNone,GOV18PD_BJ_pct,GOV18PD_JS_pct,GOV18PD_KV_pct,GOV18PD_RM_pct,GOV18PD_RB_pct,GOV18PDNone_pct
200,Charles,2592,Charles Precinct 03-001,1691,61,11,16,10,85,901,2592,1,0.652391975308642,0.34760802469135804,2409,0.02353395061728395,0.004243827160493827,0.006172839506172839,0.0038580246913580245,0.03279320987654321,0.9293981481481481
201,Charles,1606,Charles Precinct 02-001,1303,38,10,8,3,31,303,1606,1,0.811332503113325,0.18866749688667497,1516,0.023661270236612703,0.0062266500622665,0.0049813200498132005,0.0018679950186799503,0.019302615193026153,0.9439601494396015
202,Charles,3125,Charles Precinct 10-001,1544,98,7,26,15,137,1581,3125,1,0.49408,0.50592,2842,0.03136,0.00224,0.00832,0.0048,0.04384,0.90944
203,Charles,2755,Charles Precinct 07-002,1062,120,10,18,9,128,1693,2755,1,0.385480943738657,0.6145190562613431,2470,0.043557168784029036,0.003629764065335753,0.006533575317604356,0.003266787658802178,0.04646098003629764,0.896551724137931
204,Charles,3366,Charles Precinct 07-003,1393,179,11,19,11,172,1973,3366,1,0.4138443256090315,0.5861556743909685,2974,0.05317884729649436,0.0032679738562091504,0.00564468211527035,0.0032679738562091504,0.0510992275698158,0.8835412953060012
205,Charles,1655,Charles Precinct 07-001,1311,39,5,10,6,36,344,1655,1,0.7921450151057402,0.20785498489425983,1559,0.023564954682779457,0.0030211480362537764,0.006042296072507553,0.0036253776435045317,0.02175226586102719,0.9419939577039275
206,Charles,2514,Charles Precinct 07-004,947,168,12,24,9,189,1567,2514,1,0.37669053301511535,0.6233094669848847,2112,0.06682577565632458,0.00477326968973747,0.00954653937947494,0.003579952267303103,0.07517899761336516,0.8400954653937948
209,Charles,2440,Charles Precinct 01-002,1878,67,12,13,12,63,562,2440,1,0.769672131147541,0.230327868852459,2273,0.02745901639344262,0.004918032786885246,0.005327868852459016,0.004918032786885246,0.025819672131147543,0.9315573770491803
210,Charles,1733,Charles Precinct 04-002,1449,31,6,10,5,27,284,1733,1,0.8361223312175419,0.16387766878245816,1654,0.01788805539526832,0.003462204270051933,0.005770340450086555,0.0028851702250432777,0.015579919215233698,0.9544143104443162
211,Charles,2359,Charles Precinct 01-003,1637,90,7,16,4,70,722,2359,1,0.6939381093683764,0.3060618906316236,2172,0.03815175922000848,0.002967359050445104,0.006782534972445952,0.001695633743111488,0.02967359050445104,0.920729122509538
212,Charles,2485,Charles Precinct 01-004,1976,53,7,11,6,62,509,2485,1,0.7951710261569417,0.20482897384305834,2346,0.021327967806841045,0.0028169014084507044,0.004426559356136821,0.002414486921529175,0.024949698189134808,0.9440643863179075
213,Charles,3599,Charles Precinct 05-001,2920,61,20,21,9,78,679,3599,1,0.81133648235621,0.18866351764378994,3410,0.01694915254237288,0.005557099194220617,0.005834954153931648,0.0025006946373992774,0.021672686857460405,0.9474854126146152
214,Charles,2563,Charles Precinct 04-001,2230,43,11,18,4,24,333,2563,1,0.870074131876707,0.12992586812329301,2463,0.016777214202106906,0.004291845493562232,0.00702301989855638,0.0015606710885680843,0.009364026531408505,0.9609832227857978
215,Charles,2392,Charles Precinct 08-001,1757,134,15,19,10,120,635,2392,1,0.7345317725752508,0.2654682274247492,2094,0.056020066889632104,0.006270903010033445,0.00794314381270903,0.004180602006688963,0.05016722408026756,0.8754180602006689
216,Charles,2371,Charles Precinct 06-001,1797,64,11,16,5,91,574,2371,1,0.7579080556727119,0.24209194432728806,2184,0.026992830029523407,0.004639392661324336,0.006748207507380852,0.002108814846056516,0.03838043019822859,0.9211303247574862
217,Charles,3623,Charles Precinct 06-014,1425,232,10,30,11,204,2198,3623,1,0.3933204526635385,0.6066795473364615,3136,0.06403532983715153,0.002760143527463428,0.008280430582390284,0.003036157880209771,0.05630692796025393,0.8655810102125311
378,Charles,2571,Charles Precinct 09-002,1957,65,9,11,12,57,614,2571,1,0.7611824192921043,0.23881758070789577,2417,0.025281991443018282,0.003500583430571762,0.004278490859587709,0.004667444574095682,0.022170361726954493,0.940101127965772
387,Charles,2356,Charles Precinct 09-001,1447,93,8,10,5,95,909,2356,1,0.6141765704584041,0.38582342954159593,2145,0.039473684210526314,0.003395585738539898,0.004244482173174873,0.0021222410865874364,0.04032258064516129,0.9104414261460102
454,Charles,3603,Charles Precinct 06-006,1784,106,12,31,13,112,1819,3603,1,0.49514293644185403,0.504857063558146,3329,0.02941992783791285,0.0033305578684429643,0.008603941160144324,0.0036081043574798777,0.031085206772134333,0.9239522620038857
455,Charles,2547,Charles Precinct 06-018,447,212,9,36,14,219,2100,2547,1,0.17550058892815076,0.8244994110718492,2057,0.08323517864153906,0.0035335689045936395,0.014134275618374558,0.005496662740478995,0.08598351001177856,0.8076168040832352
456,Charles,2806,Charles Precinct 06-009,1003,115,6,15,13,124,1803,2806,1,0.357448325017819,0.642551674982181,2533,0.040983606557377046,0.0021382751247327157,0.005345687811831789,0.004632929436920884,0.044191019244476125,0.9027084818246615
457,Charles,2084,Charles Precinct 06-008,812,88,5,16,13,89,1272,2084,1,0.3896353166986564,0.6103646833013435,1873,0.04222648752399232,0.0023992322456813818,0.007677543186180422,0.006238003838771593,0.0427063339731286,0.8987523992322457
458,Charles,2626,Charles Precinct 06-016,1097,89,4,16,9,115,1529,2626,1,0.41774562071591775,0.5822543792840823,2393,0.033891850723533894,0.0015232292460015233,0.006092916984006093,0.003427265803503427,0.04379284082254379,0.9112718964204113
459,Charles,3458,Charles Precinct 06-015,1025,114,5,11,12,112,2433,3458,1,0.2964141122035859,0.7035858877964141,3204,0.03296703296703297,0.0014459224985540775,0.0031810294968189707,0.003470213996529786,0.032388663967611336,0.9265471370734528
460,Charles,1862,Charles Precinct 06-011,599,146,8,12,8,117,1263,1862,1,0.3216970998925886,0.6783029001074113,1571,0.07841031149301826,0.004296455424274973,0.00644468313641246,0.004296455424274973,0.06283566058002148,0.8437164339419978
461,Charles,3992,Charles Precinct 06-007,1423,105,10,12,2,100,2569,3992,1,0.3564629258517034,0.6435370741482966,3763,0.02630260521042084,0.00250501002004008,0.003006012024048096,0.000501002004008016,0.025050100200400802,0.9426352705410822
462,Charles,2617,Charles Precinct 06-005,575,210,13,22,9,169,2042,2617,1,0.21971723347344288,0.7802827665265571,2194,0.08024455483377914,0.004967520061138708,0.008406572411157814,0.003439052350019106,0.06457776079480321,0.8383645395491021
463,Charles,1743,Charles Precinct 06-017,855,69,7,9,7,75,888,1743,1,0.4905335628227194,0.5094664371772806,1576,0.039586919104991396,0.004016064257028112,0.0051635111876075735,0.004016064257028112,0.043029259896729774,0.904188181296615
464,Charles,2599,Charles Precinct 06-022,659,92,8,9,5,91,1940,2599,1,0.2535590611773759,0.7464409388226241,2394,0.035398230088495575,0.0030781069642170067,0.0034628703347441324,0.001923816852635629,0.03501346671796845,0.9211235090419392
465,Charles,1568,Charles Precinct 06-012,649,56,4,9,6,67,919,1568,1,0.4139030612244898,0.5860969387755102,1426,0.03571428571428571,0.002551020408163265,0.005739795918367347,0.003826530612244898,0.04272959183673469,0.9094387755102041
466,Charles,2347,Charles Precinct 08-004,1718,144,12,33,10,120,629,2347,1,0.731998295696634,0.268001704303366,2028,0.06135492117596932,0.0051129100979974435,0.01406050276949297,0.004260758414997869,0.05112910097997444,0.864081806561568
467,Charles,1345,Charles Precinct 08-005,1032,7,4,0,1,9,313,1345,1,0.7672862453531598,0.23271375464684016,1324,0.0052044609665427505,0.002973977695167286,0.0,0.0007434944237918215,0.006691449814126394,0.9843866171003718
