,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG18D,AG18R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG18None,AG18D_pct,AG18R_pct,AG18None_pct
200,Charles,2592,Charles Precinct 03-001,1691,785,33,430,492,83,2592,1,0.652391975308642,0.3028549382716049,0.01273148148148148,0.03202160493827161,1670,0.16589506172839505,0.18981481481481483,0.6442901234567902
201,Charles,1606,Charles Precinct 02-001,1303,240,25,225,392,38,1606,1,0.811332503113325,0.149439601494396,0.015566625155666251,0.023661270236612703,989,0.14009962640099627,0.24408468244084683,0.6158156911581569
202,Charles,3125,Charles Precinct 10-001,1544,1367,58,654,466,156,3125,1,0.49408,0.43744,0.01856,0.04992,2005,0.20928,0.14912,0.6416
203,Charles,2755,Charles Precinct 07-002,1062,1428,75,905,249,190,2755,1,0.385480943738657,0.5183303085299455,0.02722323049001815,0.06896551724137931,1601,0.32849364791288566,0.09038112522686026,0.581125226860254
204,Charles,3366,Charles Precinct 07-003,1393,1646,77,992,316,250,3366,1,0.4138443256090315,0.489007724301842,0.02287581699346405,0.07427213309566251,2058,0.2947118241235888,0.09387997623291741,0.6114081996434938
205,Charles,1655,Charles Precinct 07-001,1311,217,63,217,253,64,1655,1,0.7921450151057402,0.1311178247734139,0.038066465256797584,0.03867069486404834,1185,0.1311178247734139,0.1528700906344411,0.716012084592145
206,Charles,2514,Charles Precinct 07-004,947,1356,87,1108,243,124,2514,1,0.37669053301511535,0.5393794749403341,0.034606205250596656,0.049323786793953855,1163,0.4407319013524264,0.09665871121718377,0.4626093874303898
209,Charles,2440,Charles Precinct 01-002,1878,409,43,385,639,110,2440,1,0.769672131147541,0.16762295081967213,0.01762295081967213,0.045081967213114756,1416,0.15778688524590165,0.26188524590163936,0.580327868852459
210,Charles,1733,Charles Precinct 04-002,1449,198,27,188,521,59,1733,1,0.8361223312175419,0.1142527409117138,0.015579919215233698,0.034045008655510675,1024,0.10848240046162723,0.3006347374495095,0.5908828620888632
211,Charles,2359,Charles Precinct 01-003,1637,577,62,533,530,83,2359,1,0.6939381093683764,0.24459516744383214,0.02628232301822806,0.035184400169563375,1296,0.22594319626960577,0.22467147096227216,0.5493853327681221
212,Charles,2485,Charles Precinct 01-004,1976,352,62,344,509,95,2485,1,0.7951710261569417,0.14164989939637826,0.024949698189134808,0.03822937625754527,1632,0.13843058350100604,0.20482897384305834,0.6567404426559356
213,Charles,3599,Charles Precinct 05-001,2920,525,42,447,746,112,3599,1,0.81133648235621,0.14587385384829119,0.011669908307863295,0.031119755487635455,2406,0.12420116699083078,0.20727979994442902,0.6685190330647403
214,Charles,2563,Charles Precinct 04-001,2230,242,45,253,733,46,2563,1,0.870074131876707,0.0944206008583691,0.017557549746390948,0.01794771751853297,1577,0.09871244635193133,0.28599297698010145,0.6152945766679673
215,Charles,2392,Charles Precinct 08-001,1757,508,39,674,800,88,2392,1,0.7345317725752508,0.21237458193979933,0.016304347826086956,0.03678929765886288,918,0.2817725752508361,0.33444816053511706,0.38377926421404684
216,Charles,2371,Charles Precinct 06-001,1797,407,51,435,488,116,2371,1,0.7579080556727119,0.17165752846900043,0.021509911429776464,0.04892450442851118,1448,0.18346689160691693,0.20582032897511598,0.6107127794179671
217,Charles,3623,Charles Precinct 06-014,1425,1808,137,1236,361,253,3623,1,0.3933204526635385,0.4990339497653878,0.03781396632624896,0.06983163124482474,2026,0.34115373999447973,0.09964118134142975,0.5592050786640905
378,Charles,2571,Charles Precinct 09-002,1957,462,47,445,640,105,2571,1,0.7611824192921043,0.17969661610268378,0.018280824581874758,0.040840140023337225,1486,0.17308440295604824,0.24893037728510306,0.5779852197588486
387,Charles,2356,Charles Precinct 09-001,1447,758,38,577,466,113,2356,1,0.6141765704584041,0.32173174872665533,0.016129032258064516,0.04796264855687606,1313,0.24490662139219016,0.19779286926994907,0.5573005093378608
454,Charles,3603,Charles Precinct 06-006,1784,1375,224,891,375,220,3603,1,0.49514293644185403,0.38162642242575634,0.062170413544268666,0.06106022758812101,2337,0.2472939217318901,0.10407993338884262,0.6486261448792673
455,Charles,2547,Charles Precinct 06-018,447,1703,133,1298,112,264,2547,1,0.17550058892815076,0.6686297605025521,0.05221829603455045,0.10365135453474676,1137,0.5096191597958383,0.04397330192383196,0.4464075382803298
456,Charles,2806,Charles Precinct 06-009,1003,1540,130,806,126,133,2806,1,0.357448325017819,0.5488239486813971,0.04632929436920884,0.0473984319315752,1874,0.2872416250890948,0.04490377761938703,0.6678545972915182
457,Charles,2084,Charles Precinct 06-008,812,1024,129,625,138,119,2084,1,0.3896353166986564,0.491362763915547,0.06190019193857965,0.05710172744721689,1321,0.29990403071017274,0.06621880998080615,0.6338771593090211
458,Charles,2626,Charles Precinct 06-016,1097,1162,173,562,170,194,2626,1,0.41774562071591775,0.4424980959634425,0.06587966488956588,0.07387661843107388,1894,0.214013709063214,0.06473724295506474,0.7212490479817213
459,Charles,3458,Charles Precinct 06-015,1025,1939,211,820,114,283,3458,1,0.2964141122035859,0.5607287449392713,0.06101792943898207,0.08183921341816079,2524,0.2371312897628687,0.03296703296703297,0.7299016772700984
460,Charles,1862,Charles Precinct 06-011,599,994,68,755,163,201,1862,1,0.3216970998925886,0.5338345864661654,0.036519871106337275,0.1079484425349087,944,0.4054779806659506,0.08754027926960257,0.5069817400644469
461,Charles,3992,Charles Precinct 06-007,1423,2073,239,891,179,257,3992,1,0.3564629258517034,0.5192885771543087,0.05986973947895791,0.06437875751503006,2922,0.22319639278557113,0.04483967935871744,0.7319639278557114
462,Charles,2617,Charles Precinct 06-005,575,1689,135,1328,129,218,2617,1,0.21971723347344288,0.6453954910202522,0.051585785250286585,0.08330149025601834,1160,0.507451280091708,0.049293083683607186,0.4432556362246848
463,Charles,1743,Charles Precinct 06-017,855,725,64,509,157,99,1743,1,0.4905335628227194,0.4159495123350545,0.03671830177854274,0.05679862306368331,1077,0.29202524383247275,0.09007458405048767,0.6179001721170396
464,Charles,2599,Charles Precinct 06-022,659,1546,211,788,102,183,2599,1,0.2535590611773759,0.5948441708349365,0.08118507118122355,0.07041169680646403,1709,0.30319353597537513,0.039245863793766836,0.657560600230858
465,Charles,1568,Charles Precinct 06-012,649,712,110,496,108,97,1568,1,0.4139030612244898,0.45408163265306123,0.07015306122448979,0.06186224489795918,964,0.3163265306122449,0.06887755102040816,0.6147959183673469
466,Charles,2347,Charles Precinct 08-004,1718,432,78,1003,459,119,2347,1,0.731998295696634,0.18406476352790796,0.033233915636983385,0.05070302513847465,885,0.4273540690242863,0.19556881124840222,0.37707711972731145
467,Charles,1345,Charles Precinct 08-005,1032,252,23,80,110,38,1345,1,0.7672862453531598,0.18736059479553904,0.017100371747211896,0.02825278810408922,1155,0.05947955390334572,0.08178438661710037,0.8587360594795539
468,Charles,2167,Charles Precinct 08-003,1317,664,85,536,248,101,2167,1,0.6077526534379326,0.30641439778495616,0.03922473465620674,0.046608214120904476,1383,0.24734656206737424,0.11444393170281496,0.6382095062298108
469,Charles,2164,Charles Precinct 08-002,1349,637,71,573,378,107,2164,1,0.6233826247689463,0.294362292051756,0.032809611829944546,0.04944547134935305,1213,0.2647874306839187,0.17467652495378927,0.5605360443622921
720,Charles,3857,Charles Precinct 01-001,2541,1001,121,596,430,194,3857,1,0.6588021778584392,0.2595281306715064,0.031371532278973296,0.05029815919108115,2831,0.1545242416385792,0.11148561057816957,0.7339901477832512
721,Charles,3570,Charles Precinct 06-002,2072,1190,126,954,474,182,3570,1,0.5803921568627451,0.3333333333333333,0.03529411764705882,0.050980392156862744,2142,0.2672268907563025,0.13277310924369748,0.6
722,Charles,1581,Charles Precinct 06-003,476,903,56,932,148,146,1581,1,0.3010752688172043,0.571157495256167,0.03542061986084757,0.09234661606578115,501,0.5895003162555345,0.09361163820366857,0.31688804554079697
723,Charles,1855,Charles Precinct 06-019,983,623,81,825,259,168,1855,1,0.5299191374663073,0.33584905660377357,0.04366576819407008,0.09056603773584905,771,0.444743935309973,0.13962264150943396,0.415633423180593
724,Charles,2458,Charles Precinct 06-004,796,1368,116,1181,180,178,2458,1,0.32384052074857606,0.5565500406834825,0.047192839707078924,0.07241659886086249,1097,0.4804719283970708,0.07323026851098453,0.44629780309194467
725,Charles,1494,Charles Precinct 06-020,801,526,71,416,158,96,1494,1,0.536144578313253,0.35207496653279785,0.04752342704149933,0.0642570281124498,920,0.2784471218206158,0.10575635876840696,0.6157965194109772
726,Charles,1968,Charles Precinct 06-010,596,1107,94,1303,182,171,1968,1,0.30284552845528456,0.5625,0.047764227642276426,0.08689024390243902,483,0.6620934959349594,0.09247967479674797,0.24542682926829268
727,Charles,1478,Charles Precinct 06-021,501,788,72,488,143,117,1478,1,0.33897158322056836,0.5331529093369418,0.04871447902571042,0.07916102841677942,847,0.3301759133964817,0.09675236806495263,0.5730717185385656
