,COUNTY,VAP,NAME,WVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
200,Charles,2592,Charles Precinct 03-001,1691,70,63,98,901,2592,1,0.652391975308642,0.34760802469135804,2361,0.02700617283950617,0.024305555555555556,0.03780864197530864,0.9108796296296297
201,Charles,1606,Charles Precinct 02-001,1303,51,27,60,303,1606,1,0.811332503113325,0.18866749688667497,1468,0.031755915317559155,0.016811955168119553,0.037359900373599,0.9140722291407223
202,Charles,3125,Charles Precinct 10-001,1544,87,96,136,1581,3125,1,0.49408,0.50592,2806,0.02784,0.03072,0.04352,0.89792
203,Charles,2755,Charles Precinct 07-002,1062,92,99,84,1693,2755,1,0.385480943738657,0.6145190562613431,2480,0.033393829401088926,0.035934664246823955,0.030490018148820328,0.9001814882032668
204,Charles,3366,Charles Precinct 07-003,1393,112,135,159,1973,3366,1,0.4138443256090315,0.5861556743909685,2960,0.033273915626856804,0.040106951871657755,0.04723707664884135,0.8793820558526441
205,Charles,1655,Charles Precinct 07-001,1311,40,33,52,344,1655,1,0.7921450151057402,0.20785498489425983,1530,0.02416918429003021,0.019939577039274924,0.03141993957703928,0.9244712990936556
206,Charles,2514,Charles Precinct 07-004,947,65,107,89,1567,2514,1,0.37669053301511535,0.6233094669848847,2253,0.025855210819411296,0.042561654733492445,0.03540175019888624,0.89618138424821
209,Charles,2440,Charles Precinct 01-002,1878,83,53,100,562,2440,1,0.769672131147541,0.230327868852459,2204,0.03401639344262295,0.021721311475409837,0.040983606557377046,0.9032786885245901
210,Charles,1733,Charles Precinct 04-002,1449,39,16,61,284,1733,1,0.8361223312175419,0.16387766878245816,1617,0.022504327755337564,0.009232544720138488,0.03519907674552799,0.933064050778996
211,Charles,2359,Charles Precinct 01-003,1637,87,43,92,722,2359,1,0.6939381093683764,0.3060618906316236,2137,0.03688003391267486,0.018228062738448497,0.03899957609156422,0.9058923272573124
212,Charles,2485,Charles Precinct 01-004,1976,88,38,105,509,2485,1,0.7951710261569417,0.20482897384305834,2254,0.035412474849094565,0.015291750503018108,0.04225352112676056,0.9070422535211268
213,Charles,3599,Charles Precinct 05-001,2920,116,69,160,679,3599,1,0.81133648235621,0.18866351764378994,3254,0.03223117532647958,0.019171992220061128,0.04445679355376494,0.9041400388996944
214,Charles,2563,Charles Precinct 04-001,2230,76,23,103,333,2563,1,0.870074131876707,0.12992586812329301,2361,0.0296527506827936,0.008973858759266484,0.04018728053062817,0.9211861100273118
215,Charles,2392,Charles Precinct 08-001,1757,113,71,146,635,2392,1,0.7345317725752508,0.2654682274247492,2062,0.04724080267558529,0.02968227424749164,0.061036789297658864,0.8620401337792643
216,Charles,2371,Charles Precinct 06-001,1797,87,46,109,574,2371,1,0.7579080556727119,0.24209194432728806,2129,0.036693378321383384,0.01940109658371995,0.04597216364403205,0.8979333614508647
217,Charles,3623,Charles Precinct 06-014,1425,140,159,160,2198,3623,1,0.3933204526635385,0.6066795473364615,3164,0.038642009384487995,0.043886282086668504,0.04416229643941485,0.8733094120894287
378,Charles,2571,Charles Precinct 09-002,1957,77,44,88,614,2571,1,0.7611824192921043,0.23881758070789577,2362,0.029949436017113962,0.017113963438350838,0.034227926876701675,0.9187086736678335
387,Charles,2356,Charles Precinct 09-001,1447,84,65,97,909,2356,1,0.6141765704584041,0.38582342954159593,2110,0.035653650254668934,0.027589134125636672,0.041171477079796265,0.8955857385398981
454,Charles,3603,Charles Precinct 06-006,1784,103,101,133,1819,3603,1,0.49514293644185403,0.504857063558146,3266,0.02858728837080211,0.028032195392728283,0.03691368304190952,0.9064668331945601
455,Charles,2547,Charles Precinct 06-018,447,59,206,81,2100,2547,1,0.17550058892815076,0.8244994110718492,2201,0.023164507263447192,0.08087946603847664,0.03180212014134275,0.8641539065567334
456,Charles,2806,Charles Precinct 06-009,1003,89,97,76,1803,2806,1,0.357448325017819,0.642551674982181,2544,0.03171774768353528,0.0345687811831789,0.0270848182466144,0.9066286528866714
457,Charles,2084,Charles Precinct 06-008,812,47,84,77,1272,2084,1,0.3896353166986564,0.6103646833013435,1876,0.022552783109404992,0.04030710172744722,0.03694817658349328,0.9001919385796545
458,Charles,2626,Charles Precinct 06-016,1097,42,85,68,1529,2626,1,0.41774562071591775,0.5822543792840823,2431,0.015993907083015995,0.03236862147753237,0.025894897182025894,0.9257425742574258
459,Charles,3458,Charles Precinct 06-015,1025,42,116,93,2433,3458,1,0.2964141122035859,0.7035858877964141,3207,0.012145748987854251,0.0335454019664546,0.02689415847310584,0.9274146905725853
460,Charles,1862,Charles Precinct 06-011,599,76,101,88,1263,1862,1,0.3216970998925886,0.6783029001074113,1597,0.04081632653061224,0.054242749731471536,0.047261009667024706,0.8576799140708915
461,Charles,3992,Charles Precinct 06-007,1423,82,120,83,2569,3992,1,0.3564629258517034,0.6435370741482966,3707,0.020541082164328657,0.03006012024048096,0.020791583166332665,0.9286072144288577
462,Charles,2617,Charles Precinct 06-005,575,95,145,99,2042,2617,1,0.21971723347344288,0.7802827665265571,2278,0.036301108139090564,0.0554069545280856,0.03782957585021016,0.8704623614826137
463,Charles,1743,Charles Precinct 06-017,855,37,41,46,888,1743,1,0.4905335628227194,0.5094664371772806,1619,0.021227768215720023,0.023522662076878944,0.026391279403327597,0.9288582903040734
464,Charles,2599,Charles Precinct 06-022,659,57,79,59,1940,2599,1,0.2535590611773759,0.7464409388226241,2404,0.02193151212004617,0.03039630627164294,0.022701038861100423,0.9249711427472105
465,Charles,1568,Charles Precinct 06-012,649,59,42,54,919,1568,1,0.4139030612244898,0.5860969387755102,1413,0.03762755102040816,0.026785714285714284,0.03443877551020408,0.9011479591836735
466,Charles,2347,Charles Precinct 08-004,1718,102,68,124,629,2347,1,0.731998295696634,0.268001704303366,2053,0.04345973583297827,0.028973157221985513,0.052833404345973584,0.8747337025990626
