,COUNTY,VAP,NAME,WVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
200,Charles,2592,Charles Precinct 03-001,1691,141,66,51,901,2592,1,0.652391975308642,0.34760802469135804,2334,0.05439814814814815,0.02546296296296296,0.019675925925925927,0.9004629629629629
201,Charles,1606,Charles Precinct 02-001,1303,82,52,15,303,1606,1,0.811332503113325,0.18866749688667497,1457,0.05105853051058531,0.0323785803237858,0.00933997509339975,0.9072229140722291
202,Charles,3125,Charles Precinct 10-001,1544,211,77,39,1581,3125,1,0.49408,0.50592,2798,0.06752,0.02464,0.01248,0.89536
203,Charles,2755,Charles Precinct 07-002,1062,219,47,26,1693,2755,1,0.385480943738657,0.6145190562613431,2463,0.079491833030853,0.01705989110707804,0.009437386569872959,0.894010889292196
204,Charles,3366,Charles Precinct 07-003,1393,306,88,37,1973,3366,1,0.4138443256090315,0.5861556743909685,2935,0.09090909090909091,0.026143790849673203,0.010992275698158051,0.8719548425430779
205,Charles,1655,Charles Precinct 07-001,1311,57,50,18,344,1655,1,0.7921450151057402,0.20785498489425983,1530,0.03444108761329305,0.030211480362537766,0.010876132930513595,0.9244712990936556
206,Charles,2514,Charles Precinct 07-004,947,202,53,23,1567,2514,1,0.37669053301511535,0.6233094669848847,2236,0.08035003977724742,0.021081941129673827,0.009148766905330152,0.8894192521877486
209,Charles,2440,Charles Precinct 01-002,1878,105,122,23,562,2440,1,0.769672131147541,0.230327868852459,2190,0.0430327868852459,0.05,0.009426229508196722,0.8975409836065574
210,Charles,1733,Charles Precinct 04-002,1449,48,74,11,284,1733,1,0.8361223312175419,0.16387766878245816,1600,0.027697634160415464,0.04270051933064051,0.006347374495095211,0.9232544720138488
211,Charles,2359,Charles Precinct 01-003,1637,124,76,31,722,2359,1,0.6939381093683764,0.3060618906316236,2128,0.05256464603645612,0.03221704111911827,0.01314116150911403,0.9020771513353115
212,Charles,2485,Charles Precinct 01-004,1976,125,85,25,509,2485,1,0.7951710261569417,0.20482897384305834,2250,0.05030181086519115,0.03420523138832998,0.01006036217303823,0.9054325955734407
213,Charles,3599,Charles Precinct 05-001,2920,160,157,48,679,3599,1,0.81133648235621,0.18866351764378994,3234,0.04445679355376494,0.04362322867463184,0.013337038066129481,0.8985829397054738
214,Charles,2563,Charles Precinct 04-001,2230,66,125,18,333,2563,1,0.870074131876707,0.12992586812329301,2354,0.02575107296137339,0.048770971517752636,0.00702301989855638,0.9184549356223176
215,Charles,2392,Charles Precinct 08-001,1757,179,123,35,635,2392,1,0.7345317725752508,0.2654682274247492,2055,0.07483277591973245,0.05142140468227425,0.014632107023411372,0.8591137123745819
216,Charles,2371,Charles Precinct 06-001,1797,131,88,23,574,2371,1,0.7579080556727119,0.24209194432728806,2129,0.05525094896668072,0.037115141290594685,0.009700548291859975,0.8979333614508647
217,Charles,3623,Charles Precinct 06-014,1425,356,74,37,2198,3623,1,0.3933204526635385,0.6066795473364615,3156,0.09826110957769804,0.020425062103229367,0.010212531051614683,0.8711012972674579
378,Charles,2571,Charles Precinct 09-002,1957,120,85,23,614,2571,1,0.7611824192921043,0.23881758070789577,2343,0.046674445740956826,0.033061065733177755,0.008945935433683392,0.911318553092182
387,Charles,2356,Charles Precinct 09-001,1447,179,58,26,909,2356,1,0.6141765704584041,0.38582342954159593,2093,0.07597623089983022,0.02461799660441426,0.011035653650254669,0.8883701188455009
454,Charles,3603,Charles Precinct 06-006,1784,235,86,23,1819,3603,1,0.49514293644185403,0.504857063558146,3259,0.06522342492367472,0.023868998057174576,0.006383569247849014,0.9045240077713017
455,Charles,2547,Charles Precinct 06-018,447,306,24,16,2100,2547,1,0.17550058892815076,0.8244994110718492,2201,0.12014134275618374,0.009422850412249705,0.006281900274833137,0.8641539065567334
456,Charles,2806,Charles Precinct 06-009,1003,210,36,20,1803,2806,1,0.357448325017819,0.642551674982181,2540,0.07483962936564505,0.012829650748396294,0.007127583749109052,0.9052031361368497
457,Charles,2084,Charles Precinct 06-008,812,164,31,17,1272,2084,1,0.3896353166986564,0.6103646833013435,1872,0.07869481765834933,0.014875239923224568,0.008157389635316698,0.8982725527831094
458,Charles,2626,Charles Precinct 06-016,1097,155,28,16,1529,2626,1,0.41774562071591775,0.5822543792840823,2427,0.059025133282559025,0.010662604722010662,0.006092916984006093,0.9242193450114242
459,Charles,3458,Charles Precinct 06-015,1025,196,38,28,2433,3458,1,0.2964141122035859,0.7035858877964141,3196,0.05668016194331984,0.01098901098901099,0.008097165991902834,0.9242336610757663
460,Charles,1862,Charles Precinct 06-011,599,196,42,29,1263,1862,1,0.3216970998925886,0.6783029001074113,1595,0.10526315789473684,0.022556390977443608,0.015574650912996778,0.8566058002148228
461,Charles,3992,Charles Precinct 06-007,1423,218,49,26,2569,3992,1,0.3564629258517034,0.6435370741482966,3699,0.05460921843687375,0.012274549098196393,0.006513026052104208,0.9266032064128257
462,Charles,2617,Charles Precinct 06-005,575,290,39,17,2042,2617,1,0.21971723347344288,0.7802827665265571,2271,0.1108139090561712,0.014902560183416125,0.006495987772258311,0.8677875429881544
463,Charles,1743,Charles Precinct 06-017,855,92,24,11,888,1743,1,0.4905335628227194,0.5094664371772806,1616,0.052782558806655194,0.013769363166953529,0.006310958118187034,0.9271371199082042
464,Charles,2599,Charles Precinct 06-022,659,162,24,15,1940,2599,1,0.2535590611773759,0.7464409388226241,2398,0.06233166602539438,0.00923432089265102,0.005771450557906887,0.9226625625240477
465,Charles,1568,Charles Precinct 06-012,649,113,24,21,919,1568,1,0.4139030612244898,0.5860969387755102,1410,0.07206632653061225,0.015306122448979591,0.013392857142857142,0.8992346938775511
466,Charles,2347,Charles Precinct 08-004,1718,144,119,34,629,2347,1,0.731998295696634,0.268001704303366,2050,0.06135492117596932,0.05070302513847465,0.014486578610992756,0.8734554750745632
467,Charles,1345,Charles Precinct 08-005,1032,15,18,7,313,1345,1,0.7672862453531598,0.23271375464684016,1305,0.011152416356877323,0.013382899628252789,0.0052044609665427505,0.9702602230483272
468,Charles,2167,Charles Precinct 08-003,1317,140,68,18,850,2167,1,0.6077526534379326,0.3922473465620674,1941,0.06460544531610521,0.03137978772496539,0.008306414397784956,0.8957083525611444
469,Charles,2164,Charles Precinct 08-002,1349,176,54,34,815,2164,1,0.6233826247689463,0.3766173752310536,1900,0.08133086876155268,0.024953789279112754,0.015711645101663587,0.878003696857671
720,Charles,3857,Charles Precinct 01-001,2541,193,105,26,1316,3857,1,0.6588021778584392,0.3411978221415608,3533,0.05003889032927145,0.02722323049001815,0.006740990407052113,0.9159968887736583
721,Charles,3570,Charles Precinct 06-002,2072,242,124,43,1498,3570,1,0.5803921568627451,0.4196078431372549,3161,0.06778711484593837,0.03473389355742297,0.012044817927170869,0.8854341736694678
722,Charles,1581,Charles Precinct 06-003,476,188,34,19,1105,1581,1,0.3010752688172043,0.6989247311827957,1340,0.11891208096141682,0.021505376344086023,0.012017710309930424,0.8475648323845667
723,Charles,1855,Charles Precinct 06-019,983,171,45,34,872,1855,1,0.5299191374663073,0.47008086253369274,1605,0.09218328840970351,0.02425876010781671,0.018328840970350403,0.8652291105121294
724,Charles,2458,Charles Precinct 06-004,796,296,43,30,1662,2458,1,0.32384052074857606,0.676159479251424,2089,0.12042310821806347,0.017493897477624084,0.012205044751830757,0.8498779495524816
725,Charles,1494,Charles Precinct 06-020,801,95,25,14,693,1494,1,0.536144578313253,0.463855421686747,1360,0.06358768406961178,0.01673360107095047,0.009370816599732263,0.9103078982597055
726,Charles,1968,Charles Precinct 06-010,596,353,61,26,1372,1968,1,0.30284552845528456,0.6971544715447154,1528,0.179369918699187,0.030995934959349592,0.013211382113821139,0.7764227642276422
727,Charles,1478,Charles Precinct 06-021,501,186,24,16,977,1478,1,0.33897158322056836,0.6610284167794317,1252,0.12584573748308525,0.016238159675236806,0.010825439783491205,0.8470906630581867
728,Charles,3773,Charles Precinct 06-013,1407,290,66,36,2366,3773,1,0.37291280148423006,0.62708719851577,3381,0.07686191359660748,0.01749271137026239,0.00954147892923403,0.8961038961038961
