,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV18PD_BJ,GOV18PD_JS,GOV18PD_KV,GOV18PD_RM,GOV18PD_RB,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV18PDNone,GOV18PD_BJ_pct,GOV18PD_JS_pct,GOV18PD_KV_pct,GOV18PD_RM_pct,GOV18PD_RB_pct,GOV18PDNone_pct
200,Charles,2592,Charles Precinct 03-001,1691,785,33,61,11,16,10,85,83,2592,1,0.652391975308642,0.3028549382716049,0.01273148148148148,0.03202160493827161,2409,0.02353395061728395,0.004243827160493827,0.006172839506172839,0.0038580246913580245,0.03279320987654321,0.9293981481481481
201,Charles,1606,Charles Precinct 02-001,1303,240,25,38,10,8,3,31,38,1606,1,0.811332503113325,0.149439601494396,0.015566625155666251,0.023661270236612703,1516,0.023661270236612703,0.0062266500622665,0.0049813200498132005,0.0018679950186799503,0.019302615193026153,0.9439601494396015
202,Charles,3125,Charles Precinct 10-001,1544,1367,58,98,7,26,15,137,156,3125,1,0.49408,0.43744,0.01856,0.04992,2842,0.03136,0.00224,0.00832,0.0048,0.04384,0.90944
203,Charles,2755,Charles Precinct 07-002,1062,1428,75,120,10,18,9,128,190,2755,1,0.385480943738657,0.5183303085299455,0.02722323049001815,0.06896551724137931,2470,0.043557168784029036,0.003629764065335753,0.006533575317604356,0.003266787658802178,0.04646098003629764,0.896551724137931
204,Charles,3366,Charles Precinct 07-003,1393,1646,77,179,11,19,11,172,250,3366,1,0.4138443256090315,0.489007724301842,0.02287581699346405,0.07427213309566251,2974,0.05317884729649436,0.0032679738562091504,0.00564468211527035,0.0032679738562091504,0.0510992275698158,0.8835412953060012
205,Charles,1655,Charles Precinct 07-001,1311,217,63,39,5,10,6,36,64,1655,1,0.7921450151057402,0.1311178247734139,0.038066465256797584,0.03867069486404834,1559,0.023564954682779457,0.0030211480362537764,0.006042296072507553,0.0036253776435045317,0.02175226586102719,0.9419939577039275
206,Charles,2514,Charles Precinct 07-004,947,1356,87,168,12,24,9,189,124,2514,1,0.37669053301511535,0.5393794749403341,0.034606205250596656,0.049323786793953855,2112,0.06682577565632458,0.00477326968973747,0.00954653937947494,0.003579952267303103,0.07517899761336516,0.8400954653937948
209,Charles,2440,Charles Precinct 01-002,1878,409,43,67,12,13,12,63,110,2440,1,0.769672131147541,0.16762295081967213,0.01762295081967213,0.045081967213114756,2273,0.02745901639344262,0.004918032786885246,0.005327868852459016,0.004918032786885246,0.025819672131147543,0.9315573770491803
210,Charles,1733,Charles Precinct 04-002,1449,198,27,31,6,10,5,27,59,1733,1,0.8361223312175419,0.1142527409117138,0.015579919215233698,0.034045008655510675,1654,0.01788805539526832,0.003462204270051933,0.005770340450086555,0.0028851702250432777,0.015579919215233698,0.9544143104443162
211,Charles,2359,Charles Precinct 01-003,1637,577,62,90,7,16,4,70,83,2359,1,0.6939381093683764,0.24459516744383214,0.02628232301822806,0.035184400169563375,2172,0.03815175922000848,0.002967359050445104,0.006782534972445952,0.001695633743111488,0.02967359050445104,0.920729122509538
212,Charles,2485,Charles Precinct 01-004,1976,352,62,53,7,11,6,62,95,2485,1,0.7951710261569417,0.14164989939637826,0.024949698189134808,0.03822937625754527,2346,0.021327967806841045,0.0028169014084507044,0.004426559356136821,0.002414486921529175,0.024949698189134808,0.9440643863179075
213,Charles,3599,Charles Precinct 05-001,2920,525,42,61,20,21,9,78,112,3599,1,0.81133648235621,0.14587385384829119,0.011669908307863295,0.031119755487635455,3410,0.01694915254237288,0.005557099194220617,0.005834954153931648,0.0025006946373992774,0.021672686857460405,0.9474854126146152
214,Charles,2563,Charles Precinct 04-001,2230,242,45,43,11,18,4,24,46,2563,1,0.870074131876707,0.0944206008583691,0.017557549746390948,0.01794771751853297,2463,0.016777214202106906,0.004291845493562232,0.00702301989855638,0.0015606710885680843,0.009364026531408505,0.9609832227857978
215,Charles,2392,Charles Precinct 08-001,1757,508,39,134,15,19,10,120,88,2392,1,0.7345317725752508,0.21237458193979933,0.016304347826086956,0.03678929765886288,2094,0.056020066889632104,0.006270903010033445,0.00794314381270903,0.004180602006688963,0.05016722408026756,0.8754180602006689
216,Charles,2371,Charles Precinct 06-001,1797,407,51,64,11,16,5,91,116,2371,1,0.7579080556727119,0.17165752846900043,0.021509911429776464,0.04892450442851118,2184,0.026992830029523407,0.004639392661324336,0.006748207507380852,0.002108814846056516,0.03838043019822859,0.9211303247574862
217,Charles,3623,Charles Precinct 06-014,1425,1808,137,232,10,30,11,204,253,3623,1,0.3933204526635385,0.4990339497653878,0.03781396632624896,0.06983163124482474,3136,0.06403532983715153,0.002760143527463428,0.008280430582390284,0.003036157880209771,0.05630692796025393,0.8655810102125311
378,Charles,2571,Charles Precinct 09-002,1957,462,47,65,9,11,12,57,105,2571,1,0.7611824192921043,0.17969661610268378,0.018280824581874758,0.040840140023337225,2417,0.025281991443018282,0.003500583430571762,0.004278490859587709,0.004667444574095682,0.022170361726954493,0.940101127965772
387,Charles,2356,Charles Precinct 09-001,1447,758,38,93,8,10,5,95,113,2356,1,0.6141765704584041,0.32173174872665533,0.016129032258064516,0.04796264855687606,2145,0.039473684210526314,0.003395585738539898,0.004244482173174873,0.0021222410865874364,0.04032258064516129,0.9104414261460102
454,Charles,3603,Charles Precinct 06-006,1784,1375,224,106,12,31,13,112,220,3603,1,0.49514293644185403,0.38162642242575634,0.062170413544268666,0.06106022758812101,3329,0.02941992783791285,0.0033305578684429643,0.008603941160144324,0.0036081043574798777,0.031085206772134333,0.9239522620038857
455,Charles,2547,Charles Precinct 06-018,447,1703,133,212,9,36,14,219,264,2547,1,0.17550058892815076,0.6686297605025521,0.05221829603455045,0.10365135453474676,2057,0.08323517864153906,0.0035335689045936395,0.014134275618374558,0.005496662740478995,0.08598351001177856,0.8076168040832352
456,Charles,2806,Charles Precinct 06-009,1003,1540,130,115,6,15,13,124,133,2806,1,0.357448325017819,0.5488239486813971,0.04632929436920884,0.0473984319315752,2533,0.040983606557377046,0.0021382751247327157,0.005345687811831789,0.004632929436920884,0.044191019244476125,0.9027084818246615
457,Charles,2084,Charles Precinct 06-008,812,1024,129,88,5,16,13,89,119,2084,1,0.3896353166986564,0.491362763915547,0.06190019193857965,0.05710172744721689,1873,0.04222648752399232,0.0023992322456813818,0.007677543186180422,0.006238003838771593,0.0427063339731286,0.8987523992322457
458,Charles,2626,Charles Precinct 06-016,1097,1162,173,89,4,16,9,115,194,2626,1,0.41774562071591775,0.4424980959634425,0.06587966488956588,0.07387661843107388,2393,0.033891850723533894,0.0015232292460015233,0.006092916984006093,0.003427265803503427,0.04379284082254379,0.9112718964204113
459,Charles,3458,Charles Precinct 06-015,1025,1939,211,114,5,11,12,112,283,3458,1,0.2964141122035859,0.5607287449392713,0.06101792943898207,0.08183921341816079,3204,0.03296703296703297,0.0014459224985540775,0.0031810294968189707,0.003470213996529786,0.032388663967611336,0.9265471370734528
460,Charles,1862,Charles Precinct 06-011,599,994,68,146,8,12,8,117,201,1862,1,0.3216970998925886,0.5338345864661654,0.036519871106337275,0.1079484425349087,1571,0.07841031149301826,0.004296455424274973,0.00644468313641246,0.004296455424274973,0.06283566058002148,0.8437164339419978
461,Charles,3992,Charles Precinct 06-007,1423,2073,239,105,10,12,2,100,257,3992,1,0.3564629258517034,0.5192885771543087,0.05986973947895791,0.06437875751503006,3763,0.02630260521042084,0.00250501002004008,0.003006012024048096,0.000501002004008016,0.025050100200400802,0.9426352705410822
462,Charles,2617,Charles Precinct 06-005,575,1689,135,210,13,22,9,169,218,2617,1,0.21971723347344288,0.6453954910202522,0.051585785250286585,0.08330149025601834,2194,0.08024455483377914,0.004967520061138708,0.008406572411157814,0.003439052350019106,0.06457776079480321,0.8383645395491021
463,Charles,1743,Charles Precinct 06-017,855,725,64,69,7,9,7,75,99,1743,1,0.4905335628227194,0.4159495123350545,0.03671830177854274,0.05679862306368331,1576,0.039586919104991396,0.004016064257028112,0.0051635111876075735,0.004016064257028112,0.043029259896729774,0.904188181296615
464,Charles,2599,Charles Precinct 06-022,659,1546,211,92,8,9,5,91,183,2599,1,0.2535590611773759,0.5948441708349365,0.08118507118122355,0.07041169680646403,2394,0.035398230088495575,0.0030781069642170067,0.0034628703347441324,0.001923816852635629,0.03501346671796845,0.9211235090419392
465,Charles,1568,Charles Precinct 06-012,649,712,110,56,4,9,6,67,97,1568,1,0.4139030612244898,0.45408163265306123,0.07015306122448979,0.06186224489795918,1426,0.03571428571428571,0.002551020408163265,0.005739795918367347,0.003826530612244898,0.04272959183673469,0.9094387755102041
466,Charles,2347,Charles Precinct 08-004,1718,432,78,144,12,33,10,120,119,2347,1,0.731998295696634,0.18406476352790796,0.033233915636983385,0.05070302513847465,2028,0.06135492117596932,0.0051129100979974435,0.01406050276949297,0.004260758414997869,0.05112910097997444,0.864081806561568
467,Charles,1345,Charles Precinct 08-005,1032,252,23,7,4,0,1,9,38,1345,1,0.7672862453531598,0.18736059479553904,0.017100371747211896,0.02825278810408922,1324,0.0052044609665427505,0.002973977695167286,0.0,0.0007434944237918215,0.006691449814126394,0.9843866171003718
468,Charles,2167,Charles Precinct 08-003,1317,664,85,67,6,10,5,77,101,2167,1,0.6077526534379326,0.30641439778495616,0.03922473465620674,0.046608214120904476,2002,0.03091832025842178,0.0027688047992616522,0.0046146746654360865,0.0023073373327180432,0.03553299492385787,0.9238578680203046
469,Charles,2164,Charles Precinct 08-002,1349,637,71,105,7,10,8,92,107,2164,1,0.6233826247689463,0.294362292051756,0.032809611829944546,0.04944547134935305,1942,0.04852125693160813,0.003234750462107209,0.0046210720887245845,0.0036968576709796672,0.04251386321626617,0.8974121996303143
720,Charles,3857,Charles Precinct 01-001,2541,1001,121,108,14,24,8,100,194,3857,1,0.6588021778584392,0.2595281306715064,0.031371532278973296,0.05029815919108115,3603,0.028001037075447238,0.003629764065335753,0.00622245268343272,0.002074150894477573,0.025926886180969666,0.934145709100337
721,Charles,3570,Charles Precinct 06-002,2072,1190,126,183,17,21,8,174,182,3570,1,0.5803921568627451,0.3333333333333333,0.03529411764705882,0.050980392156862744,3167,0.05126050420168067,0.004761904761904762,0.0058823529411764705,0.002240896358543417,0.04873949579831933,0.8871148459383753
