,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
200,Charles,2592,Charles Precinct 03-001,1691,785,33,59,27,83,2592,1,0.652391975308642,0.3028549382716049,0.01273148148148148,0.03202160493827161,2506,0.022762345679012346,0.010416666666666666,0.966820987654321
201,Charles,1606,Charles Precinct 02-001,1303,240,25,45,10,38,1606,1,0.811332503113325,0.149439601494396,0.015566625155666251,0.023661270236612703,1551,0.028019925280199254,0.0062266500622665,0.9657534246575342
202,Charles,3125,Charles Precinct 10-001,1544,1367,58,146,66,156,3125,1,0.49408,0.43744,0.01856,0.04992,2913,0.04672,0.02112,0.93216
203,Charles,2755,Charles Precinct 07-002,1062,1428,75,95,68,190,2755,1,0.385480943738657,0.5183303085299455,0.02722323049001815,0.06896551724137931,2592,0.034482758620689655,0.024682395644283123,0.9408348457350272
204,Charles,3366,Charles Precinct 07-003,1393,1646,77,205,125,250,3366,1,0.4138443256090315,0.489007724301842,0.02287581699346405,0.07427213309566251,3036,0.060903149138443254,0.037136066547831255,0.9019607843137255
205,Charles,1655,Charles Precinct 07-001,1311,217,63,52,16,64,1655,1,0.7921450151057402,0.1311178247734139,0.038066465256797584,0.03867069486404834,1587,0.03141993957703928,0.009667673716012085,0.9589123867069487
206,Charles,2514,Charles Precinct 07-004,947,1356,87,108,64,124,2514,1,0.37669053301511535,0.5393794749403341,0.034606205250596656,0.049323786793953855,2342,0.04295942720763723,0.02545743834526651,0.9315831344470963
209,Charles,2440,Charles Precinct 01-002,1878,409,43,92,28,110,2440,1,0.769672131147541,0.16762295081967213,0.01762295081967213,0.045081967213114756,2320,0.03770491803278689,0.011475409836065573,0.9508196721311475
210,Charles,1733,Charles Precinct 04-002,1449,198,27,26,14,59,1733,1,0.8361223312175419,0.1142527409117138,0.015579919215233698,0.034045008655510675,1693,0.015002885170225043,0.008078476630121177,0.9769186381996537
211,Charles,2359,Charles Precinct 01-003,1637,577,62,53,14,83,2359,1,0.6939381093683764,0.24459516744383214,0.02628232301822806,0.035184400169563375,2292,0.022467147096227214,0.005934718100890208,0.9715981348028826
212,Charles,2485,Charles Precinct 01-004,1976,352,62,65,25,95,2485,1,0.7951710261569417,0.14164989939637826,0.024949698189134808,0.03822937625754527,2395,0.026156941649899398,0.01006036217303823,0.9637826961770624
213,Charles,3599,Charles Precinct 05-001,2920,525,42,120,24,112,3599,1,0.81133648235621,0.14587385384829119,0.011669908307863295,0.031119755487635455,3455,0.0333425951653237,0.0066685190330647405,0.9599888858016116
214,Charles,2563,Charles Precinct 04-001,2230,242,45,44,20,46,2563,1,0.870074131876707,0.0944206008583691,0.017557549746390948,0.01794771751853297,2499,0.017167381974248927,0.007803355442840421,0.9750292625829107
215,Charles,2392,Charles Precinct 08-001,1757,508,39,72,19,88,2392,1,0.7345317725752508,0.21237458193979933,0.016304347826086956,0.03678929765886288,2301,0.030100334448160536,0.00794314381270903,0.9619565217391305
216,Charles,2371,Charles Precinct 06-001,1797,407,51,95,33,116,2371,1,0.7579080556727119,0.17165752846900043,0.021509911429776464,0.04892450442851118,2243,0.04006748207507381,0.013918177983973008,0.9460143399409532
217,Charles,3623,Charles Precinct 06-014,1425,1808,137,167,115,253,3623,1,0.3933204526635385,0.4990339497653878,0.03781396632624896,0.06983163124482474,3341,0.04609439690863925,0.03174165056582942,0.9221639525255313
378,Charles,2571,Charles Precinct 09-002,1957,462,47,70,32,105,2571,1,0.7611824192921043,0.17969661610268378,0.018280824581874758,0.040840140023337225,2469,0.027226760015558148,0.012446518864255154,0.9603267211201867
387,Charles,2356,Charles Precinct 09-001,1447,758,38,112,37,113,2356,1,0.6141765704584041,0.32173174872665533,0.016129032258064516,0.04796264855687606,2207,0.04753820033955857,0.015704584040747028,0.9367572156196944
454,Charles,3603,Charles Precinct 06-006,1784,1375,224,120,71,220,3603,1,0.49514293644185403,0.38162642242575634,0.062170413544268666,0.06106022758812101,3412,0.03330557868442964,0.019705800721620873,0.9469886205939495
455,Charles,2547,Charles Precinct 06-018,447,1703,133,112,87,264,2547,1,0.17550058892815076,0.6686297605025521,0.05221829603455045,0.10365135453474676,2348,0.04397330192383196,0.03415783274440518,0.9218688653317628
456,Charles,2806,Charles Precinct 06-009,1003,1540,130,85,76,133,2806,1,0.357448325017819,0.5488239486813971,0.04632929436920884,0.0473984319315752,2645,0.03029223093371347,0.0270848182466144,0.9426229508196722
457,Charles,2084,Charles Precinct 06-008,812,1024,129,80,55,119,2084,1,0.3896353166986564,0.491362763915547,0.06190019193857965,0.05710172744721689,1949,0.03838771593090211,0.026391554702495202,0.9352207293666027
458,Charles,2626,Charles Precinct 06-016,1097,1162,173,78,57,194,2626,1,0.41774562071591775,0.4424980959634425,0.06587966488956588,0.07387661843107388,2491,0.0297029702970297,0.021706016755521706,0.9485910129474486
459,Charles,3458,Charles Precinct 06-015,1025,1939,211,81,73,283,3458,1,0.2964141122035859,0.5607287449392713,0.06101792943898207,0.08183921341816079,3304,0.023423944476576055,0.021110468478889532,0.9554655870445344
460,Charles,1862,Charles Precinct 06-011,599,994,68,72,100,201,1862,1,0.3216970998925886,0.5338345864661654,0.036519871106337275,0.1079484425349087,1690,0.03866809881847476,0.05370569280343716,0.907626208378088
461,Charles,3992,Charles Precinct 06-007,1423,2073,239,109,55,257,3992,1,0.3564629258517034,0.5192885771543087,0.05986973947895791,0.06437875751503006,3828,0.027304609218436873,0.01377755511022044,0.9589178356713427
462,Charles,2617,Charles Precinct 06-005,575,1689,135,75,132,218,2617,1,0.21971723347344288,0.6453954910202522,0.051585785250286585,0.08330149025601834,2410,0.02865876958349255,0.05043943446694689,0.9209017959495606
463,Charles,1743,Charles Precinct 06-017,855,725,64,74,27,99,1743,1,0.4905335628227194,0.4159495123350545,0.03671830177854274,0.05679862306368331,1642,0.042455536431440045,0.01549053356282272,0.9420539300057372
464,Charles,2599,Charles Precinct 06-022,659,1546,211,79,54,183,2599,1,0.2535590611773759,0.5948441708349365,0.08118507118122355,0.07041169680646403,2466,0.03039630627164294,0.020777222008464793,0.9488264717198923
465,Charles,1568,Charles Precinct 06-012,649,712,110,58,29,97,1568,1,0.4139030612244898,0.45408163265306123,0.07015306122448979,0.06186224489795918,1481,0.036989795918367346,0.018494897959183673,0.9445153061224489
466,Charles,2347,Charles Precinct 08-004,1718,432,78,81,25,119,2347,1,0.731998295696634,0.18406476352790796,0.033233915636983385,0.05070302513847465,2241,0.034512143161482746,0.010651896037494673,0.9548359608010226
467,Charles,1345,Charles Precinct 08-005,1032,252,23,46,6,38,1345,1,0.7672862453531598,0.18736059479553904,0.017100371747211896,0.02825278810408922,1293,0.03420074349442379,0.0044609665427509295,0.9613382899628253
468,Charles,2167,Charles Precinct 08-003,1317,664,85,94,41,101,2167,1,0.6077526534379326,0.30641439778495616,0.03922473465620674,0.046608214120904476,2032,0.04337794185509922,0.018920166128287955,0.9377018920166128
469,Charles,2164,Charles Precinct 08-002,1349,637,71,93,46,107,2164,1,0.6233826247689463,0.294362292051756,0.032809611829944546,0.04944547134935305,2025,0.042975970425138635,0.021256931608133085,0.9357670979667283
720,Charles,3857,Charles Precinct 01-001,2541,1001,121,144,57,194,3857,1,0.6588021778584392,0.2595281306715064,0.031371532278973296,0.05029815919108115,3656,0.03733471610059632,0.014778325123152709,0.947886958776251
721,Charles,3570,Charles Precinct 06-002,2072,1190,126,168,77,182,3570,1,0.5803921568627451,0.3333333333333333,0.03529411764705882,0.050980392156862744,3325,0.047058823529411764,0.021568627450980392,0.9313725490196079
722,Charles,1581,Charles Precinct 06-003,476,903,56,66,62,146,1581,1,0.3010752688172043,0.571157495256167,0.03542061986084757,0.09234661606578115,1453,0.04174573055028463,0.0392156862745098,0.9190385831752056
723,Charles,1855,Charles Precinct 06-019,983,623,81,81,53,168,1855,1,0.5299191374663073,0.33584905660377357,0.04366576819407008,0.09056603773584905,1721,0.04366576819407008,0.02857142857142857,0.9277628032345013
724,Charles,2458,Charles Precinct 06-004,796,1368,116,108,86,178,2458,1,0.32384052074857606,0.5565500406834825,0.047192839707078924,0.07241659886086249,2264,0.043938161106590726,0.03498779495524817,0.9210740439381611
725,Charles,1494,Charles Precinct 06-020,801,526,71,48,19,96,1494,1,0.536144578313253,0.35207496653279785,0.04752342704149933,0.0642570281124498,1427,0.0321285140562249,0.012717536813922356,0.9551539491298527
726,Charles,1968,Charles Precinct 06-010,596,1107,94,114,123,171,1968,1,0.30284552845528456,0.5625,0.047764227642276426,0.08689024390243902,1731,0.057926829268292686,0.0625,0.8795731707317073
727,Charles,1478,Charles Precinct 06-021,501,788,72,82,42,117,1478,1,0.33897158322056836,0.5331529093369418,0.04871447902571042,0.07916102841677942,1354,0.05548037889039242,0.028416779431664412,0.9161028416779432
728,Charles,3773,Charles Precinct 06-013,1407,1870,157,123,134,339,3773,1,0.37291280148423006,0.4956268221574344,0.04161144977471508,0.08984892658362047,3516,0.03260005300821627,0.035515504903260005,0.9318844420885237
