race,COMP14D,COMP14R,COMP14Turnout
WVAP,0.3042 (0.2875-0.3206),0.6958 (0.6794-0.7125),0.3718 (0.3635-0.3812)
OVAP,0.5341 (0.2122-0.8326),0.4659 (0.1674-0.7878),0.6532 (0.3561-0.8921)
