race,COMP18D,COMP18R,COMP18Turnout
WVAP,0.6345 (0.6179-0.6503),0.3655 (0.3497-0.3821),0.3543 (0.34-0.3677)
BVAP,0.9708 (0.9519-0.9841),0.0292 (0.0159-0.0481),0.254 (0.226-0.2814)
HVAP,0.6265 (0.3632-0.8806),0.3735 (0.1194-0.6368),0.1139 (0.0549-0.2023)
OVAP,0.7756 (0.5412-0.913),0.2244 (0.087-0.4588),0.1751 (0.0826-0.3116)
