CD-54774,POCVAP20_pct,BVAP20_pct,HVAP20_pct,AMINVAP20_pct,LG18P_Barnes,LG18P_Kober,GOV18P_Evers,GOV18P_Mitchell,SOS18P_LaFollette,SOS18P_Martin
1,0.21206722882050333,0.05754567137486452,0.10104677521211246,0.002995756880933451,0.6320108733053472,0.36798912669465283,0.6681269674711436,0.33187303252885625,0.6804115116550505,0.3195884883449495
2,0.18675773033459087,0.04061587198855459,0.06064704028886031,0.0026194997743278804,0.7492419760149606,0.25075802398503944,0.7649736431601157,0.23502635683988427,0.6166167148106885,0.38338328518931153
3,0.08843812331974676,0.010509062527100859,0.029787529268927238,0.005583210476107883,0.6378669854835686,0.36213301451643143,0.8524347012848478,0.1475652987151522,0.6927707010110222,0.3072292989889778
4,0.5289508194371788,0.2911080137874695,0.1537188187492386,0.00418855296065125,0.8126374939149799,0.18736250608502023,0.43277959952963957,0.5672204004703604,0.6089404873126281,0.39105951268737194
5,0.12072710446256218,0.01846767983369419,0.04354131918905199,0.002225583330743438,0.636078600055304,0.3639213999446959,0.734518806546811,0.265481193453189,0.6945862469559406,0.30541375304405943
6,0.10617873953301538,0.016778074177833165,0.037564415513968,0.0054639461948069335,0.6115332656564927,0.38846673434350726,0.8582924704625834,0.14170752953741664,0.6879238000988751,0.3120761999011248
7,0.08614976805831676,0.006777046056991385,0.0190903191959355,0.01755784736028275,0.6237156460470241,0.3762843539529759,0.882784053095656,0.11721594690434399,0.6818984203108452,0.31810157968915476
8,0.1367994819230126,0.015369965461534177,0.050897234137373966,0.02088323770263495,0.5477368154999609,0.4522631845000391,0.8487012288176555,0.15129877118234455,0.6844698208627532,0.3155301791372468
