CD-61864,POCVAP20_pct,BVAP20_pct,HVAP20_pct,AMINVAP20_pct,LG18P_Barnes,LG18P_Kober,GOV18P_Evers,GOV18P_Mitchell,SOS18P_LaFollette,SOS18P_Martin
1,0.4870585559730991,0.2785009584249342,0.13042881844796528,0.0037560871715454284,0.7941988427939342,0.20580115720606587,0.43959534747336526,0.5604046525266347,0.6165585606089342,0.3834414393910658
2,0.09210252313700584,0.0061226440536785364,0.02138914207879725,0.021585435378538825,0.6078510429439968,0.3921489570560033,0.8704910414502395,0.12950895854976055,0.7016907611779015,0.29830923882209853
3,0.08495629558176332,0.008186183787065027,0.024492266472230993,0.00975783339118725,0.6220602573176182,0.37793974268238184,0.8908079118747969,0.10919208812520315,0.6763646409539414,0.3236353590460586
4,0.1678348433172655,0.034755768644151044,0.06727456660847327,0.0026143948546227566,0.717308359753027,0.282691640246973,0.7644720608020357,0.2355279391979643,0.640913425684574,0.359086574315426
5,0.24819186950566896,0.06890461789834651,0.11522948754475273,0.0034789563474219337,0.6639159160931546,0.3360840839068453,0.646306837382721,0.35369316261727896,0.6639742665363249,0.33602573346367515
6,0.12535375765441792,0.02535598066324323,0.038480282766722586,0.004295537053282101,0.6989632293092505,0.3010367706907494,0.791286393123635,0.2087136068763649,0.6590465858904673,0.3409534141095327
7,0.1441420889117987,0.021068139706599424,0.054039134008554035,0.01333781468117416,0.612309907764917,0.3876900922350831,0.861071710945685,0.13892828905431495,0.6668667459178057,0.33313325408219435
8,0.11692847700706344,0.015391572057470647,0.04422564834658411,0.0024653542365804513,0.5857106130017166,0.4142893869982835,0.7555087415436637,0.2444912584563363,0.6919653949752643,0.30803460502473556
