HD-63855,POCVAP20_pct,BVAP20_pct,HVAP20_pct,AMINVAP20_pct,LG18P_Barnes,LG18P_Kober,GOV18P_Evers,GOV18P_Mitchell,SOS18P_LaFollette,SOS18P_Martin
11,0.13580650077286482,0.014107504408595128,0.03278688524590164,0.035595323623538636,0.574538196279973,0.42546180372002695,0.8631899358967303,0.13681006410326968,0.6828769503729178,0.31712304962708215
12,0.31079323797139147,0.0644905336007582,0.14449758656410483,0.030437944942804874,0.6642104474174411,0.3357895525825589,0.7943122069929655,0.2056877930070346,0.6346519813482888,0.36534801865171124
13,0.2410860678136546,0.032398399755153795,0.1309052751240627,0.010624576437924929,0.6023354875044403,0.3976645124955597,0.8205531063672834,0.17944689363271651,0.6677788377213602,0.3322211622786398
14,0.060847766636280776,0.003211237258639264,0.026705063396038783,0.0034391315157039862,0.6103702594077772,0.3896297405922228,0.8932280592469821,0.10677194075301788,0.6705081927182319,0.3294918072817681
15,0.1418676133165938,0.011494004069440235,0.0318628512056799,0.046019308195159966,0.5967836412087305,0.4032163587912695,0.8660882597053522,0.1339117402946479,0.6725304986968808,0.32746950130311925
16,0.10958784871828353,0.013165339252295774,0.03679766723244984,0.007050528789659225,0.6062949148727709,0.39370508512722907,0.8883192155254104,0.11168078447458965,0.6638144115411322,0.3361855884588678
17,0.16381781970191067,0.02238952966667396,0.05397124160119061,0.005799829288043597,0.699889436728163,0.3001105632718371,0.8680078832241424,0.1319921167758576,0.6319001445553337,0.3680998554446663
18,0.08135012195925906,0.006372645966554596,0.028061616894104205,0.005295888544619509,0.5684938657960421,0.43150613420395795,0.8673255702447646,0.13267442975523538,0.6787520468722905,0.3212479531277095
19,0.06675708896706656,0.003814690798118086,0.030771839104819225,0.004429279871148222,0.5919243986254296,0.40807560137457044,0.8771610555050046,0.12283894449499545,0.7126468178093417,0.2873531821906583
20,0.1042758966432018,0.0137655881185637,0.029640924947256283,0.003989722808263531,0.6489578323272007,0.3510421676727994,0.8433881591142196,0.1566118408857803,0.6952657824933687,0.3047342175066313
21,0.07751277683134583,0.007176320272572402,0.023701022146507666,0.004131175468483816,0.5604019036677569,0.43959809633224306,0.8711253334928408,0.12887466650715906,0.7384093532637991,0.261590646736201
22,0.15271757975034672,0.011204056865464633,0.026070561719833563,0.005244452149791956,0.655587218513422,0.34441278148657795,0.909338392403219,0.09066160759678096,0.7096300747787124,0.2903699252212875
23,0.07568748393729119,0.004626060138781804,0.015291698792084297,0.0025914503555212885,0.6267981879589127,0.3732018120410872,0.9161032891212932,0.0838967108787067,0.7217176848867327,0.27828231511326723
24,0.09036968362498554,0.015250898134198632,0.048510835554525435,0.005238150422992235,0.5686611625942943,0.43133883740570583,0.9255031738730339,0.07449682612696605,0.7329190571340867,0.26708094286591344
25,0.09803619391484297,0.013737836290784202,0.023006472634406236,0.015719254986570383,0.6047715094105555,0.39522849058944465,0.8946891322488648,0.10531086775113521,0.6870283894052939,0.3129716105947061
26,0.10872596661736744,0.010606380731037398,0.021022607225860974,0.005345446862455102,0.6726618750914037,0.32733812490859615,0.8753584091522371,0.12464159084776302,0.6584334166709352,0.3415665833290648
27,0.08547607063921048,0.0029980086220101976,0.057027813642033395,0.0028010591504912794,0.562035467478646,0.43796453252135403,0.918915601197091,0.08108439880290903,0.7176316991537617,0.2823683008462383
28,0.10029405587061546,0.009640831758034027,0.021298046628859483,0.003843730308758664,0.6455245750180612,0.3544754249819388,0.9030347772190099,0.09696522278099005,0.6812237940907571,0.31877620590924294
29,0.08640458640458637,0.009741799215483425,0.027673606620975042,0.004482951851372904,0.7051671752937272,0.29483282470627287,0.8126741831597482,0.18732581684025185,0.5708543922086584,0.4291456077913416
30,0.06776585496986942,0.005690091623916306,0.020699388427160105,0.0025986245211586283,0.6490467857607587,0.35095321423924125,0.8576453038166827,0.1423546961833173,0.5854993162042577,0.4145006837957424
31,0.0832014910816844,0.00910253353850155,0.015539325112156216,0.0029258143516612124,0.6192745832540887,0.3807254167459113,0.8550826353432786,0.14491736465672148,0.692830452286845,0.3071695477131549
32,0.12626047436443688,0.019173412867490414,0.027715219023271856,0.003753525270355266,0.669318137774856,0.33068186222514395,0.8361451242811919,0.16385487571880802,0.6564402220498291,0.34355977795017084
33,0.08775009564962977,0.010082596268539148,0.035671685459005696,0.008349650034883983,0.5912967328596205,0.4087032671403796,0.9058588422121284,0.09414115778787159,0.7167107056645999,0.2832892943354001
34,0.08366648806825205,0.013745208754069984,0.023904710876643448,0.015187734410419157,0.5717370958277491,0.42826290417225094,0.8432892798114884,0.1567107201885115,0.7282469778072218,0.27175302219277825
35,0.09563775774531136,0.019334783960211377,0.04291783234897938,0.005802507512174904,0.6000816643128634,0.3999183356871367,0.8133050928563781,0.186694907143622,0.7120183032438498,0.2879816967561502
36,0.08770851438139848,0.009410966743678332,0.03764386697471333,0.0029674219462048792,0.5791432990586506,0.42085670094134947,0.8690968174124377,0.13090318258756223,0.6876022874191536,0.3123977125808463
37,0.16236298698632945,0.05117205139784063,0.036536803645469844,0.00823104396732214,0.6472132415098798,0.3527867584901203,0.8355618774672771,0.1644381225327229,0.6645205729147241,0.3354794270852759
38,0.08957774508955607,0.009777623950852297,0.031214848143982003,0.0035692653802890024,0.6261414094146547,0.3738585905853453,0.877014375580955,0.12298562441904502,0.6566067178123368,0.3433932821876633
39,0.13310969326229471,0.014207722160099981,0.05566883729088557,0.004319322940647679,0.6152605253270488,0.3847394746729513,0.8705257701655718,0.12947422983442822,0.645857477396582,0.354142522603418
40,0.06739798157086441,0.002610794207985959,0.03657305835892936,0.00379552435278631,0.5189232283224576,0.4810767716775423,0.8703575745485415,0.12964242545145857,0.7311402250404461,0.2688597749595539
41,0.11416278535474844,0.013387915369995196,0.03884792915474425,0.0051379519204661755,0.5242628992628993,0.47573710073710074,0.8630952380952381,0.13690476190476192,0.7071302298173247,0.2928697701826753
42,0.22574070827489479,0.023032082748948107,0.08796458625525946,0.0038569424964936885,0.35285872532258394,0.6471412746774161,0.7491972369002834,0.2508027630997166,0.6711018842696037,0.3288981157303964
43,0.07807947299522822,0.014885351125374773,0.028356066044508254,0.0027448165195726533,0.44530244231568444,0.5546975576843155,0.7989307538400513,0.2010692461599487,0.7183514358447101,0.28164856415528994
44,0.1337916559581941,0.027734943887603874,0.0593463548359462,0.004711727919129615,0.5683371298405467,0.4316628701594533,0.8574537540805223,0.1425462459194777,0.6913447782546495,0.3086552217453505
45,0.06732846965191164,0.007980145910442653,0.028433281273400227,0.001989687854346291,0.582413877399084,0.41758612260091593,0.7206305209504037,0.27936947904959636,0.7138686162712892,0.28613138372871094
46,0.12401340914877368,0.038042094542985655,0.052872782822710684,0.004922345752355088,0.5855958264822578,0.4144041735177422,0.7548827113704987,0.24511728862950138,0.7102005791675662,0.2897994208324339
47,0.07185896480507592,0.009240530585304576,0.025996976600591904,0.002299486873762429,0.5832256943929753,0.4167743056070246,0.7571967459779263,0.24280325402207364,0.6738501867640663,0.3261498132359338
48,0.06968904639453721,0.006612356029993301,0.02822136266395834,0.0019880286103247835,0.5916638297255119,0.40833617027448815,0.6890868909705938,0.31091310902940617,0.6942164705224296,0.3057835294775703
49,0.11509962843049915,0.008430933704178528,0.0672519067382282,0.0027161513222224635,0.6578220011055832,0.34217799889441675,0.7291941875825629,0.27080581241743706,0.6742995689655176,0.32570043103448243
50,0.10426633034704702,0.026267722014438548,0.03446551274245455,0.0028485691919631208,0.6743085578820094,0.32569144211799056,0.7841396814492748,0.21586031855072532,0.7028245009495964,0.29717549905040364
51,0.09325275236143105,0.01736998922299939,0.03964245715613972,0.005515288548908565,0.6613650074955891,0.33863499250441087,0.7907371523913577,0.20926284760864233,0.7262417009191003,0.2737582990808997
52,0.0873179977599724,0.006720082708710261,0.04014818643921771,0.009412423537520462,0.6559882596597961,0.3440117403402038,0.8243632429085413,0.17563675709145862,0.7155537399393721,0.2844462600606278
53,0.0550584086400705,0.008265373594886488,0.0166189111747851,0.0023363456028212474,0.6219524508216068,0.3780475491783933,0.8636561944398401,0.1363438055601599,0.6942602140860595,0.30573978591394047
54,0.06815069237625271,0.004173822308210691,0.033803612964935545,0.0010869328927632007,0.6661788476243019,0.3338211523756981,0.8162085555514116,0.18379144444858836,0.7248064482314535,0.27519355176854654
55,0.06076499936036839,0.01144940514263784,0.021598226088439726,0.0017483262973860389,0.6210204048920448,0.3789795951079552,0.8258311268020005,0.17416887319799942,0.6940765793719746,0.3059234206280253
56,0.09234268716782223,0.015135277006189716,0.029986220773823846,0.0023184094836070953,0.7104338168439102,0.28956618315608995,0.7901498061979391,0.20985019380206096,0.6794482144539132,0.3205517855460867
57,0.21932854808348679,0.035806631777092854,0.053410007653641685,0.001985809734604803,0.762319690934143,0.23768030906585713,0.814211903818415,0.185788096181585,0.6052836817365898,0.3947163182634103
58,0.19873747406524522,0.040082991215291575,0.05732132609367413,0.0023396459630071072,0.7458301947702571,0.2541698052297428,0.764750093949643,0.235249906050357,0.6173480194873967,0.38265198051260324
59,0.14043416243202278,0.035504145493447443,0.0421235624498529,0.0018052955335651243,0.7046325402279535,0.29536745977204637,0.7951250097451255,0.20487499025487452,0.6746935114976507,0.32530648850234933
60,0.26903728652546577,0.08290692402357666,0.07684003713539306,0.002785154478917028,0.7345574380148177,0.26544256198518235,0.7300599094749303,0.2699400905250698,0.6390575340369635,0.36094246596303653
61,0.23639191290824257,0.04901721973430268,0.0608218254042609,0.003072944968052615,0.8454777104338093,0.15452228956619063,0.7158382986553478,0.28416170134465235,0.5150501575552556,0.4849498424447443
62,0.2623430077125767,0.02692670167137884,0.047929528975054335,0.0019425691920066162,0.8144137125048695,0.1855862874951305,0.7879668652812091,0.21203313471879087,0.5183890577507598,0.4816109422492401
63,0.3673305562787469,0.11303479996528681,0.15924672394341752,0.0029506204981341664,0.770651213448134,0.22934878655186586,0.7314570131822562,0.2685429868177438,0.5941041599838104,0.40589584001618956
64,0.1353890267910639,0.02997945733116494,0.053624925104853206,0.0021184627236155097,0.7225488841102571,0.2774511158897429,0.7612663653864149,0.2387336346135851,0.6717061346634379,0.3282938653365621
65,0.06444613214711947,0.004383204947379842,0.02538787023977433,0.002256699576868829,0.6234765027321528,0.37652349726784706,0.7686918941214027,0.23130810587859738,0.7367638908419853,0.2632361091580146
66,0.1317304799965623,0.028146620256972198,0.05143741137037514,0.002277512784151949,0.6347002832246483,0.3652997167753516,0.7750680422583297,0.2249319577416702,0.7330464537073508,0.2669535462926492
67,0.2869924446604516,0.09216630583661026,0.137652984580038,0.002849821057747537,0.6642869446302682,0.33571305536973184,0.6268847515795012,0.37311524842049876,0.6630753658564179,0.33692463414358215
68,0.16658879497090429,0.008303954466295714,0.1195472114853672,0.002251199932039247,0.6230636833046471,0.3769363166953528,0.694468085106383,0.30553191489361703,0.6369571388021572,0.36304286119784274
69,0.11808762950942453,0.013606291349394582,0.06784421420546748,0.0022469104980651603,0.6143808995002776,0.38561910049972237,0.7272727272727273,0.2727272727272727,0.6896644295302014,0.31033557046979865
70,0.06406321426239148,0.005899127103332681,0.0191340690916215,0.0015455277650797798,0.634926469859551,0.3650735301404489,0.7402778376317557,0.25972216236824425,0.7087041861000043,0.29129581389999576
71,0.06470813315760382,0.003613791930615195,0.026593257089409465,0.001955699162450576,0.6642406937261129,0.33575930627388706,0.7510273480460153,0.2489726519539847,0.6765501057024146,0.3234498942975854
72,0.1002034914854878,0.009617650208846525,0.03343686408910785,0.0017992931348398843,0.6491693920730313,0.3508306079269688,0.7767019982829834,0.22329800171701672,0.6978344146443218,0.3021655853556783
73,0.2041348121029396,0.028642188004737806,0.12085711209217186,0.0026919349628512974,0.6899115603383754,0.3100884396616246,0.7307823600798647,0.2692176399201352,0.6585898399208889,0.3414101600791112
74,0.09781666772345865,0.008073890896793693,0.0323378352672627,0.00232494240483588,0.6090170638615222,0.39098293613847784,0.7409996840096295,0.2590003159903705,0.7121748464096042,0.28782515359039584
75,0.16882354220588558,0.017378254344563585,0.03410400852600213,0.001392000348000087,0.6867156050201279,0.31328439497987215,0.7424725469358838,0.2575274530641162,0.6662817551963048,0.33371824480369516
76,0.13723168342411785,0.03414644648739423,0.025792839149998924,0.002432880487437294,0.6456723070327098,0.3543276929672902,0.7027823699109146,0.2972176300890854,0.674766693717292,0.3252333062827081
77,0.16428042995778758,0.05848818486444145,0.03013621132338222,0.0013490578354149441,0.7216996518192275,0.2783003481807726,0.738360595708626,0.26163940429137406,0.6795269405651873,0.3204730594348128
78,0.6621900586829959,0.49340106232458886,0.05485584394498179,0.0019715631016166816,0.8349280731303407,0.16507192686965932,0.293565935171812,0.706434064828188,0.5941640235725046,0.4058359764274953
79,0.6838903649839183,0.5602712907285694,0.042301775975388055,0.002610357525753974,0.8495547228870888,0.1504452771129113,0.3336099853134315,0.6663900146865686,0.5957871066565832,0.40421289334341687
80,0.2107298564366369,0.05768073113336617,0.0566409456575275,0.0018241850453309984,0.8493715632364494,0.15062843676355067,0.7159185025675004,0.2840814974324996,0.6359321349222379,0.36406786507776207
81,0.7297767857142857,0.6131473214285714,0.06455357142857143,0.0028125,0.8895238095238095,0.11047619047619048,0.25295974743488553,0.7470402525651144,0.554138676989639,0.4458613230103609
82,0.6741087109237794,0.43010186160871094,0.13018089216719353,0.004961362838075167,0.848478399659502,0.15152160034049797,0.2780952380952381,0.7219047619047619,0.5569375938237187,0.44306240617628134
83,0.5378078705807507,0.4146369172043988,0.05757520676179224,0.003521766790875216,0.8419107944048562,0.15808920559514383,0.39005191760174174,0.6099480823982583,0.5985516787360106,0.4014483212639895
84,0.6016424742932069,0.4437671091072209,0.04412136826850084,0.0027144533137033883,0.7878887609017607,0.21211123909823926,0.3323825822399696,0.6676174177600305,0.5803703096837621,0.4196296903162379
85,0.5047299697992539,0.40047077633682715,0.03792858411796056,0.002176230236276426,0.8231315910132967,0.17686840898670333,0.3745307938273321,0.6254692061726679,0.6054185481069816,0.3945814518930184
86,0.2752270486817543,0.05671497787192986,0.14615013528535772,0.008201019359439562,0.6457449184721912,0.3542550815278088,0.6305435145048349,0.3694564854951651,0.696416794899978,0.30358320510002196
87,0.7433113149265789,0.06833626384070712,0.6106543743762771,0.007793565556241981,0.8039832285115304,0.1960167714884696,0.5632444696539989,0.4367555303460011,0.5256364288275368,0.47436357117246325
88,0.6141721201885864,0.04991438556986372,0.48987873243731384,0.00626275420448948,0.7529336357361206,0.24706636426387946,0.606118693451924,0.393881306548076,0.6308546714503366,0.3691453285496634
89,0.28218958495797586,0.038081622043150506,0.14101897582531844,0.005112208647430899,0.638228520230642,0.361771479769358,0.6744670034632863,0.3255329965367138,0.7138735608144705,0.28612643918552955
90,0.18899442494321705,0.028164360933305804,0.10398513318191203,0.006008672310551311,0.7025265957446809,0.29747340425531915,0.6792614856161443,0.32073851438385576,0.6784339747843398,0.32156602521566024
91,0.28415392725355826,0.045060622034791775,0.15787032156035846,0.005819715340010543,0.6323739246204455,0.3676260753795545,0.6709840048424948,0.3290159951575053,0.7086045077755704,0.2913954922244296
92,0.14835444110296925,0.0364903214875683,0.045046380617561096,0.0024566902452454573,0.6069716027167522,0.3930283972832477,0.7127893180125346,0.28721068198746535,0.7340294193991326,0.2659705806008673
93,0.19256907901744813,0.030465071688787575,0.07541703061420141,0.004069110973817082,0.6239141687668954,0.37608583123310446,0.617872393754398,0.382127606245602,0.6868878231061007,0.31311217689389925
94,0.4847886748791942,0.21867555979037637,0.21479616143741917,0.0027223848090927654,0.6998024039777145,0.30019759602228546,0.47125432383732824,0.5287456761626718,0.6046873195190348,0.39531268048096524
95,0.2808671669552947,0.12013341030081458,0.1063647831013619,0.0035062963675624825,0.6396641624160578,0.36033583758394205,0.5557831701581164,0.44421682984188354,0.6438433176533352,0.3561566823466648
96,0.0827767788338043,0.0061649113793989215,0.0402645774466992,0.003018237862830722,0.5965933764024643,0.40340662359753565,0.7087252486153529,0.29127475138464715,0.6972168506654689,0.3027831493345311
97,0.123656145179324,0.015330695794271954,0.052915627418938675,0.002214672744474069,0.619450698415562,0.3805493015844381,0.6752210007487633,0.32477899925123666,0.6363750013848285,0.3636249986151714
98,0.21970686096954894,0.05557427452301731,0.10440972075980288,0.0019163542938971487,0.6027045434491402,0.39729545655085974,0.7184134471472827,0.2815865528527173,0.69637660927571,0.30362339072429
99,0.3534660260809883,0.10804348307392565,0.1929506055305865,0.003166028294994133,0.6269239604870205,0.3730760395129796,0.7049898853674983,0.2950101146325017,0.6696485623003194,0.3303514376996805
