SD-63878,POCVAP20_pct,BVAP20_pct,HVAP20_pct,AMINVAP20_pct,LG18P_Barnes,LG18P_Kober,GOV18P_Evers,GOV18P_Mitchell,SOS18P_LaFollette,SOS18P_Martin
1,0.12552177793131247,0.013451075222385353,0.0631891067161816,0.006578000403028471,0.5927076217603292,0.40729237823967085,0.8699928591829456,0.13000714081705436,0.6799887439000428,0.3200112560999571
2,0.07162381048795308,0.0030442831110982557,0.02296589824429468,0.015315419547045381,0.5651211149836867,0.4348788850163133,0.8791347945114484,0.12086520548855166,0.7051506244197239,0.294849375580276
3,0.5428306701277309,0.07213083411158255,0.39413481972806624,0.006191677268014325,0.7862758796141126,0.21372412038588745,0.611394364346625,0.38860563565337514,0.6105239162336485,0.3894760837663514
4,0.6444225635976215,0.5061578344115634,0.043293306768617736,0.002407747871104718,0.8431414114196978,0.15685858858030233,0.3159467266897818,0.6840532733102183,0.5853936691126037,0.4146063308873964
5,0.19827789657367212,0.047643907916097517,0.06364201989572979,0.002216993613628074,0.6938351644860599,0.30616483551394025,0.6971303802198938,0.30286961978010635,0.6654087030882533,0.33459129691174666
6,0.5649782127191395,0.4245334916108111,0.06089581192003127,0.003018370803595987,0.859726314939652,0.14027368506034796,0.3718867632650957,0.6281132367349044,0.5793345867734816,0.42066541322651846
7,0.3079450828019038,0.11239103587239913,0.13899742169388213,0.004051623899525505,0.6577972128182761,0.3422027871817239,0.5675919873038516,0.43240801269614826,0.6554596856496344,0.34454031435036553
8,0.2559995925079679,0.1589000625791335,0.032744895434633915,0.0017827776403300686,0.7368277996365658,0.2631722003634343,0.5797111091578231,0.4202888908421769,0.6556721461922235,0.34432785380777653
9,0.13767874476623732,0.013031887921417499,0.053692247511699,0.003911739565072512,0.4559620788838046,0.5440379211161955,0.8147402402891989,0.18525975971080116,0.6924301021364879,0.3075698978635121
10,0.07586012612052961,0.009043694334688924,0.02216860855683731,0.006038760753833818,0.6579530973124934,0.34204690268750665,0.8623146967172908,0.13768530328270923,0.6227191524347147,0.37728084756528535
11,0.13396584976439585,0.010406143368821131,0.08454903179772662,0.0024726070462236225,0.6333090470893067,0.3666909529106932,0.7153999354795701,0.2846000645204298,0.6592854795076769,0.34071452049232304
12,0.0872392850945688,0.003650876279715426,0.016255422522991496,0.03277459656428943,0.5869105688479378,0.41308943115206226,0.9032087790578485,0.09679122094215148,0.7053569663686116,0.2946430336313884
13,0.0937068904216739,0.014186162269785963,0.043170020621489016,0.0024888003982080635,0.6207190782479008,0.3792809217520991,0.7249312023409938,0.2750687976590061,0.6943888048216541,0.30561119517834584
14,0.08564229945268076,0.012512188351850138,0.03420567532365857,0.0073023351814552,0.6510744933011691,0.3489255066988309,0.8044480294998848,0.19555197050011525,0.7189973364236885,0.2810026635763116
