,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
282,Harford,3035,Harford Precinct 03-023,2597,170,92,131,9,176,3035,1,0.8556836902800659,0.05601317957166392,0.030313014827018123,0.05799011532125206,2895,0.04316309719934102,0.0029654036243822075,0.9538714991762768
283,Harford,3016,Harford Precinct 03-022,2720,112,81,85,5,103,3016,1,0.9018567639257294,0.03713527851458886,0.026856763925729443,0.034151193633952255,2926,0.028183023872679045,0.0016578249336870027,0.9701591511936339
284,Harford,3085,Harford Precinct 04-001,2968,36,24,90,3,57,3085,1,0.9620745542949757,0.011669367909238249,0.007779578606158833,0.018476499189627228,2992,0.029173419773095625,0.0009724473257698541,0.9698541329011345
285,Harford,2129,Harford Precinct 04-006,2056,27,19,79,2,27,2129,1,0.9657116016909347,0.012682010333489901,0.008924377642085486,0.012682010333489901,2048,0.0371066228276186,0.0009394081728511038,0.9619539689995303
286,Harford,2731,Harford Precinct 04-003,2662,11,22,102,5,36,2731,1,0.9747345294763823,0.004027828634199927,0.008055657268399853,0.013181984621017943,2624,0.0373489564262175,0.001830831197363603,0.9608202123764189
287,Harford,2632,Harford Precinct 04-004,2493,67,24,97,1,48,2632,1,0.9471884498480243,0.025455927051671733,0.00911854103343465,0.0182370820668693,2534,0.03685410334346505,0.00037993920972644377,0.9627659574468085
288,Harford,4062,Harford Precinct 03-005,3803,99,67,102,2,93,4062,1,0.9362383062530774,0.024372230428360415,0.016494337764647957,0.022895125553914326,3958,0.025110782865583457,0.0004923682914820286,0.9743968488429345
289,Harford,2376,Harford Precinct 05-002,2261,47,39,68,3,29,2376,1,0.9515993265993266,0.01978114478114478,0.016414141414141416,0.012205387205387205,2305,0.02861952861952862,0.0012626262626262627,0.9701178451178452
290,Harford,1712,Harford Precinct 03-004,1595,66,25,57,1,26,1712,1,0.9316588785046729,0.038551401869158876,0.014602803738317757,0.015186915887850467,1654,0.03329439252336448,0.0005841121495327102,0.9661214953271028
291,Harford,2679,Harford Precinct 05-003,2566,25,27,72,4,61,2679,1,0.9578200821201941,0.00933184023889511,0.010078387458006719,0.02276969018290407,2603,0.026875699888017916,0.0014930944382232176,0.9716312056737588
292,Harford,1922,Harford Precinct 01-003,1115,562,172,79,5,73,1922,1,0.5801248699271592,0.2924037460978148,0.08949011446409989,0.03798126951092612,1838,0.041103017689906346,0.0026014568158168575,0.9562955254942768
293,Harford,2731,Harford Precinct 01-005,1671,760,170,145,9,130,2731,1,0.6118637861589161,0.27828634199926766,0.062248260710362505,0.04760161113145368,2577,0.05309410472354449,0.0032954961552544857,0.943610399121201
294,Harford,3854,Harford Precinct 01-010,2529,964,155,161,16,206,3854,1,0.656201349247535,0.25012973533990657,0.04021795537104307,0.05345096004151531,3677,0.04177477944992216,0.0041515308770108976,0.9540736896730669
295,Harford,3035,Harford Precinct 01-019,1562,1218,107,191,18,148,3035,1,0.514662273476112,0.40131795716639207,0.035255354200988465,0.04876441515650742,2826,0.0629324546952224,0.005930807248764415,0.9311367380560132
296,Harford,1603,Harford Precinct 02-019,986,297,219,8,2,101,1603,1,0.6150966936993137,0.1852776044915783,0.13661883967560823,0.0630068621334997,1593,0.004990642545227698,0.0012476606363069245,0.9937616968184654
297,Harford,2076,Harford Precinct 01-018,1562,400,44,96,4,70,2076,1,0.7524084778420038,0.1926782273603083,0.02119460500963391,0.03371868978805395,1976,0.046242774566473986,0.0019267822736030828,0.9518304431599229
298,Harford,1794,Harford Precinct 01-017,1518,125,33,40,1,118,1794,1,0.8461538461538461,0.06967670011148272,0.01839464882943144,0.06577480490523968,1753,0.022296544035674472,0.0005574136008918618,0.9771460423634337
299,Harford,3477,Harford Precinct 01-016,2382,746,187,151,14,162,3477,1,0.6850733390854185,0.21455277538107564,0.05378199597354041,0.04659188955996549,3312,0.04342824273799252,0.004026459591601955,0.9525452976704055
300,Harford,3030,Harford Precinct 01-020,1753,850,175,155,12,252,3030,1,0.5785478547854785,0.28052805280528054,0.057755775577557754,0.08316831683168317,2863,0.05115511551155116,0.0039603960396039604,0.9448844884488449
301,Harford,2453,Harford Precinct 03-020,2282,100,26,93,4,45,2453,1,0.9302894415002039,0.040766408479412965,0.01059926620464737,0.018344883815735832,2356,0.037912759885854054,0.0016306563391765185,0.9604565837749695
302,Harford,2703,Harford Precinct 03-002,2479,89,60,119,0,75,2703,1,0.9171291157972623,0.032926378098409176,0.022197558268590455,0.02774694783573807,2584,0.0440251572327044,0.0,0.9559748427672956
303,Harford,1877,Harford Precinct 02-003,1397,383,40,94,11,57,1877,1,0.7442727757059137,0.20404901438465636,0.021310602024507193,0.030367607884922748,1772,0.0500799147575919,0.005860415556739478,0.9440596696856686
304,Harford,327,Harford Precinct 02-001,263,49,5,21,0,10,327,1,0.8042813455657493,0.14984709480122324,0.01529051987767584,0.03058103975535168,306,0.06422018348623854,0.0,0.9357798165137615
305,Harford,2551,Harford Precinct 02-015,1517,749,107,156,19,178,2551,1,0.5946687573500588,0.2936103488827911,0.041944335554684437,0.0697765582124657,2376,0.06115248921991376,0.007448059584476676,0.9313994511956095
