,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV18D,GOV18R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV18None,GOV18D_pct,GOV18R_pct,GOV18None_pct
200,Charles,2592,Charles Precinct 03-001,1691,785,33,416,914,83,2592,1.0,0.652391975308642,0.3028549382716049,0.01273148148148148,0.03202160493827161,1262,0.16049382716049382,0.35262345679012347,0.4868827160493827
201,Charles,1606,Charles Precinct 02-001,1303,240,25,188,761,38,1606,1.0,0.811332503113325,0.149439601494396,0.015566625155666251,0.023661270236612703,657,0.11706102117061021,0.4738480697384807,0.4090909090909091
202,Charles,3125,Charles Precinct 10-001,1544,1367,58,664,943,156,3125,1.0,0.49408,0.43744,0.01856,0.04992,1518,0.21248,0.30176,0.48576
203,Charles,2755,Charles Precinct 07-002,1062,1428,75,929,597,190,2755,1.0,0.385480943738657,0.5183303085299455,0.02722323049001815,0.06896551724137931,1229,0.3372050816696915,0.21669691470054447,0.44609800362976404
204,Charles,3366,Charles Precinct 07-003,1393,1646,77,1060,744,250,3366,1.0,0.4138443256090315,0.489007724301842,0.02287581699346405,0.07427213309566251,1562,0.31491384432560904,0.22103386809269163,0.46405228758169936
205,Charles,1655,Charles Precinct 07-001,1311,217,63,197,489,64,1655,1.0,0.7921450151057402,0.1311178247734139,0.038066465256797584,0.03867069486404834,969,0.1190332326283988,0.29546827794561936,0.5854984894259819
206,Charles,2514,Charles Precinct 07-004,947,1356,87,1240,594,124,2514,1.0,0.37669053301511535,0.5393794749403341,0.034606205250596656,0.049323786793953855,680,0.4932378679395386,0.23627684964200477,0.27048528241845665
209,Charles,2440,Charles Precinct 01-002,1878,409,43,390,1338,110,2440,1.0,0.769672131147541,0.16762295081967213,0.01762295081967213,0.045081967213114756,712,0.1598360655737705,0.5483606557377049,0.29180327868852457
210,Charles,1733,Charles Precinct 04-002,1449,198,27,169,994,59,1733,1.0,0.8361223312175419,0.1142527409117138,0.015579919215233698,0.034045008655510675,570,0.09751875360646278,0.5735718407386036,0.32890940565493365
211,Charles,2359,Charles Precinct 01-003,1637,577,62,536,1184,83,2359,1.0,0.6939381093683764,0.24459516744383214,0.02628232301822806,0.035184400169563375,639,0.22721492157693937,0.5019075879610004,0.2708774904620602
