,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
200,Charles,2592,Charles Precinct 03-001,1691,785,33,68,31,83,2592,1,0.652391975308642,0.3028549382716049,0.01273148148148148,0.03202160493827161,2493,0.026234567901234566,0.011959876543209876,0.9618055555555556
201,Charles,1606,Charles Precinct 02-001,1303,240,25,51,12,38,1606,1,0.811332503113325,0.149439601494396,0.015566625155666251,0.023661270236612703,1543,0.031755915317559155,0.007471980074719801,0.960772104607721
202,Charles,3125,Charles Precinct 10-001,1544,1367,58,162,72,156,3125,1,0.49408,0.43744,0.01856,0.04992,2891,0.05184,0.02304,0.92512
203,Charles,2755,Charles Precinct 07-002,1062,1428,75,112,75,190,2755,1,0.385480943738657,0.5183303085299455,0.02722323049001815,0.06896551724137931,2568,0.040653357531760435,0.02722323049001815,0.9321234119782215
204,Charles,3366,Charles Precinct 07-003,1393,1646,77,227,134,250,3366,1,0.4138443256090315,0.489007724301842,0.02287581699346405,0.07427213309566251,3005,0.06743909685086155,0.0398098633392751,0.8927510398098634
205,Charles,1655,Charles Precinct 07-001,1311,217,63,57,18,64,1655,1,0.7921450151057402,0.1311178247734139,0.038066465256797584,0.03867069486404834,1580,0.03444108761329305,0.010876132930513595,0.9546827794561934
206,Charles,2514,Charles Precinct 07-004,947,1356,87,132,74,124,2514,1,0.37669053301511535,0.5393794749403341,0.034606205250596656,0.049323786793953855,2308,0.05250596658711217,0.0294351630867144,0.9180588703261734
209,Charles,2440,Charles Precinct 01-002,1878,409,43,104,33,110,2440,1,0.769672131147541,0.16762295081967213,0.01762295081967213,0.045081967213114756,2303,0.04262295081967213,0.013524590163934426,0.9438524590163935
210,Charles,1733,Charles Precinct 04-002,1449,198,27,32,16,59,1733,1,0.8361223312175419,0.1142527409117138,0.015579919215233698,0.034045008655510675,1685,0.018465089440276975,0.009232544720138488,0.9723023658395845
211,Charles,2359,Charles Precinct 01-003,1637,577,62,68,20,83,2359,1,0.6939381093683764,0.24459516744383214,0.02628232301822806,0.035184400169563375,2271,0.028825773632895294,0.00847816871555744,0.9626960576515473
212,Charles,2485,Charles Precinct 01-004,1976,352,62,75,29,95,2485,1,0.7951710261569417,0.14164989939637826,0.024949698189134808,0.03822937625754527,2381,0.030181086519114688,0.011670020120724347,0.958148893360161
213,Charles,3599,Charles Precinct 05-001,2920,525,42,131,28,112,3599,1,0.81133648235621,0.14587385384829119,0.011669908307863295,0.031119755487635455,3440,0.03639899972214504,0.007779938871908864,0.9558210614059461
214,Charles,2563,Charles Precinct 04-001,2230,242,45,51,23,46,2563,1,0.870074131876707,0.0944206008583691,0.017557549746390948,0.01794771751853297,2489,0.019898556379243076,0.008973858759266484,0.9711275848614904
215,Charles,2392,Charles Precinct 08-001,1757,508,39,88,25,88,2392,1,0.7345317725752508,0.21237458193979933,0.016304347826086956,0.03678929765886288,2279,0.03678929765886288,0.010451505016722408,0.9527591973244147
216,Charles,2371,Charles Precinct 06-001,1797,407,51,106,37,116,2371,1,0.7579080556727119,0.17165752846900043,0.021509911429776464,0.04892450442851118,2228,0.044706874736398144,0.01560522986081822,0.9396878954027836
217,Charles,3623,Charles Precinct 06-014,1425,1808,137,199,128,253,3623,1,0.3933204526635385,0.4990339497653878,0.03781396632624896,0.06983163124482474,3296,0.05492685619652222,0.03532983715153188,0.9097433066519459
378,Charles,2571,Charles Precinct 09-002,1957,462,47,80,36,105,2571,1,0.7611824192921043,0.17969661610268378,0.018280824581874758,0.040840140023337225,2455,0.031116297160637883,0.014002333722287048,0.9548813691170751
387,Charles,2356,Charles Precinct 09-001,1447,758,38,126,43,113,2356,1,0.6141765704584041,0.32173174872665533,0.016129032258064516,0.04796264855687606,2187,0.053480475382003394,0.01825127334465195,0.9282682512733447
454,Charles,3603,Charles Precinct 06-006,1784,1375,224,140,79,220,3603,1,0.49514293644185403,0.38162642242575634,0.062170413544268666,0.06106022758812101,3384,0.038856508465167916,0.02192617263391618,0.9392173189009159
455,Charles,2547,Charles Precinct 06-018,447,1703,133,144,100,264,2547,1,0.17550058892815076,0.6686297605025521,0.05221829603455045,0.10365135453474676,2303,0.05653710247349823,0.0392618767177071,0.9042010208087946
