,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV18PD_BJ,GOV18PD_JS,GOV18PD_KV,GOV18PD_RM,GOV18PD_RB,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV18PDNone,GOV18PD_BJ_pct,GOV18PD_JS_pct,GOV18PD_KV_pct,GOV18PD_RM_pct,GOV18PD_RB_pct,GOV18PDNone_pct
200,Charles,2592,Charles Precinct 03-001,1691,785,33,84,13,20,11,109,83,2592,1,0.652391975308642,0.3028549382716049,0.01273148148148148,0.03202160493827161,2355,0.032407407407407406,0.005015432098765432,0.007716049382716049,0.004243827160493827,0.04205246913580247,0.9085648148148148
201,Charles,1606,Charles Precinct 02-001,1303,240,25,52,11,10,4,45,38,1606,1,0.811332503113325,0.149439601494396,0.015566625155666251,0.023661270236612703,1484,0.0323785803237858,0.00684931506849315,0.0062266500622665,0.0024906600249066002,0.028019925280199254,0.9240348692403487
202,Charles,3125,Charles Precinct 10-001,1544,1367,58,136,10,33,17,177,156,3125,1,0.49408,0.43744,0.01856,0.04992,2752,0.04352,0.0032,0.01056,0.00544,0.05664,0.88064
203,Charles,2755,Charles Precinct 07-002,1062,1428,75,160,13,25,11,170,190,2755,1,0.385480943738657,0.5183303085299455,0.02722323049001815,0.06896551724137931,2376,0.05807622504537205,0.004718693284936479,0.009074410163339383,0.003992740471869328,0.06170598911070781,0.8624319419237749
204,Charles,3366,Charles Precinct 07-003,1393,1646,77,232,16,28,14,227,250,3366,1,0.4138443256090315,0.489007724301842,0.02287581699346405,0.07427213309566251,2849,0.0689245395127748,0.004753416518122401,0.008318478906714201,0.0041592394533571005,0.06743909685086155,0.8464052287581699
205,Charles,1655,Charles Precinct 07-001,1311,217,63,52,6,12,6,49,64,1655,1,0.7921450151057402,0.1311178247734139,0.038066465256797584,0.03867069486404834,1530,0.03141993957703928,0.0036253776435045317,0.0072507552870090634,0.0036253776435045317,0.029607250755287008,0.9244712990936556
206,Charles,2514,Charles Precinct 07-004,947,1356,87,225,17,34,13,249,124,2514,1,0.37669053301511535,0.5393794749403341,0.034606205250596656,0.049323786793953855,1976,0.08949880668257756,0.006762132060461416,0.013524264120922832,0.005171042163882259,0.09904534606205251,0.7859984089101034
209,Charles,2440,Charles Precinct 01-002,1878,409,43,97,14,18,14,95,110,2440,1,0.769672131147541,0.16762295081967213,0.01762295081967213,0.045081967213114756,2202,0.039754098360655736,0.005737704918032787,0.007377049180327869,0.005737704918032787,0.0389344262295082,0.9024590163934426
210,Charles,1733,Charles Precinct 04-002,1449,198,27,45,7,12,6,41,59,1733,1,0.8361223312175419,0.1142527409117138,0.015579919215233698,0.034045008655510675,1622,0.025966532025389497,0.004039238315060588,0.006924408540103866,0.003462204270051933,0.023658395845354875,0.9359492210040392
211,Charles,2359,Charles Precinct 01-003,1637,577,62,125,10,22,6,107,83,2359,1,0.6939381093683764,0.24459516744383214,0.02628232301822806,0.035184400169563375,2089,0.052988554472233995,0.00423908435777872,0.009325985587113183,0.002543450614667232,0.0453582026282323,0.8855447223399746
212,Charles,2485,Charles Precinct 01-004,1976,352,62,78,9,15,7,88,95,2485,1,0.7951710261569417,0.14164989939637826,0.024949698189134808,0.03822937625754527,2288,0.031388329979879274,0.0036217303822937627,0.006036217303822937,0.0028169014084507044,0.035412474849094565,0.9207243460764587
213,Charles,3599,Charles Precinct 05-001,2920,525,42,88,22,26,11,106,112,3599,1,0.81133648235621,0.14587385384829119,0.011669908307863295,0.031119755487635455,3346,0.024451236454570716,0.006112809113642679,0.007224228952486802,0.0030564045568213394,0.02945262572936927,0.9297026951931092
214,Charles,2563,Charles Precinct 04-001,2230,242,45,61,12,21,5,42,46,2563,1,0.870074131876707,0.0944206008583691,0.017557549746390948,0.01794771751853297,2422,0.023800234100663287,0.0046820132657042525,0.008193523214982443,0.0019508388607101053,0.016387046429964885,0.944986344127975
215,Charles,2392,Charles Precinct 08-001,1757,508,39,172,18,26,12,160,88,2392,1,0.7345317725752508,0.21237458193979933,0.016304347826086956,0.03678929765886288,2004,0.07190635451505016,0.007525083612040134,0.010869565217391304,0.005016722408026756,0.06688963210702341,0.8377926421404682
216,Charles,2371,Charles Precinct 06-001,1797,407,51,90,13,20,6,118,116,2371,1,0.7579080556727119,0.17165752846900043,0.021509911429776464,0.04892450442851118,2124,0.03795866722901729,0.005482918599746942,0.008435259384226065,0.0025305778152678194,0.04976803036693378,0.8958245466048081
217,Charles,3623,Charles Precinct 06-014,1425,1808,137,309,17,44,16,284,253,3623,1,0.3933204526635385,0.4990339497653878,0.03781396632624896,0.06983163124482474,2953,0.08528843499861993,0.004692243996687827,0.012144631520839083,0.004416229643941485,0.07838807617996135,0.8150703836599503
378,Charles,2571,Charles Precinct 09-002,1957,462,47,89,11,15,13,82,105,2571,1,0.7611824192921043,0.17969661610268378,0.018280824581874758,0.040840140023337225,2361,0.034616880591209646,0.004278490859587709,0.005834305717619603,0.005056398288603656,0.03189420458965383,0.9183197199533255
387,Charles,2356,Charles Precinct 09-001,1447,758,38,127,11,16,7,131,113,2356,1,0.6141765704584041,0.32173174872665533,0.016129032258064516,0.04796264855687606,2064,0.053904923599320885,0.00466893039049236,0.006791171477079796,0.0029711375212224107,0.05560271646859083,0.8760611205432938
454,Charles,3603,Charles Precinct 06-006,1784,1375,224,153,16,39,16,161,220,3603,1,0.49514293644185403,0.38162642242575634,0.062170413544268666,0.06106022758812101,3218,0.042464612822647796,0.004440743824590619,0.010824313072439634,0.004440743824590619,0.0446849847349431,0.8931446017207882
455,Charles,2547,Charles Precinct 06-018,447,1703,133,288,16,50,19,299,264,2547,1,0.17550058892815076,0.6686297605025521,0.05221829603455045,0.10365135453474676,1875,0.11307420494699646,0.006281900274833137,0.01963093835885355,0.00745975657636435,0.11739301138594425,0.7361601884570083
456,Charles,2806,Charles Precinct 06-009,1003,1540,130,157,10,22,16,168,133,2806,1,0.357448325017819,0.5488239486813971,0.04632929436920884,0.0473984319315752,2433,0.05595153243050606,0.003563791874554526,0.007840342124019958,0.005702066999287242,0.05987170349251604,0.8670705630791162
457,Charles,2084,Charles Precinct 06-008,812,1024,129,119,8,21,15,121,119,2084,1,0.3896353166986564,0.491362763915547,0.06190019193857965,0.05710172744721689,1800,0.05710172744721689,0.003838771593090211,0.010076775431861805,0.007197696737044146,0.058061420345489445,0.8637236084452975
458,Charles,2626,Charles Precinct 06-016,1097,1162,173,117,6,21,11,145,194,2626,1,0.41774562071591775,0.4424980959634425,0.06587966488956588,0.07387661843107388,2326,0.04455445544554455,0.002284843869002285,0.007996953541507998,0.004188880426504189,0.05521706016755522,0.8857578065498858
459,Charles,3458,Charles Precinct 06-015,1025,1939,211,155,9,18,15,155,283,3458,1,0.2964141122035859,0.5607287449392713,0.06101792943898207,0.08183921341816079,3106,0.0448235974551764,0.0026026604973973396,0.005205320994794679,0.004337767495662233,0.0448235974551764,0.898207056101793
