,COUNTY,VAP,NAME,WVAP,AG18D,AG18R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG18None,AG18D_pct,AG18R_pct,AG18None_pct
200,Charles,2592,Charles Precinct 03-001,1691,634,635,901,2592,1.0,0.652391975308642,0.34760802469135804,1323,0.24459876543209877,0.24498456790123457,0.5104166666666666
201,Charles,1606,Charles Precinct 02-001,1303,349,516,303,1606,1.0,0.811332503113325,0.18866749688667497,741,0.21731008717310088,0.32129514321295144,0.4613947696139477
202,Charles,3125,Charles Precinct 10-001,1544,987,607,1581,3125,1.0,0.49408,0.50592,1531,0.31584,0.19424,0.48992
203,Charles,2755,Charles Precinct 07-002,1062,1257,322,1693,2755,1.0,0.385480943738657,0.6145190562613431,1176,0.45626134301270416,0.11687840290381125,0.42686025408348455
204,Charles,3366,Charles Precinct 07-003,1393,1455,415,1973,3366,1.0,0.4138443256090315,0.5861556743909685,1496,0.4322638146167558,0.12329174093879976,0.4444444444444444
205,Charles,1655,Charles Precinct 07-001,1311,330,328,344,1655,1.0,0.7921450151057402,0.20785498489425983,997,0.19939577039274925,0.19818731117824773,0.602416918429003
206,Charles,2514,Charles Precinct 07-004,947,1611,317,1567,2514,1.0,0.37669053301511535,0.6233094669848847,586,0.6408114558472554,0.12609387430389818,0.23309466984884647
209,Charles,2440,Charles Precinct 01-002,1878,651,905,562,2440,1.0,0.769672131147541,0.230327868852459,884,0.2668032786885246,0.3709016393442623,0.3622950819672131
210,Charles,1733,Charles Precinct 04-002,1449,311,709,284,1733,1.0,0.8361223312175419,0.16387766878245816,713,0.17945758799769188,0.40911713791113674,0.41142527409117136
211,Charles,2359,Charles Precinct 01-003,1637,844,757,722,2359,1.0,0.6939381093683764,0.3060618906316236,758,0.3577787197965239,0.32089868588384907,0.32132259431962695
212,Charles,2485,Charles Precinct 01-004,1976,563,709,509,2485,1.0,0.7951710261569417,0.20482897384305834,1213,0.22655935613682093,0.2853118712273642,0.4881287726358149
213,Charles,3599,Charles Precinct 05-001,2920,687,986,679,3599,1.0,0.81133648235621,0.18866351764378994,1926,0.19088635732147818,0.2739649902750764,0.5351486524034454
214,Charles,2563,Charles Precinct 04-001,2230,410,970,333,2563,1.0,0.870074131876707,0.12992586812329301,1183,0.15996878657822863,0.37846273897776045,0.46156847444401095
