,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,COMP18D,COMP18R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,COMP18None,COMP18D_pct,COMP18R_pct,COMP18None_pct
200,Charles,2592,Charles Precinct 03-001,1691,785,33,718,495,83,2592,1.0,0.652391975308642,0.3028549382716049,0.01273148148148148,0.03202160493827161,1379,0.2770061728395062,0.1909722222222222,0.5320216049382716
201,Charles,1606,Charles Precinct 02-001,1303,240,25,412,423,38,1606,1.0,0.811332503113325,0.149439601494396,0.015566625155666251,0.023661270236612703,771,0.25653798256537985,0.263387297633873,0.4800747198007472
202,Charles,3125,Charles Precinct 10-001,1544,1367,58,1062,490,156,3125,1.0,0.49408,0.43744,0.01856,0.04992,1573,0.33984,0.1568,0.50336
203,Charles,2755,Charles Precinct 07-002,1062,1428,75,1287,274,190,2755,1.0,0.385480943738657,0.5183303085299455,0.02722323049001815,0.06896551724137931,1194,0.4671506352087114,0.09945553539019963,0.43339382940108895
204,Charles,3366,Charles Precinct 07-003,1393,1646,77,1508,347,250,3366,1.0,0.4138443256090315,0.489007724301842,0.02287581699346405,0.07427213309566251,1511,0.44800950683303625,0.10308972073677956,0.44890077243018417
205,Charles,1655,Charles Precinct 07-001,1311,217,63,364,270,64,1655,1.0,0.7921450151057402,0.1311178247734139,0.038066465256797584,0.03867069486404834,1021,0.2199395770392749,0.16314199395770393,0.6169184290030212
206,Charles,2514,Charles Precinct 07-004,947,1356,87,1633,271,124,2514,1.0,0.37669053301511535,0.5393794749403341,0.034606205250596656,0.049323786793953855,610,0.6495624502784407,0.10779634049323787,0.24264120922832141
209,Charles,2440,Charles Precinct 01-002,1878,409,43,774,714,110,2440,1.0,0.769672131147541,0.16762295081967213,0.01762295081967213,0.045081967213114756,952,0.31721311475409836,0.29262295081967216,0.3901639344262295
210,Charles,1733,Charles Precinct 04-002,1449,198,27,416,556,59,1733,1.0,0.8361223312175419,0.1142527409117138,0.015579919215233698,0.034045008655510675,761,0.2400461627236007,0.3208309290248125,0.43912290825158684
211,Charles,2359,Charles Precinct 01-003,1637,577,62,894,653,83,2359,1.0,0.6939381093683764,0.24459516744383214,0.02628232301822806,0.035184400169563375,812,0.37897414158541753,0.2768122085629504,0.34421364985163205
212,Charles,2485,Charles Precinct 01-004,1976,352,62,654,586,95,2485,1.0,0.7951710261569417,0.14164989939637826,0.024949698189134808,0.03822937625754527,1245,0.2631790744466801,0.2358148893360161,0.5010060362173038
213,Charles,3599,Charles Precinct 05-001,2920,525,42,828,789,112,3599,1.0,0.81133648235621,0.14587385384829119,0.011669908307863295,0.031119755487635455,1982,0.23006390664073353,0.21922756321200335,0.5507085301472632
214,Charles,2563,Charles Precinct 04-001,2230,242,45,569,742,46,2563,1.0,0.870074131876707,0.0944206008583691,0.017557549746390948,0.01794771751853297,1252,0.22200546234881,0.28950448692937963,0.4884900507218104
215,Charles,2392,Charles Precinct 08-001,1757,508,39,1139,866,88,2392,1.0,0.7345317725752508,0.21237458193979933,0.016304347826086956,0.03678929765886288,387,0.4761705685618729,0.3620401337792642,0.16178929765886288
216,Charles,2371,Charles Precinct 06-001,1797,407,51,755,540,116,2371,1.0,0.7579080556727119,0.17165752846900043,0.021509911429776464,0.04892450442851118,1076,0.31843104175453396,0.22775200337410376,0.4538169548713623
217,Charles,3623,Charles Precinct 06-014,1425,1808,137,1917,452,253,3623,1.0,0.3933204526635385,0.4990339497653878,0.03781396632624896,0.06983163124482474,1254,0.5291195142147391,0.12475848744134695,0.3461219983439139
378,Charles,2571,Charles Precinct 09-002,1957,462,47,742,701,105,2571,1.0,0.7611824192921043,0.17969661610268378,0.018280824581874758,0.040840140023337225,1128,0.2886036561649164,0.27265655387008947,0.4387397899649942
387,Charles,2356,Charles Precinct 09-001,1447,758,38,947,522,113,2356,1.0,0.6141765704584041,0.32173174872665533,0.016129032258064516,0.04796264855687606,887,0.40195246179966043,0.22156196943972836,0.3764855687606112
454,Charles,3603,Charles Precinct 06-006,1784,1375,224,1349,411,220,3603,1.0,0.49514293644185403,0.38162642242575634,0.062170413544268666,0.06106022758812101,1843,0.3744102137107966,0.11407160699417153,0.511518179295032
455,Charles,2547,Charles Precinct 06-018,447,1703,133,1967,153,264,2547,1.0,0.17550058892815076,0.6686297605025521,0.05221829603455045,0.10365135453474676,427,0.7722811150372988,0.06007067137809187,0.16764821358460935
456,Charles,2806,Charles Precinct 06-009,1003,1540,130,1193,139,133,2806,1.0,0.357448325017819,0.5488239486813971,0.04632929436920884,0.0473984319315752,1474,0.42516037063435497,0.04953670705630791,0.5253029223093372
457,Charles,2084,Charles Precinct 06-008,812,1024,129,913,158,119,2084,1.0,0.3896353166986564,0.491362763915547,0.06190019193857965,0.05710172744721689,1013,0.43809980806142035,0.07581573896353166,0.486084452975048
458,Charles,2626,Charles Precinct 06-016,1097,1162,173,835,188,194,2626,1.0,0.41774562071591775,0.4424980959634425,0.06587966488956588,0.07387661843107388,1603,0.317974105102818,0.0715917745620716,0.6104341203351105
459,Charles,3458,Charles Precinct 06-015,1025,1939,211,1201,126,283,3458,1.0,0.2964141122035859,0.5607287449392713,0.06101792943898207,0.08183921341816079,2131,0.3473105841526894,0.03643724696356275,0.6162521688837478
460,Charles,1862,Charles Precinct 06-011,599,994,68,1163,187,201,1862,1.0,0.3216970998925886,0.5338345864661654,0.036519871106337275,0.1079484425349087,512,0.6245972073039742,0.1004296455424275,0.2749731471535983
461,Charles,3992,Charles Precinct 06-007,1423,2073,239,1327,215,257,3992,1.0,0.3564629258517034,0.5192885771543087,0.05986973947895791,0.06437875751503006,2450,0.3324148296593186,0.05385771543086172,0.6137274549098196
462,Charles,2617,Charles Precinct 06-005,575,1689,135,1969,150,218,2617,1.0,0.21971723347344288,0.6453954910202522,0.051585785250286585,0.08330149025601834,498,0.7523882307986244,0.0573175391669851,0.19029423003439053
463,Charles,1743,Charles Precinct 06-017,855,725,64,762,177,99,1743,1.0,0.4905335628227194,0.4159495123350545,0.03671830177854274,0.05679862306368331,804,0.43717728055077454,0.10154905335628227,0.4612736660929432
464,Charles,2599,Charles Precinct 06-022,659,1546,211,1153,116,183,2599,1.0,0.2535590611773759,0.5948441708349365,0.08118507118122355,0.07041169680646403,1330,0.44363216621777607,0.044632550981146595,0.5117352828010774
465,Charles,1568,Charles Precinct 06-012,649,712,110,720,135,97,1568,1.0,0.4139030612244898,0.45408163265306123,0.07015306122448979,0.06186224489795918,713,0.45918367346938777,0.08609693877551021,0.45471938775510207
466,Charles,2347,Charles Precinct 08-004,1718,432,78,1687,523,119,2347,1.0,0.731998295696634,0.18406476352790796,0.033233915636983385,0.05070302513847465,137,0.7187899446101406,0.22283766510438857,0.05837239028547082
467,Charles,1345,Charles Precinct 08-005,1032,252,23,135,126,38,1345,1.0,0.7672862453531598,0.18736059479553904,0.017100371747211896,0.02825278810408922,1084,0.10037174721189591,0.09368029739776952,0.8059479553903346
468,Charles,2167,Charles Precinct 08-003,1317,664,85,801,281,101,2167,1.0,0.6077526534379326,0.30641439778495616,0.03922473465620674,0.046608214120904476,1085,0.36963544070143056,0.12967235809875405,0.5006922011998154
