,COUNTY,VAP,NAME,WVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
108,Washington,2005,Washington Precinct 07-002,1820,36,27,17,185,2005,1,0.9077306733167082,0.09226932668329177,1925,0.017955112219451373,0.013466334164588529,0.008478802992518703,0.9600997506234414
109,Washington,2584,Washington Precinct 07-001,2474,34,34,18,110,2584,1,0.9574303405572755,0.04256965944272446,2498,0.013157894736842105,0.013157894736842105,0.00696594427244582,0.9667182662538699
110,Washington,883,Washington Precinct 14-001,858,17,8,9,25,883,1,0.9716874292185731,0.028312570781426953,849,0.01925254813137033,0.009060022650056626,0.010192525481313703,0.9614949037372593
111,Washington,1184,Washington Precinct 14-002,1120,9,13,9,64,1184,1,0.9459459459459459,0.05405405405405406,1153,0.007601351351351352,0.01097972972972973,0.007601351351351352,0.9738175675675675
164,Washington,1945,Washington Precinct 08-000,1896,29,41,41,49,1945,1,0.9748071979434447,0.02519280205655527,1834,0.014910025706940874,0.021079691516709513,0.021079691516709513,0.9429305912596401
167,Washington,1846,Washington Precinct 19-000,1762,25,29,27,84,1846,1,0.9544962080173348,0.04550379198266522,1765,0.013542795232936078,0.01570964247020585,0.014626218851570965,0.9561213434452871
168,Washington,2585,Washington Precinct 06-002,2446,51,62,31,139,2585,1,0.9462282398452612,0.053771760154738876,2441,0.019729206963249517,0.023984526112185687,0.011992263056092843,0.944294003868472
169,Washington,2120,Washington Precinct 06-001,2021,50,38,25,99,2120,1,0.9533018867924529,0.046698113207547166,2007,0.02358490566037736,0.017924528301886792,0.01179245283018868,0.9466981132075472
170,Washington,2992,Washington Precinct 16-000,2783,57,39,44,209,2992,1,0.9301470588235294,0.06985294117647059,2852,0.019050802139037433,0.01303475935828877,0.014705882352941176,0.9532085561497327
171,Washington,3446,Washington Precinct 02-000,3270,69,69,35,176,3446,1,0.9489262913522926,0.05107370864770749,3273,0.020023215322112594,0.020023215322112594,0.010156703424260012,0.9497968659315148
172,Washington,3981,Washington Precinct 23-000,3821,48,55,40,160,3981,1,0.9598090931926652,0.04019090680733484,3838,0.012057272042200452,0.013815624215021352,0.01004772670183371,0.9640793770409445
173,Washington,2569,Washington Precinct 26-003,2433,52,58,28,136,2569,1,0.9470611132736473,0.05293888672635266,2431,0.02024133904242896,0.022576878162709226,0.010899182561307902,0.9462826002335539
174,Washington,3543,Washington Precinct 26-001,3247,49,51,31,296,3543,1,0.9164549816539656,0.08354501834603444,3412,0.013830087496471917,0.014394580863674851,0.008749647191645497,0.9630256844482077
175,Washington,2281,Washington Precinct 26-002,2020,56,41,19,261,2281,1,0.8855765015344147,0.11442349846558526,2165,0.024550635686102586,0.01797457255589654,0.008329679964927663,0.9491451117930733
176,Washington,2361,Washington Precinct 10-002,1969,73,31,19,392,2361,1,0.833968657348581,0.1660313426514189,2238,0.030919102075391783,0.013130029648454045,0.008047437526471834,0.9479034307496823
177,Washington,1736,Washington Precinct 03-004,1327,17,9,6,409,1736,1,0.7644009216589862,0.23559907834101382,1704,0.009792626728110598,0.005184331797235023,0.0034562211981566822,0.9815668202764977
178,Washington,2009,Washington Precinct 03-003,1620,26,24,16,389,2009,1,0.8063713290194127,0.19362867098058736,1943,0.012941762070681932,0.011946241911398706,0.007964161274265804,0.9671478347436535
179,Washington,1404,Washington Precinct 03-002,1228,20,19,30,176,1404,1,0.8746438746438746,0.12535612535612536,1335,0.014245014245014245,0.013532763532763533,0.021367521367521368,0.9508547008547008
180,Washington,2964,Washington Precinct 13-001,2854,45,46,21,110,2964,1,0.9628879892037787,0.037112010796221326,2852,0.015182186234817813,0.0155195681511471,0.00708502024291498,0.9622132253711201
181,Washington,2396,Washington Precinct 25-004,1777,34,25,9,619,2396,1,0.741652754590985,0.25834724540901505,2328,0.014190317195325543,0.010434056761268781,0.0037562604340567614,0.9716193656093489
182,Washington,2917,Washington Precinct 25-002,2460,37,20,15,457,2917,1,0.8433321906067878,0.1566678093932122,2845,0.012684264655467946,0.006856359273225917,0.005142269454919438,0.9753171066163867
183,Washington,1556,Washington Precinct 13-002,1358,39,19,22,198,1556,1,0.8727506426735219,0.12724935732647816,1476,0.02506426735218509,0.012210796915167094,0.014138817480719794,0.9485861182519281
184,Washington,947,Washington Precinct 10-004,919,27,27,14,28,947,1,0.9704329461457233,0.029567053854276663,879,0.028511087645195353,0.028511087645195353,0.014783526927138331,0.928194297782471
185,Washington,4870,Washington Precinct 10-001,3171,62,39,34,1699,4870,1,0.651129363449692,0.34887063655030803,4735,0.01273100616016427,0.008008213552361396,0.006981519507186858,0.9722792607802875
186,Washington,1255,Washington Precinct 03-001,1023,39,13,10,232,1255,1,0.8151394422310757,0.1848605577689243,1193,0.031075697211155377,0.010358565737051793,0.00796812749003984,0.950597609561753
187,Washington,1160,Washington Precinct 25-001,490,44,3,1,670,1160,1,0.4224137931034483,0.5775862068965517,1112,0.03793103448275862,0.002586206896551724,0.0008620689655172414,0.9586206896551724
188,Washington,2628,Washington Precinct 22-001,1978,30,23,21,650,2628,1,0.7526636225266362,0.24733637747336376,2554,0.01141552511415525,0.008751902587519025,0.007990867579908675,0.971841704718417
189,Washington,2275,Washington Precinct 22-002,1694,43,29,17,581,2275,1,0.7446153846153846,0.2553846153846154,2186,0.018901098901098902,0.012747252747252748,0.0074725274725274725,0.9608791208791209
190,Washington,1661,Washington Precinct 10-003,1445,32,39,12,216,1661,1,0.8699578567128236,0.1300421432871764,1578,0.01926550270921132,0.023479831426851294,0.007224563515954244,0.9500301023479831
191,Washington,2430,Washington Precinct 21-002,1997,49,48,37,433,2430,1,0.8218106995884774,0.17818930041152264,2296,0.020164609053497942,0.019753086419753086,0.015226337448559672,0.9448559670781893
192,Washington,1170,Washington Precinct 21-003,1051,49,35,24,119,1170,1,0.8982905982905983,0.10170940170940171,1062,0.04188034188034188,0.029914529914529916,0.020512820512820513,0.9076923076923077
193,Washington,2431,Washington Precinct 27-001,2230,61,56,31,201,2431,1,0.9173179761415056,0.08268202385849445,2283,0.02509255450431921,0.023035787741670095,0.012751953928424516,0.9391197038255862
194,Washington,2591,Washington Precinct 21-001,2125,50,45,39,466,2591,1,0.8201466615206484,0.17985333847935162,2457,0.0192975685063682,0.01736781165573138,0.015052103434967195,0.9482825164029333
