,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
108,Washington,2005,Washington Precinct 07-002,1820,74,68,36,27,17,43,2005,1,0.9077306733167082,0.03690773067331671,0.03391521197007481,0.02144638403990025,1925,0.017955112219451373,0.013466334164588529,0.008478802992518703,0.9600997506234414
109,Washington,2584,Washington Precinct 07-001,2474,27,53,34,34,18,30,2584,1,0.9574303405572755,0.01044891640866873,0.020510835913312694,0.011609907120743035,2498,0.013157894736842105,0.013157894736842105,0.00696594427244582,0.9667182662538699
110,Washington,883,Washington Precinct 14-001,858,4,13,17,8,9,8,883,1,0.9716874292185731,0.004530011325028313,0.014722536806342015,0.009060022650056626,849,0.01925254813137033,0.009060022650056626,0.010192525481313703,0.9614949037372593
111,Washington,1184,Washington Precinct 14-002,1120,27,11,9,13,9,26,1184,1,0.9459459459459459,0.022804054054054054,0.009290540540540541,0.02195945945945946,1153,0.007601351351351352,0.01097972972972973,0.007601351351351352,0.9738175675675675
164,Washington,1945,Washington Precinct 08-000,1896,12,22,29,41,41,15,1945,1,0.9748071979434447,0.006169665809768638,0.011311053984575836,0.007712082262210797,1834,0.014910025706940874,0.021079691516709513,0.021079691516709513,0.9429305912596401
167,Washington,1846,Washington Precinct 19-000,1762,32,26,25,29,27,26,1846,1,0.9544962080173348,0.01733477789815818,0.014084507042253521,0.014084507042253521,1765,0.013542795232936078,0.01570964247020585,0.014626218851570965,0.9561213434452871
168,Washington,2585,Washington Precinct 06-002,2446,42,53,51,62,31,44,2585,1,0.9462282398452612,0.016247582205029015,0.020502901353965184,0.01702127659574468,2441,0.019729206963249517,0.023984526112185687,0.011992263056092843,0.944294003868472
169,Washington,2120,Washington Precinct 06-001,2021,32,40,50,38,25,27,2120,1,0.9533018867924529,0.01509433962264151,0.018867924528301886,0.012735849056603774,2007,0.02358490566037736,0.017924528301886792,0.01179245283018868,0.9466981132075472
170,Washington,2992,Washington Precinct 16-000,2783,43,50,57,39,44,116,2992,1,0.9301470588235294,0.014371657754010695,0.016711229946524065,0.03877005347593583,2852,0.019050802139037433,0.01303475935828877,0.014705882352941176,0.9532085561497327
171,Washington,3446,Washington Precinct 02-000,3270,71,36,69,69,35,69,3446,1,0.9489262913522926,0.02060359837492745,0.01044689495066744,0.020023215322112594,3273,0.020023215322112594,0.020023215322112594,0.010156703424260012,0.9497968659315148
172,Washington,3981,Washington Precinct 23-000,3821,55,63,48,55,40,42,3981,1,0.9598090931926652,0.013815624215021352,0.015825169555388093,0.010550113036925395,3838,0.012057272042200452,0.013815624215021352,0.01004772670183371,0.9640793770409445
173,Washington,2569,Washington Precinct 26-003,2433,34,35,52,58,28,67,2569,1,0.9470611132736473,0.013234721681588166,0.013623978201634877,0.026080186843129623,2431,0.02024133904242896,0.022576878162709226,0.010899182561307902,0.9462826002335539
