,COUNTYFP20,VAP,Precinct,WVAP,BVAP,HVAP,ASIANVAP,BMAY21PAG,BMAY21PAC,BMAY21PKJ,BMAY21PMW,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,ASIANVAP_pct,OVAP_pct,BMAY21PNone,BMAY21PAG_pct,BMAY21PAC_pct,BMAY21PKJ_pct,BMAY21PMW_pct,BMAY21PNone_pct
1161,025,1657,"WARD 13, PRECINCT 6",629,291,340,119,64,79,50,94,278,1657,1,0.3796016898008449,0.1756185878092939,0.2051901025950513,0.07181653590826795,0.16777308388654194,1370,0.03862401931200966,0.04767652383826192,0.030175015087507542,0.056729028364514184,0.8267954133977067
1162,025,2697,"WARD 21, PRECINCT 4",1321,84,335,780,12,23,11,83,177,2697,1,0.4898034853540971,0.03114571746384872,0.12421208750463478,0.289210233592881,0.06562847608453838,2568,0.004449388209121246,0.008527994067482388,0.004078605858361142,0.030774935113088618,0.9521690767519466
1163,025,1208,"WARD 15, PRECINCT 6",329,109,160,537,73,26,28,61,73,1208,1,0.2723509933774834,0.0902317880794702,0.13245033112582782,0.4445364238410596,0.060430463576158944,1020,0.060430463576158944,0.02152317880794702,0.023178807947019868,0.050496688741721855,0.8443708609271523
1164,025,1612,"WARD 7, PRECINCT 1",1504,5,46,22,299,40,19,55,35,1612,1,0.9330024813895782,0.003101736972704715,0.028535980148883373,0.013647642679900745,0.021712158808933003,1199,0.18548387096774194,0.02481389578163772,0.011786600496277916,0.034119106699751864,0.7437965260545906
1165,025,1867,"WARD 16, PRECINCT 4",520,456,233,489,72,71,67,94,169,1867,1,0.2785216925549009,0.24424209962506696,0.12479914301017675,0.2619175147295126,0.09051955008034279,1563,0.0385645420460632,0.03802892340653455,0.035886448848419926,0.05034815211569363,0.8371719335832887
1166,025,1419,"WARD 16, PRECINCT 7",999,125,83,108,343,53,43,83,104,1419,1,0.7040169133192389,0.08809020436927413,0.058491895701198025,0.07610993657505286,0.07329105003523609,897,0.24171952078928824,0.037350246652572236,0.030303030303030304,0.058491895701198025,0.6321353065539113
1167,025,1870,"WARD 19, PRECINCT 6",1408,91,137,128,52,256,75,380,106,1870,1,0.7529411764705882,0.04866310160427807,0.0732620320855615,0.06844919786096257,0.05668449197860963,1107,0.027807486631016044,0.13689839572192514,0.040106951871657755,0.20320855614973263,0.5919786096256684
1168,025,1037,"WARD 17, PRECINCT 7",50,703,153,28,10,59,79,21,103,1037,1,0.048216007714561235,0.6779170684667309,0.14754098360655737,0.02700096432015429,0.09932497589199614,868,0.009643201542912247,0.05689488910318226,0.07618129218900675,0.020250723240115717,0.837029893924783
1169,025,1555,"WARD 14, PRECINCT 10",31,836,537,16,16,77,127,43,135,1555,1,0.019935691318327974,0.5376205787781351,0.34533762057877815,0.010289389067524116,0.08681672025723473,1292,0.010289389067524116,0.049517684887459806,0.08167202572347267,0.02765273311897106,0.8308681672025724
1170,025,2661,"WARD 9, PRECINCT 2",1580,307,346,303,63,203,83,191,125,2661,1,0.5937617437053739,0.11537016159338595,0.13002630590003758,0.11386696730552424,0.04697482149567832,2121,0.02367531003382187,0.07628711010898158,0.0311912814731304,0.07177752724539646,0.7970687711386697
1171,025,1523,"WARD 17, PRECINCT 8",96,914,353,43,23,114,120,47,117,1523,1,0.06303348653972422,0.6001313197636244,0.23177938279711097,0.028233749179251477,0.07682206172028891,1219,0.015101772816808929,0.07485226526592252,0.07879185817465528,0.030860144451739988,0.8003939592908733
1172,025,2571,"WARD 16, PRECINCT 6",657,708,270,781,110,100,98,110,155,2571,1,0.2555425904317386,0.27537922987164526,0.10501750291715285,0.3037728510307273,0.0602878257487359,2153,0.04278490859587709,0.038895371450797356,0.03811746402178141,0.04278490859587709,0.8374173473356671
1173,025,3310,"WARD 14, PRECINCT 2",121,2005,803,34,19,129,265,61,347,3310,1,0.036555891238670694,0.6057401812688822,0.24259818731117824,0.01027190332326284,0.10483383685800604,2836,0.005740181268882176,0.03897280966767372,0.08006042296072508,0.018429003021148038,0.856797583081571
1174,025,1652,"WARD 18, PRECINCT 9",760,413,372,55,113,108,104,224,52,1652,1,0.4600484261501211,0.25,0.22518159806295399,0.033292978208232446,0.031476997578692496,1103,0.06840193704600485,0.06537530266343826,0.06295399515738499,0.13559322033898305,0.6676755447941889
1175,025,2290,"WARD 2, PRECINCT 6",1826,44,107,247,287,118,38,208,66,2290,1,0.7973799126637554,0.01921397379912664,0.046724890829694325,0.10786026200873362,0.028820960698689956,1639,0.12532751091703057,0.05152838427947598,0.016593886462882096,0.09082969432314411,0.7157205240174672
1176,025,2595,"WARD 9, PRECINCT 5",501,1153,551,202,22,105,324,133,188,2595,1,0.1930635838150289,0.4443159922928709,0.21233140655105973,0.07784200385356455,0.07244701348747591,2011,0.008477842003853564,0.04046242774566474,0.12485549132947976,0.051252408477842,0.77495183044316
1177,025,2057,"WARD 19, PRECINCT 10",946,454,467,68,89,135,105,361,122,2057,1,0.45989304812834225,0.22070977151191054,0.22702965483714146,0.03305785123966942,0.05930967428293631,1367,0.04326689353427322,0.06562955760816723,0.05104521147301896,0.1754982984929509,0.6645600388915897
1178,025,2087,"WARD 22, PRECINCT 10",1540,79,167,212,74,55,45,207,89,2087,1,0.7379012937230475,0.03785337805462386,0.08001916626736943,0.10158121705797796,0.04264494489698131,1706,0.03545759463344514,0.02635361763296598,0.02156205079060853,0.09918543363679923,0.8174413033061811
1179,025,3468,"WARD 4, PRECINCT 6",1904,244,346,819,26,42,53,96,155,3468,1,0.5490196078431373,0.07035755478662054,0.09976931949250288,0.23615916955017302,0.04469434832756632,3251,0.007497116493656286,0.012110726643598616,0.015282583621683967,0.02768166089965398,0.9374279123414071
1180,025,1608,"WARD 12, PRECINCT 4",139,921,436,16,14,55,148,57,96,1608,1,0.08644278606965174,0.5727611940298507,0.27114427860696516,0.009950248756218905,0.05970149253731343,1334,0.008706467661691543,0.034203980099502485,0.09203980099502487,0.03544776119402985,0.8296019900497512
1181,025,791,"WARD 8, PRECINCT 6",110,153,191,19,12,23,15,27,318,791,1,0.1390644753476612,0.1934260429835651,0.24146649810366624,0.02402022756005057,0.4020227560050569,714,0.015170670037926675,0.029077117572692796,0.018963337547408345,0.03413400758533502,0.9026548672566371
1182,025,1683,"WARD 22, PRECINCT 6",1060,28,167,312,48,47,20,110,116,1683,1,0.6298276886512181,0.016636957813428402,0.0992275698158051,0.18538324420677363,0.0689245395127748,1458,0.0285204991087344,0.027926322043969103,0.011883541295306001,0.06535947712418301,0.8663101604278075
1183,025,2087,"WARD 4, PRECINCT 1",1641,80,148,124,76,178,44,263,94,2087,1,0.7862961188308577,0.03833253473885961,0.07091518926689028,0.05941542884523239,0.045040728318160035,1526,0.03641590800191662,0.08528988979396263,0.021082894106372783,0.12601820795400095,0.731193100143747
1184,025,1421,"WARD 13, PRECINCT 4",117,622,432,23,9,49,84,33,227,1421,1,0.08233638282899367,0.43771991555242784,0.3040112596762843,0.01618578465869106,0.1597466572836031,1246,0.0063335679099225895,0.034482758620689655,0.059113300492610835,0.02322308233638283,0.8768472906403941
1185,025,3113,"WARD 21, PRECINCT 8",1829,75,266,760,12,61,31,171,183,3113,1,0.5875361387728879,0.024092515258592996,0.08544812078380983,0.24413748795374238,0.05878573723096691,2838,0.0038548024413748794,0.019595245743655638,0.009958239640218438,0.05493093478959203,0.911660777385159
1186,025,3146,"WARD 10, PRECINCT 4",938,356,571,1107,39,29,134,135,174,3146,1,0.29815638906548,0.11315956770502225,0.18150031786395424,0.3518753973299428,0.05530832803560076,2809,0.012396694214876033,0.009218054672600126,0.04259376986649714,0.04291163382072473,0.892879847425302
1187,025,1948,"WARD 14, PRECINCT 4",111,1047,510,37,20,76,133,59,243,1948,1,0.056981519507186856,0.5374743326488707,0.2618069815195072,0.018993839835728953,0.12474332648870637,1660,0.01026694045174538,0.039014373716632446,0.06827515400410678,0.030287474332648872,0.8521560574948666
1188,025,991,"WARD 14, PRECINCT 12",27,645,215,11,5,38,92,21,93,991,1,0.027245206861755803,0.6508577194752775,0.21695257315842584,0.011099899091826439,0.09384460141271443,835,0.005045408678102927,0.03834510595358224,0.09283551967709384,0.02119071644803229,0.8425832492431887
1189,025,1622,"WARD 21, PRECINCT 14",1135,50,122,224,16,38,16,93,91,1622,1,0.6997533908754624,0.030826140567200986,0.0752157829839704,0.1381011097410604,0.056103575832305796,1459,0.009864364981504316,0.02342786683107275,0.009864364981504316,0.05733662145499383,0.8995067817509248
1190,025,2590,"WARD 10, PRECINCT 5",1513,237,257,442,27,56,59,96,141,2590,1,0.5841698841698841,0.09150579150579151,0.09922779922779923,0.17065637065637065,0.05444015444015444,2352,0.010424710424710425,0.021621621621621623,0.02277992277992278,0.037065637065637064,0.9081081081081082
1191,025,1706,"WARD 19, PRECINCT 5",1117,189,233,101,43,165,69,277,66,1706,1,0.6547479484173505,0.11078546307151231,0.1365767878077374,0.05920281359906213,0.038686987104337635,1152,0.025205158264947247,0.09671746776084408,0.04044548651817116,0.1623681125439625,0.675263774912075
1192,025,995,"WARD 15, PRECINCT 3",129,374,185,50,16,21,47,26,257,995,1,0.12964824120603016,0.3758793969849246,0.18592964824120603,0.05025125628140704,0.25829145728643216,885,0.016080402010050253,0.021105527638190954,0.04723618090452261,0.02613065326633166,0.8894472361809045
1193,025,1450,"WARD 15, PRECINCT 7",142,598,338,59,25,53,78,48,313,1450,1,0.09793103448275862,0.4124137931034483,0.23310344827586207,0.04068965517241379,0.21586206896551724,1246,0.017241379310344827,0.036551724137931035,0.05379310344827586,0.03310344827586207,0.8593103448275862
1194,025,1101,"WARD 20, PRECINCT 18",882,55,52,86,192,94,36,147,26,1101,1,0.8010899182561307,0.049954586739327886,0.047229791099000905,0.07811080835603997,0.023614895549500452,632,0.17438692098092642,0.08537693006357856,0.0326975476839237,0.1335149863760218,0.5740236148955495
1195,025,1858,"WARD 20, PRECINCT 1",1548,94,85,69,168,123,52,271,62,1858,1,0.8331539289558665,0.05059203444564048,0.045748116254036596,0.03713670613562971,0.03336921420882669,1244,0.09041980624327234,0.06620021528525297,0.02798708288482239,0.1458557588805167,0.6695371367061357
1196,025,1631,"WARD 17, PRECINCT 6",330,706,303,138,48,142,100,80,154,1631,1,0.2023298589822195,0.4328632740649908,0.18577559779276517,0.08461066830165542,0.0944206008583691,1261,0.029429797670141016,0.08706315144083385,0.061312078479460456,0.049049662783568364,0.7731453096259964
1197,025,1987,"WARD 17, PRECINCT 10",92,1387,278,68,14,120,161,44,162,1987,1,0.0463009562154001,0.6980372420734776,0.13990941117262204,0.034222445898339206,0.08152994464016104,1648,0.007045797684952189,0.06039255158530448,0.08102667337695017,0.02214393558127831,0.8293910417715148
1198,025,1119,"WARD 11, PRECINCT 9",815,49,112,71,26,129,54,223,72,1119,1,0.7283288650580876,0.043789097408400354,0.10008936550491511,0.06344950848972297,0.064343163538874,687,0.02323503127792672,0.11528150134048257,0.04825737265415549,0.19928507596067918,0.613941018766756
1199,025,5062,"WARD 4, PRECINCT 9",2765,537,595,784,8,8,37,27,381,5062,1,0.5462267878308968,0.10608455156064797,0.11754247333069932,0.15487949427103911,0.0752666930067167,4982,0.0015804030027657052,0.0015804030027657052,0.0073093638877913866,0.005333860134334255,0.9841959699723429
1200,025,835,"WARD 20, PRECINCT 11",692,18,38,65,170,69,20,170,22,835,1,0.8287425149700599,0.02155688622754491,0.045508982035928146,0.07784431137724551,0.026347305389221556,406,0.20359281437125748,0.08263473053892216,0.023952095808383235,0.20359281437125748,0.48622754491017967
1201,025,2281,"WARD 18, PRECINCT 6",88,1679,355,17,35,132,366,94,142,2281,1,0.03857957036387549,0.7360806663743972,0.15563349408154317,0.007452871547566856,0.06225339763261727,1654,0.015344147303814117,0.05786935554581324,0.16045594037702762,0.041209995615957916,0.7251205611573871
1202,025,1485,"WARD 14, PRECINCT 6",51,900,369,21,13,67,103,28,144,1485,1,0.03434343434343434,0.6060606060606061,0.24848484848484848,0.014141414141414142,0.09696969696969697,1274,0.008754208754208754,0.04511784511784512,0.06936026936026936,0.018855218855218854,0.857912457912458
1225,025,2269,"WARD 20, PRECINCT 3",1191,375,364,244,236,51,69,183,95,2269,1,0.5249008373732922,0.16527104451300131,0.1604230938739533,0.10753635962979285,0.04186866460996033,1730,0.10401057734684883,0.02247686205376818,0.030409872190392245,0.08065226972234464,0.7624504186866461
1226,025,2286,"WARD 20, PRECINCT 10",1528,215,240,240,409,125,57,249,63,2286,1,0.668416447944007,0.09405074365704287,0.10498687664041995,0.10498687664041995,0.027559055118110236,1446,0.178915135608049,0.05468066491688539,0.024934383202099737,0.1089238845144357,0.6325459317585301
1227,025,1892,"WARD 18, PRECINCT 7",415,650,651,83,60,134,120,134,93,1892,1,0.21934460887949261,0.34355179704016914,0.3440803382663848,0.04386892177589852,0.04915433403805497,1444,0.03171247357293869,0.0708245243128964,0.06342494714587738,0.0708245243128964,0.7632135306553911
1228,025,1478,"WARD 14, PRECINCT 5",21,1148,210,12,13,40,112,36,87,1478,1,0.014208389715832206,0.7767253044654939,0.14208389715832206,0.008119079837618403,0.05886332882273342,1277,0.008795669824086604,0.02706359945872801,0.07577807848443843,0.02435723951285521,0.8640054127198917
1229,025,1789,"WARD 16, PRECINCT 9",1560,30,45,103,533,55,24,80,51,1789,1,0.8719955282280604,0.016769144773616546,0.02515371716042482,0.05757406372275014,0.02850754611514813,1097,0.29793180547792064,0.030743432084963666,0.013415315818893237,0.044717719396310786,0.6131917272219117
1230,025,1827,"WARD 16, PRECINCT 10",1252,188,106,206,343,37,24,75,75,1827,1,0.6852764094143404,0.10290093048713739,0.058018609742747675,0.11275314723590586,0.041050903119868636,1348,0.18773946360153257,0.020251778872468526,0.013136288998357963,0.041050903119868636,0.7378215654077723
1231,025,1913,"WARD 7, PRECINCT 10",300,435,380,91,22,43,72,43,707,1913,1,0.15682174594877157,0.22739153162571876,0.1986408782017773,0.04756926293779404,0.36957658128593834,1733,0.01150026136957658,0.02247778358599059,0.03763721902770518,0.02247778358599059,0.905906952430737
1232,025,1158,"WARD 17, PRECINCT 12",142,726,141,53,39,85,141,33,96,1158,1,0.1226252158894646,0.6269430051813472,0.12176165803108809,0.045768566493955096,0.08290155440414508,860,0.03367875647668394,0.07340241796200346,0.12176165803108809,0.02849740932642487,0.7426597582037997
1233,025,1581,"WARD 20, PRECINCT 9",984,151,301,54,167,85,41,264,91,1581,1,0.6223908918406073,0.09550917141049968,0.19038583175205567,0.03415559772296015,0.05755850727387729,1024,0.105629348513599,0.053763440860215055,0.025932953826691967,0.16698292220113853,0.6476913345983555
1234,025,3713,"WARD 3, PRECINCT 1",3194,64,172,158,267,147,72,324,125,3713,1,0.8602208456773498,0.01723673579315917,0.04632372744411527,0.0425531914893617,0.033665499596014004,2903,0.07190950713708591,0.03959062752491247,0.019391327767304067,0.0872609749528683,0.7818475626178293
1235,025,2279,"WARD 2, PRECINCT 1",1955,20,114,116,226,109,57,236,74,2279,1,0.8578323826239579,0.008775778850372971,0.050021939447125935,0.05089951733216323,0.03247038174637999,1651,0.09916630100921457,0.04782799473453269,0.025010969723562967,0.10355419043440105,0.7244405440982887
1236,025,9246,"WARD 6, PRECINCT 1",6763,401,774,887,283,262,122,543,421,9246,1,0.7314514384598746,0.043370105991780226,0.0837118754055808,0.09593337659528445,0.04553320354747999,8036,0.030607830413151633,0.028336577979666884,0.013194895089768548,0.05872809863724854,0.8691325978801644
1237,025,3848,"WARD 22, PRECINCT 1",2011,234,529,834,71,64,37,187,240,3848,1,0.5226091476091476,0.060810810810810814,0.13747401247401247,0.21673596673596673,0.062370062370062374,3489,0.018451143451143452,0.016632016632016633,0.009615384615384616,0.0485966735966736,0.9067047817047817
1238,025,7203,"WARD 3, PRECINCT 6",5319,292,427,901,205,222,117,506,264,7203,1,0.738442315701791,0.040538664445369986,0.05928085519922255,0.1250867694016382,0.036651395251978344,6153,0.028460363737331667,0.030820491461890878,0.01624323198667222,0.07024850756629182,0.8542274052478134
1239,025,2441,"WARD 21, PRECINCT 7",1155,207,386,567,27,54,31,146,126,2441,1,0.4731667349446948,0.08480131093814011,0.15813191315034822,0.2322818517001229,0.05161818926669398,2183,0.01106104055714871,0.02212208111429742,0.012699713232281851,0.05981155264235969,0.8943056124539124
1240,025,2141,"WARD 21, PRECINCT 10",1254,176,261,346,18,32,47,130,104,2141,1,0.5857076132648296,0.08220457730032694,0.1219056515646894,0.16160672582905183,0.04857543204110229,1914,0.008407286314806165,0.014946286781877626,0.021952358710882764,0.06071929005137786,0.8939747781410555
1241,025,5437,"WARD 9, PRECINCT 4",1737,966,1146,1305,12,48,149,106,283,5437,1,0.31947765311752807,0.17767151002391024,0.2107780025749494,0.24002207099503403,0.05205076328857826,5122,0.002207099503402612,0.008828398013610447,0.027404818833915764,0.01949604561338974,0.9420636380356815
1242,025,2235,"WARD 20, PRECINCT 16",1615,151,226,177,401,70,62,213,66,2235,1,0.7225950782997763,0.06756152125279642,0.10111856823266219,0.07919463087248323,0.02953020134228188,1489,0.17941834451901567,0.03131991051454139,0.02774049217002237,0.0953020134228188,0.6662192393736018
1243,025,1442,"WARD 14, PRECINCT 8",98,1003,245,20,23,92,143,49,76,1442,1,0.06796116504854369,0.6955617198335645,0.16990291262135923,0.013869625520110958,0.052704576976421634,1135,0.0159500693481276,0.0638002773925104,0.09916782246879334,0.03398058252427184,0.7871012482662968
1244,025,2949,"WARD 18, PRECINCT 19",792,1339,595,89,206,124,223,186,134,2949,1,0.2685656154628688,0.4540522210918956,0.20176330959647337,0.030179721939640556,0.04543913190912174,2210,0.06985418786029163,0.0420481519159037,0.0756188538487623,0.06307222787385554,0.7494065785011869
1245,025,4203,"WARD 8, PRECINCT 2",2076,777,616,559,62,225,107,194,175,4203,1,0.4939329050678087,0.18486795146324053,0.14656197953842492,0.13300023792529145,0.04163692600523436,3615,0.014751368070425886,0.05353319057815846,0.025458006186057577,0.046157506542945516,0.8600999286224126
1246,025,2754,"WARD 18, PRECINCT 20",1257,729,475,95,373,61,120,171,198,2754,1,0.4564270152505447,0.2647058823529412,0.17247639796659406,0.03449527959331881,0.0718954248366013,2029,0.135439360929557,0.02214960058097313,0.04357298474945534,0.06209150326797386,0.7367465504720406
1247,025,2244,"WARD 2, PRECINCT 7",1758,74,132,208,213,74,46,183,72,2244,1,0.7834224598930482,0.03297682709447415,0.058823529411764705,0.09269162210338681,0.03208556149732621,1728,0.09491978609625669,0.03297682709447415,0.020499108734402853,0.08155080213903744,0.7700534759358288
1248,025,13099,"WARD 3, PRECINCT 8",6121,664,1008,4881,162,189,342,743,425,13099,1,0.4672875792045194,0.05069089243453699,0.07695243911748989,0.3726238644171311,0.03244522482632262,11663,0.012367356286739446,0.014428582334529353,0.026108863272005498,0.05672188716695931,0.8903733109397663
1249,025,2476,"WARD 18, PRECINCT 18",573,1082,680,42,132,61,187,142,99,2476,1,0.231421647819063,0.4369951534733441,0.27463651050080773,0.016962843295638127,0.03998384491114701,1954,0.05331179321486268,0.024636510500807753,0.07552504038772213,0.05735056542810985,0.7891760904684976
1250,025,1289,"WARD 19, PRECINCT 3",1011,46,70,110,25,145,55,245,52,1289,1,0.7843289371605896,0.035686578743211794,0.05430566330488751,0.08533747090768037,0.04034134988363072,819,0.019394879751745538,0.11249030256012413,0.04266873545384019,0.19006982156710628,0.6353762606671839
1251,025,1140,"WARD 16, PRECINCT 2",566,96,90,321,139,41,21,78,67,1140,1,0.4964912280701754,0.08421052631578947,0.07894736842105263,0.28157894736842104,0.058771929824561406,861,0.12192982456140351,0.035964912280701755,0.018421052631578946,0.06842105263157895,0.7552631578947369
1252,025,5358,"WARD 3, PRECINCT 5",3433,200,379,1121,151,174,109,402,225,5358,1,0.6407241508025383,0.03732736095558044,0.07073534901082494,0.20921985815602837,0.041993281075028,4522,0.028182157521463233,0.032474804031354984,0.02034341172079134,0.07502799552071669,0.8439716312056738
1253,025,2508,"WARD 1, PRECINCT 4",1027,92,1142,141,51,35,40,73,106,2508,1,0.4094896331738437,0.03668261562998405,0.45534290271132377,0.056220095693779906,0.04226475279106858,2309,0.02033492822966507,0.013955342902711323,0.01594896331738437,0.029106858054226477,0.9206539074960127
1254,025,1980,"WARD 1, PRECINCT 1",1273,45,484,68,85,92,49,152,110,1980,1,0.6429292929292929,0.022727272727272728,0.24444444444444444,0.03434343434343434,0.05555555555555555,1602,0.04292929292929293,0.046464646464646465,0.024747474747474747,0.07676767676767676,0.8090909090909091
1255,025,2225,"WARD 20, PRECINCT 17",1737,72,150,174,458,136,42,256,92,2225,1,0.7806741573033708,0.032359550561797755,0.06741573033707865,0.07820224719101124,0.04134831460674157,1333,0.20584269662921348,0.06112359550561798,0.01887640449438202,0.1150561797752809,0.5991011235955056
1256,025,2145,"WARD 19, PRECINCT 7",1182,196,461,199,45,192,93,315,107,2145,1,0.551048951048951,0.09137529137529138,0.21491841491841493,0.09277389277389278,0.049883449883449886,1500,0.02097902097902098,0.08951048951048951,0.043356643356643354,0.14685314685314685,0.6993006993006993
1257,025,5977,"WARD 21, PRECINCT 16",4464,319,456,530,46,93,49,189,208,5977,1,0.7468629747364899,0.053371256483185546,0.07629245440856618,0.08867324744855279,0.03480006692320562,5600,0.007696168646478166,0.015559645307010206,0.008198092688639786,0.031621214656182034,0.9369248787016898
1258,025,1458,"WARD 1, PRECINCT 14",639,129,559,84,106,20,39,67,47,1458,1,0.4382716049382716,0.08847736625514403,0.3834019204389575,0.05761316872427984,0.03223593964334705,1226,0.07270233196159122,0.013717421124828532,0.026748971193415638,0.045953360768175584,0.840877914951989
1260,025,1804,"WARD 18, PRECINCT 11",383,771,503,67,41,63,120,106,80,1804,1,0.2123059866962306,0.42738359201773835,0.27882483370288247,0.03713968957871397,0.04434589800443459,1474,0.022727272727272728,0.03492239467849224,0.06651884700665188,0.058758314855875834,0.8170731707317073
1261,025,1824,"WARD 7, PRECINCT 5",1412,54,159,141,109,45,29,99,58,1824,1,0.7741228070175439,0.029605263157894735,0.08717105263157894,0.07730263157894737,0.03179824561403509,1542,0.05975877192982456,0.024671052631578948,0.015899122807017545,0.054276315789473686,0.8453947368421053
1262,025,1328,"WARD 18, PRECINCT 13",236,642,362,20,43,46,83,66,68,1328,1,0.17771084337349397,0.48343373493975905,0.27259036144578314,0.015060240963855422,0.05120481927710843,1090,0.03237951807228916,0.03463855421686747,0.0625,0.04969879518072289,0.8207831325301205
1263,025,1832,"WARD 19, PRECINCT 2",1441,99,115,108,136,215,93,277,69,1832,1,0.7865720524017468,0.05403930131004367,0.06277292576419213,0.05895196506550218,0.03766375545851528,1111,0.07423580786026202,0.11735807860262008,0.05076419213973799,0.15120087336244542,0.6064410480349345
1264,025,3096,"WARD 10, PRECINCT 8",1457,381,396,742,45,96,83,282,120,3096,1,0.4706072351421189,0.12306201550387597,0.12790697674418605,0.2396640826873385,0.03875968992248062,2590,0.014534883720930232,0.031007751937984496,0.026808785529715762,0.09108527131782945,0.83656330749354
1265,025,4028,"WARD 5, PRECINCT 9",3035,89,284,455,94,124,36,237,165,4028,1,0.7534756703078451,0.022095332671300892,0.070506454816286,0.11295928500496524,0.04096325719960278,3537,0.02333664349553128,0.030784508440913606,0.00893743793445879,0.05883813306852036,0.878103277060576
1266,025,2111,"WARD 12, PRECINCT 1",197,1184,496,98,18,64,244,88,136,2111,1,0.09332070108953103,0.5608716248223591,0.23495973472288015,0.04642349597347229,0.06442444339175746,1697,0.008526764566556135,0.030317385125532923,0.11558503079109426,0.04168640454760777,0.8038844149692089
1267,025,3214,"WARD 18, PRECINCT 8",397,1622,976,83,102,99,348,176,136,3214,1,0.12352209085252022,0.5046670815183572,0.30367143746110764,0.02582451773490977,0.042314872433105166,2489,0.031736154324828875,0.030802738021157437,0.10827629122588675,0.054760423148724334,0.7744243932794026
1268,025,1885,"WARD 21, PRECINCT 6",1026,62,224,473,33,47,25,145,100,1885,1,0.5442970822281167,0.03289124668435013,0.11883289124668435,0.2509283819628647,0.05305039787798409,1635,0.01750663129973475,0.02493368700265252,0.013262599469496022,0.07692307692307693,0.8673740053050398
1269,025,2579,"WARD 10, PRECINCT 9",1477,207,498,282,46,161,95,327,115,2579,1,0.5727025979061652,0.08026366808840636,0.19309810003877473,0.10934470725087243,0.04459092671578131,1950,0.017836370686312525,0.06242729740209384,0.03683598293912369,0.12679333074835208,0.7561070182241179
