,COUNTYFP20,VAP,Precinct,WVAP,BMAY21PAG,BMAY21PAC,BMAY21PKJ,BMAY21PMW,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,BMAY21PNone,BMAY21PAG_pct,BMAY21PAC_pct,BMAY21PKJ_pct,BMAY21PMW_pct,BMAY21PNone_pct
1151,025,3444,"WARD 14, PRECINCT 1",87,23,88,278,69,3357,3444,1,0.025261324041811847,0.9747386759581882,2986,0.006678281068524971,0.025551684088269456,0.08072009291521487,0.02003484320557491,0.8670150987224158
1152,025,1711,"WARD 16, PRECINCT 1",301,52,68,53,69,1410,1711,1,0.17592051431911163,0.8240794856808884,1469,0.030391583869082407,0.03974284044418469,0.030976037405026302,0.04032729398012858,0.858562244301578
1153,025,1930,"WARD 7, PRECINCT 8",1314,161,36,42,93,616,1930,1,0.6808290155440414,0.31917098445595854,1598,0.08341968911917098,0.01865284974093264,0.021761658031088083,0.04818652849740933,0.827979274611399
1154,025,3036,"WARD 5, PRECINCT 2",1562,19,62,24,138,1474,3036,1,0.5144927536231884,0.4855072463768116,2793,0.006258234519104084,0.020421607378129116,0.007905138339920948,0.045454545454545456,0.9199604743083004
1155,025,2178,"WARD 1, PRECINCT 11",1036,170,21,48,130,1142,2178,1,0.4756657483930211,0.5243342516069789,1809,0.0780532598714417,0.009641873278236915,0.02203856749311295,0.05968778696051423,0.8305785123966942
1156,025,5971,"WARD 4, PRECINCT 10",4113,0,7,6,22,1858,5971,1,0.6888293418187909,0.3111706581812092,5936,0.0,0.0011723329425556857,0.0010048568079048736,0.0036844749623178696,0.9941383352872216
1157,025,1614,"WARD 17, PRECINCT 1",74,9,65,125,38,1540,1614,1,0.04584882280049566,0.9541511771995044,1377,0.0055762081784386614,0.040272614622057,0.07744733581164807,0.023543990086741014,0.8531598513011153
1158,025,3516,"WARD 22, PRECINCT 2",1722,65,64,46,277,1794,3516,1,0.48976109215017066,0.5102389078498294,3064,0.018486916951080772,0.01820250284414107,0.013083048919226393,0.07878270762229807,0.8714448236632537
1159,025,2014,"WARD 13, PRECINCT 7",1152,123,55,33,132,862,2014,1,0.5719960278053625,0.42800397219463754,1671,0.06107249255213505,0.02730883813306852,0.01638530287984111,0.06554121151936444,0.8296921549155909
1160,025,938,"WARD 19, PRECINCT 8",760,33,152,36,188,178,938,1,0.8102345415778252,0.18976545842217485,529,0.035181236673773986,0.16204690831556504,0.03837953091684435,0.20042643923240938,0.5639658848614072
1161,025,1657,"WARD 13, PRECINCT 6",629,64,79,50,94,1028,1657,1,0.3796016898008449,0.6203983101991551,1370,0.03862401931200966,0.04767652383826192,0.030175015087507542,0.056729028364514184,0.8267954133977067
1162,025,2697,"WARD 21, PRECINCT 4",1321,12,23,11,83,1376,2697,1,0.4898034853540971,0.5101965146459029,2568,0.004449388209121246,0.008527994067482388,0.004078605858361142,0.030774935113088618,0.9521690767519466
1163,025,1208,"WARD 15, PRECINCT 6",329,73,26,28,61,879,1208,1,0.2723509933774834,0.7276490066225165,1020,0.060430463576158944,0.02152317880794702,0.023178807947019868,0.050496688741721855,0.8443708609271523
1164,025,1612,"WARD 7, PRECINCT 1",1504,299,40,19,55,108,1612,1,0.9330024813895782,0.06699751861042183,1199,0.18548387096774194,0.02481389578163772,0.011786600496277916,0.034119106699751864,0.7437965260545906
1165,025,1867,"WARD 16, PRECINCT 4",520,72,71,67,94,1347,1867,1,0.2785216925549009,0.7214783074450991,1563,0.0385645420460632,0.03802892340653455,0.035886448848419926,0.05034815211569363,0.8371719335832887
1166,025,1419,"WARD 16, PRECINCT 7",999,343,53,43,83,420,1419,1,0.7040169133192389,0.2959830866807611,897,0.24171952078928824,0.037350246652572236,0.030303030303030304,0.058491895701198025,0.6321353065539113
1167,025,1870,"WARD 19, PRECINCT 6",1408,52,256,75,380,462,1870,1,0.7529411764705882,0.24705882352941178,1107,0.027807486631016044,0.13689839572192514,0.040106951871657755,0.20320855614973263,0.5919786096256684
1168,025,1037,"WARD 17, PRECINCT 7",50,10,59,79,21,987,1037,1,0.048216007714561235,0.9517839922854388,868,0.009643201542912247,0.05689488910318226,0.07618129218900675,0.020250723240115717,0.837029893924783
1169,025,1555,"WARD 14, PRECINCT 10",31,16,77,127,43,1524,1555,1,0.019935691318327974,0.980064308681672,1292,0.010289389067524116,0.049517684887459806,0.08167202572347267,0.02765273311897106,0.8308681672025724
1170,025,2661,"WARD 9, PRECINCT 2",1580,63,203,83,191,1081,2661,1,0.5937617437053739,0.40623825629462607,2121,0.02367531003382187,0.07628711010898158,0.0311912814731304,0.07177752724539646,0.7970687711386697
1171,025,1523,"WARD 17, PRECINCT 8",96,23,114,120,47,1427,1523,1,0.06303348653972422,0.9369665134602758,1219,0.015101772816808929,0.07485226526592252,0.07879185817465528,0.030860144451739988,0.8003939592908733
1172,025,2571,"WARD 16, PRECINCT 6",657,110,100,98,110,1914,2571,1,0.2555425904317386,0.7444574095682613,2153,0.04278490859587709,0.038895371450797356,0.03811746402178141,0.04278490859587709,0.8374173473356671
1173,025,3310,"WARD 14, PRECINCT 2",121,19,129,265,61,3189,3310,1,0.036555891238670694,0.9634441087613294,2836,0.005740181268882176,0.03897280966767372,0.08006042296072508,0.018429003021148038,0.856797583081571
1174,025,1652,"WARD 18, PRECINCT 9",760,113,108,104,224,892,1652,1,0.4600484261501211,0.5399515738498789,1103,0.06840193704600485,0.06537530266343826,0.06295399515738499,0.13559322033898305,0.6676755447941889
1175,025,2290,"WARD 2, PRECINCT 6",1826,287,118,38,208,464,2290,1,0.7973799126637554,0.20262008733624454,1639,0.12532751091703057,0.05152838427947598,0.016593886462882096,0.09082969432314411,0.7157205240174672
1176,025,2595,"WARD 9, PRECINCT 5",501,22,105,324,133,2094,2595,1,0.1930635838150289,0.8069364161849711,2011,0.008477842003853564,0.04046242774566474,0.12485549132947976,0.051252408477842,0.77495183044316
1177,025,2057,"WARD 19, PRECINCT 10",946,89,135,105,361,1111,2057,1,0.45989304812834225,0.5401069518716578,1367,0.04326689353427322,0.06562955760816723,0.05104521147301896,0.1754982984929509,0.6645600388915897
1178,025,2087,"WARD 22, PRECINCT 10",1540,74,55,45,207,547,2087,1,0.7379012937230475,0.2620987062769526,1706,0.03545759463344514,0.02635361763296598,0.02156205079060853,0.09918543363679923,0.8174413033061811
1179,025,3468,"WARD 4, PRECINCT 6",1904,26,42,53,96,1564,3468,1,0.5490196078431373,0.45098039215686275,3251,0.007497116493656286,0.012110726643598616,0.015282583621683967,0.02768166089965398,0.9374279123414071
1180,025,1608,"WARD 12, PRECINCT 4",139,14,55,148,57,1469,1608,1,0.08644278606965174,0.9135572139303483,1334,0.008706467661691543,0.034203980099502485,0.09203980099502487,0.03544776119402985,0.8296019900497512
1181,025,791,"WARD 8, PRECINCT 6",110,12,23,15,27,681,791,1,0.1390644753476612,0.8609355246523388,714,0.015170670037926675,0.029077117572692796,0.018963337547408345,0.03413400758533502,0.9026548672566371
1182,025,1683,"WARD 22, PRECINCT 6",1060,48,47,20,110,623,1683,1,0.6298276886512181,0.3701723113487819,1458,0.0285204991087344,0.027926322043969103,0.011883541295306001,0.06535947712418301,0.8663101604278075
1183,025,2087,"WARD 4, PRECINCT 1",1641,76,178,44,263,446,2087,1,0.7862961188308577,0.2137038811691423,1526,0.03641590800191662,0.08528988979396263,0.021082894106372783,0.12601820795400095,0.731193100143747
