,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV14D,GOV14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV14None,GOV14D_pct,GOV14R_pct,GOV14None_pct
556,Baltimore City,1090,Baltimore City Precinct 26-028,142,914,11,320,32,23,1090,1,0.13027522935779817,0.8385321100917431,0.010091743119266056,0.02110091743119266,738,0.29357798165137616,0.029357798165137616,0.6770642201834862
557,Baltimore City,1429,Baltimore City Precinct 26-027,322,1033,31,383,95,43,1429,1,0.22533240027991602,0.7228831350594822,0.021693491952414275,0.030090972708187544,951,0.26801959412176346,0.06648005598320504,0.6655003498950315
558,Baltimore City,1467,Baltimore City Precinct 27-007,472,907,31,306,104,57,1467,1,0.321745057941377,0.6182685753237901,0.021131561008861623,0.03885480572597137,1057,0.2085889570552147,0.070892978868439,0.7205180640763463
559,Baltimore City,985,Baltimore City Precinct 26-030,419,511,29,247,103,26,985,1,0.42538071065989846,0.5187817258883248,0.029441624365482234,0.026395939086294416,635,0.25076142131979695,0.10456852791878173,0.6446700507614214
574,Baltimore City,502,Baltimore City Precinct 26-001,417,33,35,29,70,17,502,1,0.8306772908366534,0.06573705179282868,0.0697211155378486,0.03386454183266932,403,0.05776892430278884,0.1394422310756972,0.8027888446215139
575,Baltimore City,2426,Baltimore City Precinct 26-002,1008,789,539,233,135,90,2426,1,0.4154987633965375,0.32522671063478975,0.22217642209398186,0.03709810387469085,2058,0.09604286892003297,0.055647155812036275,0.8483099752679307
576,Baltimore City,2095,Baltimore City Precinct 26-003,1404,210,361,144,264,120,2095,1,0.6701670644391408,0.10023866348448687,0.17231503579952268,0.057279236276849645,1687,0.06873508353221958,0.12601431980906921,0.8052505966587112
581,Baltimore City,782,Baltimore City Precinct 26-005,514,71,133,76,104,64,782,1,0.6572890025575447,0.0907928388746803,0.170076726342711,0.08184143222506395,602,0.09718670076726342,0.1329923273657289,0.7698209718670077
582,Baltimore City,1623,Baltimore City Precinct 26-004,1098,134,293,109,193,98,1623,1,0.6765249537892791,0.08256315465187923,0.18052988293284042,0.06038200862600123,1321,0.06715958102279729,0.11891558841651263,0.8139248305606901
583,Baltimore City,1434,Baltimore City Precinct 26-007,799,101,490,143,173,44,1434,1,0.5571827057182706,0.07043235704323571,0.3417015341701534,0.030683403068340307,1118,0.099721059972106,0.1206415620641562,0.7796373779637378
584,Baltimore City,1562,Baltimore City Precinct 26-014,1050,136,339,73,135,37,1562,1,0.6722151088348272,0.08706786171574904,0.21702944942381563,0.023687580025608196,1354,0.04673495518565941,0.08642765685019206,0.8668373879641486
585,Baltimore City,1463,Baltimore City Precinct 26-015,116,1277,26,439,45,44,1463,1,0.07928913192071087,0.872863978127136,0.0177717019822283,0.03007518796992481,979,0.30006835269993165,0.030758714969241284,0.6691729323308271
586,Baltimore City,4697,Baltimore City Precinct 26-029,597,3916,95,1001,135,89,4697,1,0.12710240579093038,0.8337236533957846,0.02022567596338088,0.018948264849904195,3561,0.21311475409836064,0.028741750053225462,0.7581434958484139
805,Baltimore City,3265,Baltimore City Precinct 25-005,822,1696,585,460,141,162,3265,1,0.2517611026033691,0.519448698315467,0.17917304747320062,0.04961715160796325,2664,0.14088820826952528,0.04318529862174579,0.8159264931087289
807,Baltimore City,2660,Baltimore City Precinct 25-008,74,2484,65,502,35,37,2660,1,0.027819548872180452,0.9338345864661655,0.02443609022556391,0.013909774436090226,2123,0.1887218045112782,0.013157894736842105,0.7981203007518797
808,Baltimore City,1089,Baltimore City Precinct 25-009,9,1064,7,347,10,9,1089,1,0.008264462809917356,0.9770431588613406,0.006427915518824609,0.008264462809917356,732,0.3186409550045914,0.009182736455463728,0.6721763085399449
809,Baltimore City,1595,Baltimore City Precinct 25-010,46,1486,25,357,22,38,1595,1,0.02884012539184953,0.9316614420062695,0.01567398119122257,0.023824451410658306,1216,0.22382445141065832,0.013793103448275862,0.7623824451410658
810,Baltimore City,3555,Baltimore City Precinct 25-003,2570,746,104,348,474,135,3555,1,0.7229254571026723,0.20984528832630098,0.029254571026722926,0.0379746835443038,2733,0.09789029535864979,0.13333333333333333,0.7687763713080169
811,Baltimore City,929,Baltimore City Precinct 20-009,527,341,34,105,73,27,929,1,0.5672766415500539,0.36706135629709363,0.03659849300322928,0.02906350914962325,751,0.11302475780409042,0.07857911733046287,0.8083961248654468
812,Baltimore City,1049,Baltimore City Precinct 20-005,28,1001,8,288,17,12,1049,1,0.02669208770257388,0.9542421353670162,0.0076263107721639654,0.011439466158245948,744,0.27454718779790277,0.016205910390848427,0.7092469018112488
813,Baltimore City,3568,Baltimore City Precinct 25-004,2774,472,145,205,464,177,3568,1,0.7774663677130045,0.13228699551569506,0.0406390134529148,0.04960762331838565,2899,0.057455156950672645,0.13004484304932734,0.8125
814,Baltimore City,756,Baltimore City Precinct 20-010,333,353,45,83,26,25,756,1,0.44047619047619047,0.4669312169312169,0.05952380952380952,0.03306878306878307,647,0.10978835978835978,0.03439153439153439,0.8558201058201058
815,Baltimore City,2322,Baltimore City Precinct 20-003,54,2229,6,475,18,33,2322,1,0.023255813953488372,0.9599483204134367,0.002583979328165375,0.014211886304909561,1829,0.2045650301464255,0.007751937984496124,0.7876830318690784
816,Baltimore City,2303,Baltimore City Precinct 20-011,848,1287,65,215,78,103,2303,1,0.36821537125488496,0.5588363004776379,0.02822405557967868,0.04472427268779852,2010,0.09335649153278333,0.03386886669561442,0.8727746417716022
817,Baltimore City,950,Baltimore City Precinct 20-002,70,853,7,157,13,20,950,1,0.07368421052631578,0.8978947368421053,0.007368421052631579,0.021052631578947368,780,0.16526315789473683,0.01368421052631579,0.8210526315789474
818,Baltimore City,1760,Baltimore City Precinct 16-013,14,1711,4,441,21,31,1760,1,0.007954545454545454,0.9721590909090909,0.0022727272727272726,0.017613636363636363,1298,0.2505681818181818,0.011931818181818182,0.7375
819,Baltimore City,1950,Baltimore City Precinct 16-012,10,1891,15,538,30,34,1950,1,0.005128205128205128,0.9697435897435898,0.007692307692307693,0.017435897435897435,1382,0.27589743589743587,0.015384615384615385,0.7087179487179487
820,Baltimore City,240,Baltimore City Precinct 20-004,4,226,3,74,8,7,240,1,0.016666666666666666,0.9416666666666667,0.0125,0.029166666666666667,158,0.30833333333333335,0.03333333333333333,0.6583333333333333
821,Baltimore City,1495,Baltimore City Precinct 16-008,24,1426,21,252,9,24,1495,1,0.016053511705685617,0.9538461538461539,0.014046822742474917,0.016053511705685617,1234,0.16856187290969898,0.006020066889632107,0.8254180602006689
822,Baltimore City,901,Baltimore City Precinct 26-031,516,339,13,164,158,33,901,1,0.5726970033296337,0.3762486126526082,0.014428412874583796,0.03662597114317425,579,0.18201997780244172,0.1753607103218646,0.6426193118756937
826,Baltimore City,2719,Baltimore City Precinct 27-008,1192,1388,38,621,352,101,2719,1,0.4383964692901802,0.5104817947774917,0.013975726369988967,0.03714600956233909,1746,0.22839279146745126,0.12945936005884517,0.6421478484737035
827,Baltimore City,2670,Baltimore City Precinct 27-011,1688,820,103,542,554,59,2670,1,0.6322097378277154,0.30711610486891383,0.03857677902621723,0.022097378277153558,1574,0.20299625468164795,0.20749063670411985,0.5895131086142322
828,Baltimore City,842,Baltimore City Precinct 27-010,645,155,22,135,195,20,842,1,0.7660332541567696,0.1840855106888361,0.026128266033254157,0.023752969121140142,512,0.16033254156769597,0.23159144893111638,0.6080760095011877
876,Baltimore City,1038,Baltimore City Precinct 12-011,130,754,59,255,28,95,1038,1,0.1252408477842004,0.7263969171483622,0.05684007707129094,0.09152215799614644,755,0.24566473988439305,0.02697495183044316,0.7273603082851637
877,Baltimore City,1718,Baltimore City Precinct 12-008,988,497,82,443,79,151,1718,1,0.5750873108265425,0.2892898719441211,0.047729918509895226,0.08789289871944121,1196,0.25785797438882424,0.0459837019790454,0.6961583236321304
878,Baltimore City,1916,Baltimore City Precinct 12-010,382,1370,76,409,45,88,1916,1,0.19937369519832984,0.7150313152400835,0.03966597077244259,0.04592901878914405,1462,0.21346555323590813,0.02348643006263048,0.7630480167014614
