,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
556,Baltimore City,1090,Baltimore City Precinct 26-028,142,914,11,123,33,42,23,1090,1,0.13027522935779817,0.8385321100917431,0.010091743119266056,0.02110091743119266,892,0.11284403669724771,0.030275229357798167,0.03853211009174312,0.818348623853211
557,Baltimore City,1429,Baltimore City Precinct 26-027,322,1033,31,134,52,51,43,1429,1,0.22533240027991602,0.7228831350594822,0.021693491952414275,0.030090972708187544,1192,0.09377186843946816,0.0363890832750175,0.03568929321203639,0.834149755073478
558,Baltimore City,1467,Baltimore City Precinct 27-007,472,907,31,99,40,55,57,1467,1,0.321745057941377,0.6182685753237901,0.021131561008861623,0.03885480572597137,1273,0.06748466257668712,0.027266530334014997,0.03749147920927062,0.8677573278800272
559,Baltimore City,985,Baltimore City Precinct 26-030,419,511,29,77,24,45,26,985,1,0.42538071065989846,0.5187817258883248,0.029441624365482234,0.026395939086294416,839,0.07817258883248732,0.024365482233502538,0.04568527918781726,0.8517766497461929
574,Baltimore City,502,Baltimore City Precinct 26-001,417,33,35,12,11,11,17,502,1,0.8306772908366534,0.06573705179282868,0.0697211155378486,0.03386454183266932,468,0.02390438247011952,0.021912350597609563,0.021912350597609563,0.9322709163346613
575,Baltimore City,2426,Baltimore City Precinct 26-002,1008,789,539,85,39,26,90,2426,1,0.4154987633965375,0.32522671063478975,0.22217642209398186,0.03709810387469085,2276,0.03503709810387469,0.016075845012366034,0.010717230008244023,0.9381698268755152
576,Baltimore City,2095,Baltimore City Precinct 26-003,1404,210,361,48,67,44,120,2095,1,0.6701670644391408,0.10023866348448687,0.17231503579952268,0.057279236276849645,1936,0.022911694510739856,0.03198090692124105,0.02100238663484487,0.9241050119331742
581,Baltimore City,782,Baltimore City Precinct 26-005,514,71,133,23,25,34,64,782,1,0.6572890025575447,0.0907928388746803,0.170076726342711,0.08184143222506395,700,0.029411764705882353,0.0319693094629156,0.043478260869565216,0.8951406649616368
582,Baltimore City,1623,Baltimore City Precinct 26-004,1098,134,293,31,45,31,98,1623,1,0.6765249537892791,0.08256315465187923,0.18052988293284042,0.06038200862600123,1516,0.019100431300061615,0.027726432532347505,0.019100431300061615,0.9340727048675292
583,Baltimore City,1434,Baltimore City Precinct 26-007,799,101,490,46,18,30,44,1434,1,0.5571827057182706,0.07043235704323571,0.3417015341701534,0.030683403068340307,1340,0.03207810320781032,0.012552301255230125,0.02092050209205021,0.9344490934449093
584,Baltimore City,1562,Baltimore City Precinct 26-014,1050,136,339,26,16,26,37,1562,1,0.6722151088348272,0.08706786171574904,0.21702944942381563,0.023687580025608196,1494,0.016645326504481434,0.010243277848911651,0.016645326504481434,0.9564660691421255
585,Baltimore City,1463,Baltimore City Precinct 26-015,116,1277,26,159,27,44,44,1463,1,0.07928913192071087,0.872863978127136,0.0177717019822283,0.03007518796992481,1233,0.10868079289131921,0.01845522898154477,0.03007518796992481,0.8427887901572112
