,COUNTY,VAP,NAME,WVAP,AG18D,AG18R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG18None,AG18D_pct,AG18R_pct,AG18None_pct
556,Baltimore City,1090,Baltimore City Precinct 26-028,142,408,25,948,1090,1.0,0.13027522935779817,0.8697247706422019,657,0.3743119266055046,0.022935779816513763,0.6027522935779817
557,Baltimore City,1429,Baltimore City Precinct 26-027,322,519,65,1107,1429,1.0,0.22533240027991602,0.7746675997200839,845,0.3631910426871938,0.04548635409377187,0.5913226032190343
558,Baltimore City,1467,Baltimore City Precinct 27-007,472,473,42,995,1467,1.0,0.321745057941377,0.678254942058623,952,0.3224267211997273,0.028629856850715747,0.6489434219495569
559,Baltimore City,985,Baltimore City Precinct 26-030,419,420,50,566,985,1.0,0.42538071065989846,0.5746192893401015,515,0.4263959390862944,0.050761421319796954,0.5228426395939086
574,Baltimore City,502,Baltimore City Precinct 26-001,417,72,51,85,502,1.0,0.8306772908366534,0.1693227091633466,379,0.14342629482071714,0.10159362549800798,0.7549800796812749
575,Baltimore City,2426,Baltimore City Precinct 26-002,1008,376,96,1418,2426,1.0,0.4154987633965375,0.5845012366034625,1954,0.1549876339653751,0.03957131079967024,0.8054410552349547
576,Baltimore City,2095,Baltimore City Precinct 26-003,1404,310,208,691,2095,1.0,0.6701670644391408,0.3298329355608592,1577,0.14797136038186157,0.09928400954653938,0.7527446300715991
581,Baltimore City,782,Baltimore City Precinct 26-005,514,148,76,268,782,1.0,0.6572890025575447,0.34271099744245526,558,0.18925831202046037,0.09718670076726342,0.7135549872122762
582,Baltimore City,1623,Baltimore City Precinct 26-004,1098,228,108,525,1623,1.0,0.6765249537892791,0.3234750462107209,1287,0.14048059149722736,0.066543438077634,0.7929759704251387
583,Baltimore City,1434,Baltimore City Precinct 26-007,799,374,198,635,1434,1.0,0.5571827057182706,0.44281729428172945,862,0.2608089260808926,0.13807531380753138,0.601115760111576
584,Baltimore City,1562,Baltimore City Precinct 26-014,1050,161,113,512,1562,1.0,0.6722151088348272,0.32778489116517284,1288,0.10307298335467349,0.07234314980793854,0.8245838668373879
585,Baltimore City,1463,Baltimore City Precinct 26-015,116,571,28,1347,1463,1.0,0.07928913192071087,0.9207108680792891,864,0.3902939166097061,0.019138755980861243,0.5905673274094326
586,Baltimore City,4697,Baltimore City Precinct 26-029,597,1327,81,4100,4697,1.0,0.12710240579093038,0.8728975942090696,3289,0.282520757930594,0.01724505003193528,0.7002341920374707
805,Baltimore City,3265,Baltimore City Precinct 25-005,822,672,112,2443,3265,1.0,0.2517611026033691,0.748238897396631,2481,0.20581929555895864,0.03430321592649311,0.7598774885145483
807,Baltimore City,2660,Baltimore City Precinct 25-008,74,566,30,2586,2660,1.0,0.027819548872180452,0.9721804511278196,2064,0.21278195488721804,0.011278195488721804,0.7759398496240602
808,Baltimore City,1089,Baltimore City Precinct 25-009,9,378,12,1080,1089,1.0,0.008264462809917356,0.9917355371900827,699,0.34710743801652894,0.011019283746556474,0.6418732782369146
809,Baltimore City,1595,Baltimore City Precinct 25-010,46,427,14,1549,1595,1.0,0.02884012539184953,0.9711598746081505,1154,0.2677115987460815,0.00877742946708464,0.7235109717868339
810,Baltimore City,3555,Baltimore City Precinct 25-003,2570,649,334,985,3555,1.0,0.7229254571026723,0.2770745428973277,2572,0.18255977496483825,0.0939521800281294,0.7234880450070323
811,Baltimore City,929,Baltimore City Precinct 20-009,527,166,49,402,929,1.0,0.5672766415500539,0.4327233584499462,714,0.17868675995694294,0.0527448869752422,0.7685683530678149
812,Baltimore City,1049,Baltimore City Precinct 20-005,28,345,16,1021,1049,1.0,0.02669208770257388,0.9733079122974261,688,0.328884652049571,0.015252621544327931,0.655862726406101
813,Baltimore City,3568,Baltimore City Precinct 25-004,2774,459,364,794,3568,1.0,0.7774663677130045,0.22253363228699552,2745,0.12864349775784753,0.10201793721973094,0.7693385650224215
814,Baltimore City,756,Baltimore City Precinct 20-010,333,72,17,423,756,1.0,0.44047619047619047,0.5595238095238095,667,0.09523809523809523,0.022486772486772486,0.8822751322751323
815,Baltimore City,2322,Baltimore City Precinct 20-003,54,391,16,2268,2322,1.0,0.023255813953488372,0.9767441860465116,1915,0.16838931955211026,0.0068906115417743325,0.8247200689061154
816,Baltimore City,2303,Baltimore City Precinct 20-011,848,289,63,1455,2303,1.0,0.36821537125488496,0.6317846287451151,1951,0.12548849326964828,0.02735562310030395,0.8471558836300478
817,Baltimore City,950,Baltimore City Precinct 20-002,70,176,9,880,950,1.0,0.07368421052631578,0.9263157894736842,765,0.18526315789473685,0.009473684210526316,0.8052631578947368
818,Baltimore City,1760,Baltimore City Precinct 16-013,14,520,23,1746,1760,1.0,0.007954545454545454,0.9920454545454546,1217,0.29545454545454547,0.013068181818181817,0.6914772727272728
819,Baltimore City,1950,Baltimore City Precinct 16-012,10,648,30,1940,1950,1.0,0.005128205128205128,0.9948717948717949,1272,0.3323076923076923,0.015384615384615385,0.6523076923076923
820,Baltimore City,240,Baltimore City Precinct 20-004,4,94,4,236,240,1.0,0.016666666666666666,0.9833333333333333,142,0.39166666666666666,0.016666666666666666,0.5916666666666667
821,Baltimore City,1495,Baltimore City Precinct 16-008,24,315,10,1471,1495,1.0,0.016053511705685617,0.9839464882943144,1170,0.21070234113712374,0.006688963210702341,0.782608695652174
822,Baltimore City,901,Baltimore City Precinct 26-031,516,272,93,385,901,1.0,0.5726970033296337,0.42730299667036625,536,0.3018867924528302,0.10321864594894561,0.5948945615982242
826,Baltimore City,2719,Baltimore City Precinct 27-008,1192,1018,219,1527,2719,1.0,0.4383964692901802,0.5616035307098198,1482,0.3744023538065465,0.08054431776388378,0.5450533284295697
827,Baltimore City,2670,Baltimore City Precinct 27-011,1688,999,441,982,2670,1.0,0.6322097378277154,0.36779026217228467,1230,0.3741573033707865,0.1651685393258427,0.4606741573033708
828,Baltimore City,842,Baltimore City Precinct 27-010,645,288,160,197,842,1.0,0.7660332541567696,0.2339667458432304,394,0.342042755344418,0.19002375296912113,0.4679334916864608
876,Baltimore City,1038,Baltimore City Precinct 12-011,130,394,18,908,1038,1.0,0.1252408477842004,0.8747591522157996,626,0.37957610789980734,0.017341040462427744,0.603082851637765
877,Baltimore City,1718,Baltimore City Precinct 12-008,988,850,63,730,1718,1.0,0.5750873108265425,0.42491268917345754,805,0.4947613504074505,0.03667054714784633,0.46856810244470315
878,Baltimore City,1916,Baltimore City Precinct 12-010,382,587,26,1534,1916,1.0,0.19937369519832984,0.8006263048016702,1303,0.30636743215031315,0.013569937369519834,0.680062630480167
882,Baltimore City,1139,Baltimore City Precinct 25-011,672,165,92,467,1139,1.0,0.5899912203687445,0.4100087796312555,882,0.14486391571553994,0.08077260755048288,0.7743634767339772
883,Baltimore City,2273,Baltimore City Precinct 25-012,1279,294,140,994,2273,1.0,0.5626924769027717,0.4373075230972283,1839,0.1293444786625605,0.06159260888693357,0.809062912450506
884,Baltimore City,1483,Baltimore City Precinct 25-014,468,278,49,1015,1483,1.0,0.3155765340525961,0.6844234659474039,1156,0.18745785569790965,0.033041132838840186,0.7795010114632501
885,Baltimore City,1262,Baltimore City Precinct 25-013,750,157,69,512,1262,1.0,0.5942947702060222,0.40570522979397783,1036,0.12440570522979398,0.05467511885895404,0.820919175911252
886,Baltimore City,1628,Baltimore City Precinct 25-015,701,260,55,927,1628,1.0,0.4305896805896806,0.5694103194103194,1313,0.1597051597051597,0.033783783783783786,0.8065110565110565
887,Baltimore City,2415,Baltimore City Precinct 25-016,1616,319,146,799,2415,1.0,0.6691511387163561,0.3308488612836439,1950,0.13209109730848861,0.060455486542443065,0.8074534161490683
888,Baltimore City,2673,Baltimore City Precinct 24-004,2448,1101,479,225,2673,1.0,0.9158249158249159,0.08417508417508418,1093,0.4118967452300786,0.17919940142162363,0.4089038533482978
889,Baltimore City,878,Baltimore City Precinct 24-002,775,382,177,103,878,1.0,0.8826879271070615,0.11731207289293849,319,0.43507972665148065,0.20159453302961275,0.36332574031890663
890,Baltimore City,722,Baltimore City Precinct 24-001,632,330,146,90,722,1.0,0.8753462603878116,0.12465373961218837,246,0.45706371191135736,0.20221606648199447,0.3407202216066482
891,Baltimore City,1728,Baltimore City Precinct 24-003,1531,787,359,197,1728,1.0,0.8859953703703703,0.11400462962962964,582,0.4554398148148148,0.20775462962962962,0.3368055555555556
892,Baltimore City,1994,Baltimore City Precinct 03-003,1421,632,258,573,1994,1.0,0.7126379137412236,0.28736208625877635,1104,0.316950852557673,0.12938816449348045,0.5536609829488466
893,Baltimore City,3017,Baltimore City Precinct 24-005,2786,1584,851,231,3017,1.0,0.9234338747099768,0.0765661252900232,582,0.5250248591315877,0.2820682797480941,0.19290686112031818
894,Baltimore City,2635,Baltimore City Precinct 02-003,2167,1011,330,468,2635,1.0,0.8223908918406072,0.1776091081593928,1294,0.38368121442125236,0.1252371916508539,0.49108159392789374
895,Baltimore City,2074,Baltimore City Precinct 02-002,1402,735,174,672,2074,1.0,0.6759884281581485,0.3240115718418515,1165,0.3543876567020251,0.08389585342333655,0.5617164898746384
896,Baltimore City,2117,Baltimore City Precinct 01-002,1706,882,185,411,2117,1.0,0.8058573452999528,0.19414265470004724,1050,0.4166273027869627,0.08738781294284365,0.49598488427019366
897,Baltimore City,1947,Baltimore City Precinct 01-003,1710,656,290,237,1947,1.0,0.8782742681047766,0.12172573189522343,1001,0.33692860811504877,0.14894709809964046,0.5141242937853108
898,Baltimore City,2617,Baltimore City Precinct 05-001,202,368,16,2415,2617,1.0,0.07718761941153993,0.92281238058846,2233,0.14061902942300344,0.00611387084447841,0.8532670997325181
899,Baltimore City,658,Baltimore City Precinct 10-004,17,208,6,641,658,1.0,0.025835866261398176,0.9741641337386018,444,0.3161094224924012,0.00911854103343465,0.6747720364741642
900,Baltimore City,5665,Baltimore City Precinct 10-003,789,122,6,4876,5665,1.0,0.13927625772285968,0.8607237422771403,5537,0.02153574580759047,0.001059135039717564,0.977405119152692
901,Baltimore City,836,Baltimore City Precinct 03-002,231,205,27,605,836,1.0,0.27631578947368424,0.7236842105263158,604,0.2452153110047847,0.03229665071770335,0.722488038277512
913,Baltimore City,2765,Baltimore City Precinct 07-004,124,570,28,2641,2765,1.0,0.04484629294755877,0.9551537070524412,2167,0.20614828209764918,0.010126582278481013,0.7837251356238698
914,Baltimore City,3497,Baltimore City Precinct 26-010,1389,671,203,2108,3497,1.0,0.3971975979410924,0.6028024020589077,2623,0.19187875321704317,0.0580497569345153,0.7500714898484415
915,Baltimore City,923,Baltimore City Precinct 26-012,85,164,14,838,923,1.0,0.09209100758396534,0.9079089924160346,745,0.17768147345612134,0.015167930660888408,0.8071505958829902
916,Baltimore City,3245,Baltimore City Precinct 08-010,18,1075,46,3227,3245,1.0,0.005546995377503852,0.9944530046224962,2124,0.3312788906009245,0.014175654853620955,0.6545454545454545
917,Baltimore City,577,Baltimore City Precinct 08-011,13,202,6,564,577,1.0,0.022530329289428077,0.9774696707105719,369,0.35008665511265163,0.010398613518197574,0.6395147313691508
918,Baltimore City,1998,Baltimore City Precinct 08-003,70,535,33,1928,1998,1.0,0.035035035035035036,0.964964964964965,1430,0.2677677677677678,0.016516516516516516,0.7157157157157157
919,Baltimore City,1675,Baltimore City Precinct 26-019,143,649,23,1532,1675,1.0,0.0853731343283582,0.9146268656716418,1003,0.3874626865671642,0.01373134328358209,0.5988059701492537
920,Baltimore City,783,Baltimore City Precinct 26-020,50,294,12,733,783,1.0,0.06385696040868455,0.9361430395913155,477,0.37547892720306514,0.01532567049808429,0.6091954022988506
