,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN12D,SEN12R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN12None,SEN12D_pct,SEN12R_pct,SEN12None_pct
556,Baltimore City,1090,Baltimore City Precinct 26-028,142,914,11,516,16,23,1090,1,0.13027522935779817,0.8385321100917431,0.010091743119266056,0.02110091743119266,558,0.47339449541284406,0.014678899082568808,0.5119266055045871
557,Baltimore City,1429,Baltimore City Precinct 26-027,322,1033,31,629,44,43,1429,1,0.22533240027991602,0.7228831350594822,0.021693491952414275,0.030090972708187544,756,0.44016794961511546,0.03079076277116865,0.5290412876137159
558,Baltimore City,1467,Baltimore City Precinct 27-007,472,907,31,578,52,57,1467,1,0.321745057941377,0.6182685753237901,0.021131561008861623,0.03885480572597137,837,0.3940013633265167,0.0354464894342195,0.5705521472392638
559,Baltimore City,985,Baltimore City Precinct 26-030,419,511,29,417,47,26,985,1,0.42538071065989846,0.5187817258883248,0.029441624365482234,0.026395939086294416,521,0.4233502538071066,0.047715736040609136,0.5289340101522843
574,Baltimore City,502,Baltimore City Precinct 26-001,417,33,35,94,29,17,502,1,0.8306772908366534,0.06573705179282868,0.0697211155378486,0.03386454183266932,379,0.18725099601593626,0.05776892430278884,0.7549800796812749
575,Baltimore City,2426,Baltimore City Precinct 26-002,1008,789,539,593,60,90,2426,1,0.4154987633965375,0.32522671063478975,0.22217642209398186,0.03709810387469085,1773,0.24443528441879636,0.0247320692497939,0.7308326463314098
576,Baltimore City,2095,Baltimore City Precinct 26-003,1404,210,361,352,137,120,2095,1,0.6701670644391408,0.10023866348448687,0.17231503579952268,0.057279236276849645,1606,0.16801909307875895,0.06539379474940334,0.7665871121718377
581,Baltimore City,782,Baltimore City Precinct 26-005,514,71,133,149,55,64,782,1,0.6572890025575447,0.0907928388746803,0.170076726342711,0.08184143222506395,578,0.19053708439897699,0.07033248081841433,0.7391304347826086
582,Baltimore City,1623,Baltimore City Precinct 26-004,1098,134,293,280,85,98,1623,1,0.6765249537892791,0.08256315465187923,0.18052988293284042,0.06038200862600123,1258,0.1725200246457178,0.05237215033887862,0.7751078250154035
583,Baltimore City,1434,Baltimore City Precinct 26-007,799,101,490,276,76,44,1434,1,0.5571827057182706,0.07043235704323571,0.3417015341701534,0.030683403068340307,1082,0.19246861924686193,0.05299860529986053,0.7545327754532776
584,Baltimore City,1562,Baltimore City Precinct 26-014,1050,136,339,202,60,37,1562,1,0.6722151088348272,0.08706786171574904,0.21702944942381563,0.023687580025608196,1300,0.1293213828425096,0.03841229193341869,0.8322663252240717
585,Baltimore City,1463,Baltimore City Precinct 26-015,116,1277,26,702,20,44,1463,1,0.07928913192071087,0.872863978127136,0.0177717019822283,0.03007518796992481,741,0.47983595352016406,0.01367053998632946,0.5064935064935064
586,Baltimore City,4697,Baltimore City Precinct 26-029,597,3916,95,1760,50,89,4697,1,0.12710240579093038,0.8337236533957846,0.02022567596338088,0.018948264849904195,2887,0.3747072599531616,0.010645092612305727,0.6146476474345327
805,Baltimore City,3265,Baltimore City Precinct 25-005,822,1696,585,902,87,162,3265,1,0.2517611026033691,0.519448698315467,0.17917304747320062,0.04961715160796325,2276,0.27626339969372127,0.02664624808575804,0.6970903522205206
807,Baltimore City,2660,Baltimore City Precinct 25-008,74,2484,65,1067,26,37,2660,1,0.027819548872180452,0.9338345864661655,0.02443609022556391,0.013909774436090226,1567,0.40112781954887217,0.009774436090225564,0.5890977443609022
808,Baltimore City,1089,Baltimore City Precinct 25-009,9,1064,7,663,9,9,1089,1,0.008264462809917356,0.9770431588613406,0.006427915518824609,0.008264462809917356,417,0.6088154269972452,0.008264462809917356,0.38292011019283745
809,Baltimore City,1595,Baltimore City Precinct 25-010,46,1486,25,727,10,38,1595,1,0.02884012539184953,0.9316614420062695,0.01567398119122257,0.023824451410658306,858,0.45579937304075235,0.006269592476489028,0.5379310344827586
