,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
388,Prince George's,1692,Prince George's Precinct 08-001,980,639,19,124,29,15,54,1692,1,0.5791962174940898,0.3776595744680851,0.011229314420803783,0.031914893617021274,1524,0.07328605200945626,0.017139479905437353,0.008865248226950355,0.900709219858156
389,Prince George's,2531,Prince George's Precinct 11-002,511,1777,95,411,63,29,148,2531,1,0.20189648360331885,0.7020940339786645,0.0375345713156855,0.05847491110233109,2028,0.1623864085341762,0.024891347293559858,0.011457921770051362,0.8012643224022126
390,Prince George's,3507,Prince George's Precinct 15-001,574,2678,90,553,90,45,165,3507,1,0.16367265469061876,0.763615625891075,0.02566295979469632,0.04704875962360992,2819,0.15768463073852296,0.02566295979469632,0.01283147989734816,0.8038209295694325
391,Prince George's,3267,Prince George's Precinct 15-004,469,2577,60,485,96,23,161,3267,1,0.1435567799204163,0.7887970615243343,0.018365472910927456,0.04928068564432201,2663,0.14845423936333027,0.02938475665748393,0.007040097949188858,0.815120906029997
392,Prince George's,2065,Prince George's Precinct 04-001,1341,584,66,183,74,18,74,2065,1,0.6493946731234866,0.2828087167070218,0.031961259079903145,0.03583535108958838,1790,0.08861985472154964,0.03583535108958838,0.008716707021791767,0.8668280871670703
394,Prince George's,1133,Prince George's Precinct 03-001,419,631,33,151,41,8,50,1133,1,0.3698146513680494,0.5569285083848191,0.02912621359223301,0.0441306266548985,933,0.13327449249779347,0.03618711385701677,0.00706090026478376,0.823477493380406
400,Prince George's,1983,Prince George's Precinct 12-002,167,1491,201,236,35,11,124,1983,1,0.08421583459404942,0.7518910741301059,0.10136157337367625,0.06253151790216843,1701,0.11901159858799798,0.017650025214321734,0.005547150781643974,0.8577912254160364
401,Prince George's,4528,Prince George's Precinct 12-009,53,4012,371,271,33,13,92,4528,1,0.011704946996466431,0.8860424028268551,0.08193462897526502,0.020318021201413426,4211,0.05984982332155477,0.007287985865724381,0.002871024734982332,0.9299911660777385
402,Prince George's,4488,Prince George's Precinct 12-004,126,3691,498,378,63,18,173,4488,1,0.02807486631016043,0.8224153297682709,0.11096256684491979,0.03854723707664884,4029,0.08422459893048129,0.014037433155080214,0.004010695187165776,0.8977272727272727
403,Prince George's,4072,Prince George's Precinct 12-006,80,3758,150,347,42,11,84,4072,1,0.019646365422396856,0.9228880157170923,0.03683693516699411,0.0206286836935167,3672,0.08521611001964637,0.01031434184675835,0.0027013752455795677,0.9017681728880157
