,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
388,Prince George's,1692,Prince George's Precinct 08-001,980,639,19,91,47,54,1692,1,0.5791962174940898,0.3776595744680851,0.011229314420803783,0.031914893617021274,1554,0.053782505910165486,0.027777777777777776,0.9184397163120568
389,Prince George's,2531,Prince George's Precinct 11-002,511,1777,95,219,157,148,2531,1,0.20189648360331885,0.7020940339786645,0.0375345713156855,0.05847491110233109,2155,0.08652706440142237,0.06203081785855393,0.8514421177400237
390,Prince George's,3507,Prince George's Precinct 15-001,574,2678,90,245,253,165,3507,1,0.16367265469061876,0.763615625891075,0.02566295979469632,0.04704875962360992,3009,0.06986027944111776,0.07214143142286855,0.8579982891360137
391,Prince George's,3267,Prince George's Precinct 15-004,469,2577,60,204,207,161,3267,1,0.1435567799204163,0.7887970615243343,0.018365472910927456,0.04928068564432201,2856,0.06244260789715335,0.06336088154269973,0.8741965105601469
392,Prince George's,2065,Prince George's Precinct 04-001,1341,584,66,147,47,74,2065,1,0.6493946731234866,0.2828087167070218,0.031961259079903145,0.03583535108958838,1871,0.0711864406779661,0.022760290556900726,0.9060532687651331
394,Prince George's,1133,Prince George's Precinct 03-001,419,631,33,98,61,50,1133,1,0.3698146513680494,0.5569285083848191,0.02912621359223301,0.0441306266548985,974,0.08649602824360106,0.05383936451897617,0.8596646072374228
400,Prince George's,1983,Prince George's Precinct 12-002,167,1491,201,96,121,124,1983,1,0.08421583459404942,0.7518910741301059,0.10136157337367625,0.06253151790216843,1766,0.048411497730711045,0.06101865859808371,0.8905698436712053
401,Prince George's,4528,Prince George's Precinct 12-009,53,4012,371,89,125,92,4528,1,0.011704946996466431,0.8860424028268551,0.08193462897526502,0.020318021201413426,4314,0.01965547703180212,0.027606007067137808,0.9527385159010601
402,Prince George's,4488,Prince George's Precinct 12-004,126,3691,498,190,196,173,4488,1,0.02807486631016043,0.8224153297682709,0.11096256684491979,0.03854723707664884,4102,0.04233511586452763,0.04367201426024955,0.9139928698752228
403,Prince George's,4072,Prince George's Precinct 12-006,80,3758,150,111,162,84,4072,1,0.019646365422396856,0.9228880157170923,0.03683693516699411,0.0206286836935167,3799,0.02725933202357564,0.039783889980353634,0.9329567779960707
404,Prince George's,3288,Prince George's Precinct 12-012,212,2713,147,190,180,216,3288,1,0.06447688564476886,0.8251216545012166,0.04470802919708029,0.06569343065693431,2918,0.05778588807785888,0.05474452554744526,0.8874695863746959
405,Prince George's,2724,Prince George's Precinct 12-016,113,2335,185,87,111,91,2724,1,0.041483113069016156,0.8571953010279001,0.06791483113069016,0.03340675477239354,2526,0.031938325991189426,0.040748898678414094,0.9273127753303965
