,COUNTY,VAP,NAME,WVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
388,Prince George's,1692,Prince George's Precinct 08-001,980,91,47,712,1692,1,0.5791962174940898,0.42080378250591016,1554,0.053782505910165486,0.027777777777777776,0.9184397163120568
389,Prince George's,2531,Prince George's Precinct 11-002,511,219,157,2020,2531,1,0.20189648360331885,0.7981035163966812,2155,0.08652706440142237,0.06203081785855393,0.8514421177400237
390,Prince George's,3507,Prince George's Precinct 15-001,574,245,253,2933,3507,1,0.16367265469061876,0.8363273453093812,3009,0.06986027944111776,0.07214143142286855,0.8579982891360137
391,Prince George's,3267,Prince George's Precinct 15-004,469,204,207,2798,3267,1,0.1435567799204163,0.8564432200795837,2856,0.06244260789715335,0.06336088154269973,0.8741965105601469
392,Prince George's,2065,Prince George's Precinct 04-001,1341,147,47,724,2065,1,0.6493946731234866,0.3506053268765133,1871,0.0711864406779661,0.022760290556900726,0.9060532687651331
394,Prince George's,1133,Prince George's Precinct 03-001,419,98,61,714,1133,1,0.3698146513680494,0.6301853486319505,974,0.08649602824360106,0.05383936451897617,0.8596646072374228
400,Prince George's,1983,Prince George's Precinct 12-002,167,96,121,1816,1983,1,0.08421583459404942,0.9157841654059505,1766,0.048411497730711045,0.06101865859808371,0.8905698436712053
401,Prince George's,4528,Prince George's Precinct 12-009,53,89,125,4475,4528,1,0.011704946996466431,0.9882950530035336,4314,0.01965547703180212,0.027606007067137808,0.9527385159010601
402,Prince George's,4488,Prince George's Precinct 12-004,126,190,196,4362,4488,1,0.02807486631016043,0.9719251336898396,4102,0.04233511586452763,0.04367201426024955,0.9139928698752228
403,Prince George's,4072,Prince George's Precinct 12-006,80,111,162,3992,4072,1,0.019646365422396856,0.9803536345776032,3799,0.02725933202357564,0.039783889980353634,0.9329567779960707
404,Prince George's,3288,Prince George's Precinct 12-012,212,190,180,3076,3288,1,0.06447688564476886,0.9355231143552312,2918,0.05778588807785888,0.05474452554744526,0.8874695863746959
405,Prince George's,2724,Prince George's Precinct 12-016,113,87,111,2611,2724,1,0.041483113069016156,0.9585168869309838,2526,0.031938325991189426,0.040748898678414094,0.9273127753303965
406,Prince George's,3144,Prince George's Precinct 12-003,178,125,158,2966,3144,1,0.056615776081424936,0.943384223918575,2861,0.03975826972010178,0.05025445292620865,0.9099872773536896
