,COUNTY,VAP,NAME,WVAP,GOV14D,GOV14R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV14None,GOV14D_pct,GOV14R_pct,GOV14None_pct
388,Prince George's,1692,Prince George's Precinct 08-001,980,266,309,712,1692,1.0,0.5791962174940898,0.42080378250591016,1117,0.15721040189125296,0.18262411347517732,0.6601654846335697
389,Prince George's,2531,Prince George's Precinct 11-002,511,1143,248,2020,2531,1.0,0.20189648360331885,0.7981035163966812,1140,0.4516001580403003,0.09798498617147372,0.450414855788226
390,Prince George's,3507,Prince George's Precinct 15-001,574,1493,242,2933,3507,1.0,0.16367265469061876,0.8363273453093812,1772,0.4257199885942401,0.06900484744796122,0.5052751639577987
391,Prince George's,3267,Prince George's Precinct 15-004,469,1300,213,2798,3267,1.0,0.1435567799204163,0.8564432200795837,1754,0.39791857973676154,0.06519742883379247,0.536883991429446
392,Prince George's,2065,Prince George's Precinct 04-001,1341,477,543,724,2065,1.0,0.6493946731234866,0.3506053268765133,1045,0.23099273607748183,0.262953995157385,0.5060532687651331
394,Prince George's,1133,Prince George's Precinct 03-001,419,354,169,714,1133,1.0,0.3698146513680494,0.6301853486319505,610,0.3124448367166814,0.14916151809355693,0.5383936451897617
400,Prince George's,1983,Prince George's Precinct 12-002,167,599,66,1816,1983,1.0,0.08421583459404942,0.9157841654059505,1318,0.3020675743822491,0.03328290468986384,0.6646495209278871
401,Prince George's,4528,Prince George's Precinct 12-009,53,756,19,4475,4528,1.0,0.011704946996466431,0.9882950530035336,3753,0.16696113074204946,0.004196113074204947,0.8288427561837456
402,Prince George's,4488,Prince George's Precinct 12-004,126,1120,55,4362,4488,1.0,0.02807486631016043,0.9719251336898396,3313,0.24955436720142601,0.012254901960784314,0.7381907308377896
403,Prince George's,4072,Prince George's Precinct 12-006,80,945,44,3992,4072,1.0,0.019646365422396856,0.9803536345776032,3083,0.23207269155206287,0.010805500982318271,0.7571218074656189
404,Prince George's,3288,Prince George's Precinct 12-012,212,913,62,3076,3288,1.0,0.06447688564476886,0.9355231143552312,2313,0.277676399026764,0.018856447688564478,0.7034671532846716
405,Prince George's,2724,Prince George's Precinct 12-016,113,606,38,2611,2724,1.0,0.041483113069016156,0.9585168869309838,2080,0.22246696035242292,0.013950073421439061,0.7635829662261381
406,Prince George's,3144,Prince George's Precinct 12-003,178,796,40,2966,3144,1.0,0.056615776081424936,0.943384223918575,2308,0.25318066157760816,0.01272264631043257,0.7340966921119593
407,Prince George's,1980,Prince George's Precinct 12-007,69,748,58,1911,1980,1.0,0.03484848484848485,0.9651515151515152,1174,0.37777777777777777,0.029292929292929294,0.592929292929293
408,Prince George's,1110,Prince George's Precinct 12-017,127,181,10,983,1110,1.0,0.11441441441441441,0.8855855855855855,919,0.16306306306306306,0.009009009009009009,0.8279279279279279
409,Prince George's,3753,Prince George's Precinct 12-013,94,1217,46,3659,3753,1.0,0.025046629363176125,0.9749533706368239,2490,0.32427391420197177,0.012256861177724487,0.6634692246203038
410,Prince George's,2131,Prince George's Precinct 06-008,57,701,27,2074,2131,1.0,0.02674800563115908,0.9732519943688409,1403,0.328953542937588,0.012670107930549039,0.6583763491318629
