,COUNTY,VAP,NAME,WVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
388,Prince George's,1692,Prince George's Precinct 08-001,980,124,29,15,712,1692,1,0.5791962174940898,0.42080378250591016,1524,0.07328605200945626,0.017139479905437353,0.008865248226950355,0.900709219858156
389,Prince George's,2531,Prince George's Precinct 11-002,511,411,63,29,2020,2531,1,0.20189648360331885,0.7981035163966812,2028,0.1623864085341762,0.024891347293559858,0.011457921770051362,0.8012643224022126
390,Prince George's,3507,Prince George's Precinct 15-001,574,553,90,45,2933,3507,1,0.16367265469061876,0.8363273453093812,2819,0.15768463073852296,0.02566295979469632,0.01283147989734816,0.8038209295694325
391,Prince George's,3267,Prince George's Precinct 15-004,469,485,96,23,2798,3267,1,0.1435567799204163,0.8564432200795837,2663,0.14845423936333027,0.02938475665748393,0.007040097949188858,0.815120906029997
392,Prince George's,2065,Prince George's Precinct 04-001,1341,183,74,18,724,2065,1,0.6493946731234866,0.3506053268765133,1790,0.08861985472154964,0.03583535108958838,0.008716707021791767,0.8668280871670703
394,Prince George's,1133,Prince George's Precinct 03-001,419,151,41,8,714,1133,1,0.3698146513680494,0.6301853486319505,933,0.13327449249779347,0.03618711385701677,0.00706090026478376,0.823477493380406
400,Prince George's,1983,Prince George's Precinct 12-002,167,236,35,11,1816,1983,1,0.08421583459404942,0.9157841654059505,1701,0.11901159858799798,0.017650025214321734,0.005547150781643974,0.8577912254160364
401,Prince George's,4528,Prince George's Precinct 12-009,53,271,33,13,4475,4528,1,0.011704946996466431,0.9882950530035336,4211,0.05984982332155477,0.007287985865724381,0.002871024734982332,0.9299911660777385
402,Prince George's,4488,Prince George's Precinct 12-004,126,378,63,18,4362,4488,1,0.02807486631016043,0.9719251336898396,4029,0.08422459893048129,0.014037433155080214,0.004010695187165776,0.8977272727272727
403,Prince George's,4072,Prince George's Precinct 12-006,80,347,42,11,3992,4072,1,0.019646365422396856,0.9803536345776032,3672,0.08521611001964637,0.01031434184675835,0.0027013752455795677,0.9017681728880157
404,Prince George's,3288,Prince George's Precinct 12-012,212,317,62,22,3076,3288,1,0.06447688564476886,0.9355231143552312,2887,0.09641119221411192,0.018856447688564478,0.006690997566909975,0.8780413625304136
405,Prince George's,2724,Prince George's Precinct 12-016,113,205,33,13,2611,2724,1,0.041483113069016156,0.9585168869309838,2473,0.07525697503671072,0.012114537444933921,0.0047723935389133625,0.907856093979442
406,Prince George's,3144,Prince George's Precinct 12-003,178,288,32,13,2966,3144,1,0.056615776081424936,0.943384223918575,2811,0.0916030534351145,0.010178117048346057,0.004134860050890585,0.8940839694656488
