,COUNTY,VAP,NAME,WVAP,PRES16D,PRES16R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,PRES16None,PRES16D_pct,PRES16R_pct,PRES16None_pct
341,Calvert,2692,Calvert Precinct 02-003,2313,352,788,379,2692,1,0.8592124814264487,0.14078751857355126,1552,0.13075780089153047,0.29271916790490343,0.5765230312035661
342,Calvert,2653,Calvert Precinct 02-006,2176,406,705,477,2653,1,0.8202035431586883,0.17979645684131174,1542,0.15303430079155672,0.26573690162080665,0.5812287975876367
343,Calvert,3474,Calvert Precinct 02-008,2865,417,792,609,3474,1,0.8246977547495682,0.17530224525043178,2265,0.12003454231433507,0.22797927461139897,0.6519861830742659
344,Calvert,3228,Calvert Precinct 03-003,2225,460,703,1003,3228,1,0.6892812887236679,0.3107187112763321,2065,0.14250309789343246,0.2177819083023544,0.6397149938042132
345,Calvert,1651,Calvert Precinct 02-007,1552,344,807,99,1651,1,0.9400363416111448,0.05996365838885524,500,0.20835857056329496,0.4887946698970321,0.30284675953967294
346,Calvert,2880,Calvert Precinct 03-005,2457,536,802,423,2880,1,0.853125,0.146875,1542,0.18611111111111112,0.27847222222222223,0.5354166666666667
347,Calvert,2230,Calvert Precinct 03-007,1946,467,949,284,2230,1,0.8726457399103139,0.1273542600896861,814,0.2094170403587444,0.42556053811659195,0.3650224215246637
348,Calvert,3074,Calvert Precinct 03-004,2642,448,908,432,3074,1,0.8594664931685101,0.1405335068314899,1718,0.1457384515289525,0.29538061158100193,0.5588809368900456
349,Calvert,2683,Calvert Precinct 03-008,2217,719,983,466,2683,1,0.8263138278046962,0.17368617219530377,981,0.26798360044726055,0.366380916884085,0.3656354826686545
385,Calvert,3560,Calvert Precinct 02-002,2532,475,810,1028,3560,1,0.7112359550561798,0.28876404494382024,2275,0.13342696629213482,0.22752808988764045,0.6390449438202247
386,Calvert,3011,Calvert Precinct 02-001,2414,502,817,597,3011,1,0.8017270009963468,0.19827299900365328,1692,0.1667220192627034,0.2713384257721687,0.5619395549651278
393,Calvert,2367,Calvert Precinct 03-006,2018,429,887,349,2367,1,0.8525559780312632,0.1474440219687368,1051,0.18124207858048164,0.37473595268272075,0.4440219687367976
902,Calvert,2365,Calvert Precinct 01-004,1979,369,753,386,2365,1,0.8367864693446089,0.16321353065539113,1243,0.15602536997885835,0.31839323467230446,0.5255813953488372
903,Calvert,2363,Calvert Precinct 02-004,1630,490,708,733,2363,1,0.6898011002962336,0.3101988997037664,1165,0.20736352094794752,0.2996191282268303,0.4930173508252222
904,Calvert,2969,Calvert Precinct 01-003,2481,390,809,488,2969,1,0.8356348939036713,0.16436510609632873,1770,0.13135735938026272,0.27248231727854494,0.5961603233411923
905,Calvert,3541,Calvert Precinct 01-006,2855,493,913,686,3541,1,0.806269415419373,0.19373058458062695,2135,0.13922620728607737,0.25783676927421634,0.6029370234397063
906,Calvert,2965,Calvert Precinct 02-005,2571,409,848,394,2965,1,0.8671163575042159,0.13288364249578416,1708,0.13794266441821249,0.2860033726812816,0.5760539629005059
907,Calvert,3099,Calvert Precinct 03-002,2465,483,683,634,3099,1,0.7954178767344304,0.20458212326556954,1933,0.1558567279767667,0.22039367537915455,0.6237495966440787
908,Calvert,2398,Calvert Precinct 03-001,2042,451,660,356,2398,1,0.8515429524603837,0.14845704753961636,1287,0.18807339449541285,0.27522935779816515,0.536697247706422
955,Calvert,2874,Calvert Precinct 01-001,2444,610,725,430,2874,1,0.8503827418232429,0.14961725817675714,1539,0.21224773834377175,0.2522616562282533,0.535490605427975
956,Calvert,2535,Calvert Precinct 01-007,2065,567,879,470,2535,1,0.814595660749507,0.1854043392504931,1089,0.22366863905325443,0.3467455621301775,0.42958579881656805
957,Calvert,3483,Calvert Precinct 01-005,2710,549,908,773,3483,1,0.7780648865920183,0.22193511340798164,2026,0.15762273901808785,0.26069480333046224,0.5816824576514499
958,Calvert,3411,Calvert Precinct 01-002,2504,596,634,907,3411,1,0.7340955731457051,0.26590442685429494,2181,0.17472881852829084,0.18586924655526238,0.6394019349164468
