,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14D,AG14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14None,AG14D_pct,AG14R_pct,AG14None_pct
341,Calvert,2692,Calvert Precinct 02-003,2313,227,42,318,735,110,2692,1,0.8592124814264487,0.08432392273402675,0.015601783060921248,0.04086181277860327,1639,0.11812778603268945,0.2730312035661218,0.6088410104011887
342,Calvert,2653,Calvert Precinct 02-006,2176,315,54,348,612,108,2653,1,0.8202035431586883,0.11873350923482849,0.020354315868827744,0.04070863173765549,1693,0.13117225782133435,0.23068224651338107,0.6381454956652846
343,Calvert,3474,Calvert Precinct 02-008,2865,436,57,402,665,116,3474,1,0.8246977547495682,0.12550374208405296,0.016407599309153715,0.0333909038572251,2407,0.1157167530224525,0.19142199194012666,0.6928612550374208
344,Calvert,3228,Calvert Precinct 03-003,2225,859,68,444,680,76,3228,1,0.6892812887236679,0.2661090458488228,0.021065675340768277,0.023543990086741014,2104,0.137546468401487,0.21065675340768278,0.6517967781908303
345,Calvert,1651,Calvert Precinct 02-007,1552,39,30,331,741,30,1651,1,0.9400363416111448,0.023622047244094488,0.018170805572380374,0.018170805572380374,579,0.20048455481526348,0.44881889763779526,0.35069654754694124
346,Calvert,2880,Calvert Precinct 03-005,2457,277,50,499,706,96,2880,1,0.853125,0.09618055555555556,0.017361111111111112,0.03333333333333333,1675,0.17326388888888888,0.24513888888888888,0.5815972222222222
347,Calvert,2230,Calvert Precinct 03-007,1946,154,27,385,851,103,2230,1,0.8726457399103139,0.06905829596412556,0.01210762331838565,0.04618834080717489,994,0.1726457399103139,0.38161434977578473,0.44573991031390137
348,Calvert,3074,Calvert Precinct 03-004,2642,258,71,333,658,103,3074,1,0.8594664931685101,0.08392973324658426,0.02309694209499024,0.03350683148991542,2083,0.10832791151594014,0.21405335068314899,0.6776187378009109
349,Calvert,2683,Calvert Precinct 03-008,2217,296,68,535,741,102,2683,1,0.8263138278046962,0.11032426388371226,0.0253447633246366,0.0380171449869549,1407,0.1994036526276556,0.2761833768169959,0.5244129705553485
385,Calvert,3560,Calvert Precinct 02-002,2532,851,66,441,597,111,3560,1,0.7112359550561798,0.23904494382022473,0.01853932584269663,0.031179775280898877,2522,0.12387640449438202,0.16769662921348313,0.7084269662921349
386,Calvert,3011,Calvert Precinct 02-001,2414,454,74,445,670,69,3011,1,0.8017270009963468,0.15078047160411823,0.02457655264031883,0.022915974759216206,1896,0.1477914314181335,0.22251743606775157,0.6296911325141149
393,Calvert,2367,Calvert Precinct 03-006,2018,200,42,320,798,107,2367,1,0.8525559780312632,0.08449514152936206,0.017743979721166033,0.0452049007182087,1249,0.13519222644697929,0.33713561470215464,0.527672158850866
902,Calvert,2365,Calvert Precinct 01-004,1979,302,41,349,644,43,2365,1,0.8367864693446089,0.1276955602536998,0.01733615221987315,0.01818181818181818,1372,0.14756871035940802,0.2723044397463002,0.5801268498942918
903,Calvert,2363,Calvert Precinct 02-004,1630,617,52,443,527,64,2363,1,0.6898011002962336,0.26110876005078293,0.022005924672027083,0.027084214980956412,1393,0.18747355057130766,0.22302158273381295,0.5895048666948793
904,Calvert,2969,Calvert Precinct 01-003,2481,341,81,330,591,66,2969,1,0.8356348939036713,0.11485348602222971,0.027281913102054564,0.02222970697204446,2048,0.1111485348602223,0.19905692152239812,0.6897945436173796
905,Calvert,3541,Calvert Precinct 01-006,2855,415,127,386,708,144,3541,1,0.806269415419373,0.11719853148828015,0.035865574696413445,0.040666478395933355,2447,0.10900875458909913,0.19994351878000566,0.6910477266308952
906,Calvert,2965,Calvert Precinct 02-005,2571,223,65,382,830,106,2965,1,0.8671163575042159,0.07521079258010117,0.021922428330522766,0.0357504215851602,1753,0.12883642495784148,0.2799325463743676,0.5912310286677909
907,Calvert,3099,Calvert Precinct 03-002,2465,488,57,423,524,89,3099,1,0.7954178767344304,0.1574701516618264,0.018393030009680542,0.028718941594062602,2152,0.13649564375605033,0.1690868021942562,0.6944175540496934
908,Calvert,2398,Calvert Precinct 03-001,2042,218,62,367,441,76,2398,1,0.8515429524603837,0.09090909090909091,0.02585487906588824,0.0316930775646372,1590,0.1530442035029191,0.18390325271059216,0.6630525437864887
955,Calvert,2874,Calvert Precinct 01-001,2444,317,44,450,611,69,2874,1,0.8503827418232429,0.11029923451635351,0.015309672929714684,0.024008350730688934,1813,0.15657620041753653,0.21259568545581073,0.6308281141266527
956,Calvert,2535,Calvert Precinct 01-007,2065,331,63,433,747,76,2535,1,0.814595660749507,0.13057199211045364,0.02485207100591716,0.029980276134122286,1355,0.1708086785009862,0.29467455621301775,0.534516765285996
957,Calvert,3483,Calvert Precinct 01-005,2710,501,139,388,695,133,3483,1,0.7780648865920183,0.1438415159345392,0.03990812517944301,0.03818547229399943,2400,0.1113982199253517,0.19954062589721505,0.6890611541774333
958,Calvert,3411,Calvert Precinct 01-002,2504,727,79,427,495,101,3411,1,0.7340955731457051,0.21313397830548225,0.02316036352975667,0.029610085019055994,2489,0.12518323072412782,0.14511873350923482,0.7296980357666374
