,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN16PD_CV,SEN16PD_DE,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN16PDNone,SEN16PD_CV_pct,SEN16PD_DE_pct,SEN16PDNone_pct
341,Calvert,2692,Calvert Precinct 02-003,2313,227,42,149,59,110,2692,1,0.8592124814264487,0.08432392273402675,0.015601783060921248,0.04086181277860327,2484,0.055349182763744426,0.021916790490341752,0.9227340267459139
342,Calvert,2653,Calvert Precinct 02-006,2176,315,54,161,92,108,2653,1,0.8202035431586883,0.11873350923482849,0.020354315868827744,0.04070863173765549,2400,0.06068601583113457,0.034677723332076894,0.9046362608367885
343,Calvert,3474,Calvert Precinct 02-008,2865,436,57,138,113,116,3474,1,0.8246977547495682,0.12550374208405296,0.016407599309153715,0.0333909038572251,3223,0.039723661485319514,0.032527345998848586,0.9277489925158319
344,Calvert,3228,Calvert Precinct 03-003,2225,859,68,187,114,76,3228,1,0.6892812887236679,0.2661090458488228,0.021065675340768277,0.023543990086741014,2927,0.057930607187112765,0.03531598513011153,0.9067534076827757
345,Calvert,1651,Calvert Precinct 02-007,1552,39,30,176,58,30,1651,1,0.9400363416111448,0.023622047244094488,0.018170805572380374,0.018170805572380374,1417,0.10660205935796487,0.03513022410660206,0.8582677165354331
346,Calvert,2880,Calvert Precinct 03-005,2457,277,50,203,121,96,2880,1,0.853125,0.09618055555555556,0.017361111111111112,0.03333333333333333,2556,0.07048611111111111,0.04201388888888889,0.8875
347,Calvert,2230,Calvert Precinct 03-007,1946,154,27,179,84,103,2230,1,0.8726457399103139,0.06905829596412556,0.01210762331838565,0.04618834080717489,1967,0.08026905829596413,0.03766816143497758,0.8820627802690583
348,Calvert,3074,Calvert Precinct 03-004,2642,258,71,127,76,103,3074,1,0.8594664931685101,0.08392973324658426,0.02309694209499024,0.03350683148991542,2871,0.0413142485361093,0.0247234873129473,0.9339622641509434
349,Calvert,2683,Calvert Precinct 03-008,2217,296,68,205,127,102,2683,1,0.8263138278046962,0.11032426388371226,0.0253447633246366,0.0380171449869549,2351,0.07640700708162505,0.047335072679836006,0.876257920238539
385,Calvert,3560,Calvert Precinct 02-002,2532,851,66,142,119,111,3560,1,0.7112359550561798,0.23904494382022473,0.01853932584269663,0.031179775280898877,3299,0.039887640449438204,0.03342696629213483,0.9266853932584269
386,Calvert,3011,Calvert Precinct 02-001,2414,454,74,182,112,69,3011,1,0.8017270009963468,0.15078047160411823,0.02457655264031883,0.022915974759216206,2717,0.060445034872135504,0.03719694453669877,0.9023580205911658
393,Calvert,2367,Calvert Precinct 03-006,2018,200,42,172,86,107,2367,1,0.8525559780312632,0.08449514152936206,0.017743979721166033,0.0452049007182087,2109,0.07266582171525138,0.03633291085762569,0.8910012674271229
902,Calvert,2365,Calvert Precinct 01-004,1979,302,41,148,82,43,2365,1,0.8367864693446089,0.1276955602536998,0.01733615221987315,0.01818181818181818,2135,0.06257928118393234,0.0346723044397463,0.9027484143763214
903,Calvert,2363,Calvert Precinct 02-004,1630,617,52,156,123,64,2363,1,0.6898011002962336,0.26110876005078293,0.022005924672027083,0.027084214980956412,2084,0.06601777401608125,0.052052475666525606,0.8819297503173932
904,Calvert,2969,Calvert Precinct 01-003,2481,341,81,124,99,66,2969,1,0.8356348939036713,0.11485348602222971,0.027281913102054564,0.02222970697204446,2746,0.04176490400808353,0.03334456045806669,0.9248905355338498
905,Calvert,3541,Calvert Precinct 01-006,2855,415,127,134,108,144,3541,1,0.806269415419373,0.11719853148828015,0.035865574696413445,0.040666478395933355,3299,0.03784241739621576,0.030499858796950014,0.9316577238068342
906,Calvert,2965,Calvert Precinct 02-005,2571,223,65,165,91,106,2965,1,0.8671163575042159,0.07521079258010117,0.021922428330522766,0.0357504215851602,2709,0.05564924114671164,0.03069139966273187,0.9136593591905565
907,Calvert,3099,Calvert Precinct 03-002,2465,488,57,151,115,89,3099,1,0.7954178767344304,0.1574701516618264,0.018393030009680542,0.028718941594062602,2833,0.04872539528880284,0.037108744756373026,0.9141658599548241
908,Calvert,2398,Calvert Precinct 03-001,2042,218,62,155,96,76,2398,1,0.8515429524603837,0.09090909090909091,0.02585487906588824,0.0316930775646372,2147,0.0646371976647206,0.040033361134278564,0.8953294412010009
955,Calvert,2874,Calvert Precinct 01-001,2444,317,44,209,96,69,2874,1,0.8503827418232429,0.11029923451635351,0.015309672929714684,0.024008350730688934,2569,0.07272094641614475,0.033402922755741124,0.8938761308281141
956,Calvert,2535,Calvert Precinct 01-007,2065,331,63,167,104,76,2535,1,0.814595660749507,0.13057199211045364,0.02485207100591716,0.029980276134122286,2264,0.06587771203155819,0.041025641025641026,0.8930966469428008
957,Calvert,3483,Calvert Precinct 01-005,2710,501,139,127,117,133,3483,1,0.7780648865920183,0.1438415159345392,0.03990812517944301,0.03818547229399943,3239,0.03646281940855584,0.03359173126614987,0.9299454493252943
958,Calvert,3411,Calvert Precinct 01-002,2504,727,79,128,126,101,3411,1,0.7340955731457051,0.21313397830548225,0.02316036352975667,0.029610085019055994,3157,0.037525652301377894,0.036939313984168866,0.9255350337144532
