,COUNTY,VAP,NAME,WVAP,GOV18PD_BJ,GOV18PD_JS,GOV18PD_KV,GOV18PD_RM,GOV18PD_RB,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV18PDNone,GOV18PD_BJ_pct,GOV18PD_JS_pct,GOV18PD_KV_pct,GOV18PD_RM_pct,GOV18PD_RB_pct,GOV18PDNone_pct
341,Calvert,2692,Calvert Precinct 02-003,2313,29,9,18,6,29,379,2692,1,0.8592124814264487,0.14078751857355126,2601,0.010772659732540862,0.0033432392273402673,0.006686478454680535,0.002228826151560178,0.010772659732540862,0.9661961367013373
342,Calvert,2653,Calvert Precinct 02-006,2176,49,11,14,9,48,477,2653,1,0.8202035431586883,0.17979645684131174,2522,0.018469656992084433,0.0041462495288352805,0.005277044854881266,0.003392385978137957,0.018092725216735772,0.9506219374293253
343,Calvert,3474,Calvert Precinct 02-008,2865,57,12,19,9,58,609,3474,1,0.8246977547495682,0.17530224525043178,3319,0.016407599309153715,0.0034542314335060447,0.005469199769717904,0.0025906735751295338,0.01669545192861255,0.9553828439838803
344,Calvert,3228,Calvert Precinct 03-003,2225,59,16,18,11,79,1003,3228,1,0.6892812887236679,0.3107187112763321,3045,0.018277571251548948,0.004956629491945477,0.0055762081784386614,0.0034076827757125155,0.024473358116480794,0.9433085501858736
345,Calvert,1651,Calvert Precinct 02-007,1552,41,6,33,12,61,99,1651,1,0.9400363416111448,0.05996365838885524,1498,0.02483343428225318,0.0036341611144760752,0.019987886129618413,0.0072683222289521504,0.036947304663840094,0.90732889158086
346,Calvert,2880,Calvert Precinct 03-005,2457,92,9,23,6,71,423,2880,1,0.853125,0.146875,2679,0.03194444444444444,0.003125,0.00798611111111111,0.0020833333333333333,0.024652777777777777,0.9302083333333333
347,Calvert,2230,Calvert Precinct 03-007,1946,71,13,14,7,51,284,2230,1,0.8726457399103139,0.1273542600896861,2074,0.03183856502242152,0.005829596412556054,0.006278026905829596,0.003139013452914798,0.022869955156950672,0.9300448430493273
348,Calvert,3074,Calvert Precinct 03-004,2642,55,6,20,9,44,432,3074,1,0.8594664931685101,0.1405335068314899,2940,0.017891997397527653,0.001951854261548471,0.006506180871828237,0.0029277813923227064,0.014313597918022121,0.9564085881587508
349,Calvert,2683,Calvert Precinct 03-008,2217,55,9,22,3,72,466,2683,1,0.8263138278046962,0.17368617219530377,2522,0.020499440924338426,0.003354453969437197,0.008199776369735371,0.0011181513231457323,0.026835631755497576,0.9399925456578457
385,Calvert,3560,Calvert Precinct 02-002,2532,49,11,13,7,58,1028,3560,1,0.7112359550561798,0.28876404494382024,3422,0.013764044943820225,0.003089887640449438,0.003651685393258427,0.001966292134831461,0.016292134831460674,0.9612359550561798
