,COUNTY,VAP,NAME,WVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
341,Calvert,2692,Calvert Precinct 02-003,2313,77,28,51,379,2692,1,0.8592124814264487,0.14078751857355126,2536,0.028603268945022287,0.010401188707280832,0.018945022288261514,0.9420505200594353
342,Calvert,2653,Calvert Precinct 02-006,2176,73,20,64,477,2653,1,0.8202035431586883,0.17979645684131174,2496,0.02751601960045232,0.007538635506973238,0.02412363362231436,0.94082171127026
343,Calvert,3474,Calvert Precinct 02-008,2865,68,28,76,609,3474,1,0.8246977547495682,0.17530224525043178,3302,0.01957397812320092,0.008059873344847437,0.021876799078871616,0.9504893494530801
344,Calvert,3228,Calvert Precinct 03-003,2225,94,25,84,1003,3228,1,0.6892812887236679,0.3107187112763321,3025,0.029120198265179677,0.007744733581164808,0.026022304832713755,0.9371127633209417
345,Calvert,1651,Calvert Precinct 02-007,1552,61,11,73,99,1651,1,0.9400363416111448,0.05996365838885524,1506,0.036947304663840094,0.006662628709872804,0.044215626892792244,0.9121744397334949
346,Calvert,2880,Calvert Precinct 03-005,2457,108,42,65,423,2880,1,0.853125,0.146875,2665,0.0375,0.014583333333333334,0.022569444444444444,0.9253472222222222
347,Calvert,2230,Calvert Precinct 03-007,1946,85,23,63,284,2230,1,0.8726457399103139,0.1273542600896861,2059,0.03811659192825112,0.01031390134529148,0.028251121076233184,0.9233183856502242
348,Calvert,3074,Calvert Precinct 03-004,2642,71,20,48,432,3074,1,0.8594664931685101,0.1405335068314899,2935,0.02309694209499024,0.006506180871828237,0.015614834092387769,0.9547820429407937
349,Calvert,2683,Calvert Precinct 03-008,2217,79,21,55,466,2683,1,0.8263138278046962,0.17368617219530377,2528,0.029444651509504285,0.007827059262020127,0.020499440924338426,0.9422288483041371
385,Calvert,3560,Calvert Precinct 02-002,2532,92,37,88,1028,3560,1,0.7112359550561798,0.28876404494382024,3343,0.025842696629213482,0.010393258426966293,0.024719101123595506,0.9390449438202247
386,Calvert,3011,Calvert Precinct 02-001,2414,87,27,87,597,3011,1,0.8017270009963468,0.19827299900365328,2810,0.02889405513118565,0.008967120557954168,0.02889405513118565,0.9332447691796745
393,Calvert,2367,Calvert Precinct 03-006,2018,75,8,59,349,2367,1,0.8525559780312632,0.1474440219687368,2225,0.031685678073510776,0.0033798056611744824,0.024926066751161807,0.940008449514153
902,Calvert,2365,Calvert Precinct 01-004,1979,86,31,73,386,2365,1,0.8367864693446089,0.16321353065539113,2175,0.03636363636363636,0.013107822410147992,0.030866807610993658,0.919661733615222
903,Calvert,2363,Calvert Precinct 02-004,1630,89,29,66,733,2363,1,0.6898011002962336,0.3101988997037664,2179,0.03766398645789251,0.012272534913245875,0.0279305966991113,0.9221328819297503
904,Calvert,2969,Calvert Precinct 01-003,2481,65,27,50,488,2969,1,0.8356348939036713,0.16436510609632873,2827,0.021892893230043786,0.009093971034018189,0.016840687100033683,0.9521724486359043
905,Calvert,3541,Calvert Precinct 01-006,2855,62,30,56,686,3541,1,0.806269415419373,0.19373058458062695,3393,0.01750917819824908,0.008472182999152781,0.015814741598418527,0.9582038972041796
906,Calvert,2965,Calvert Precinct 02-005,2571,62,19,62,394,2965,1,0.8671163575042159,0.13288364249578416,2822,0.0209106239460371,0.0064080944350758855,0.0209106239460371,0.95177065767285
907,Calvert,3099,Calvert Precinct 03-002,2465,71,23,66,634,3099,1,0.7954178767344304,0.20458212326556954,2939,0.02291061632784769,0.007421748951274605,0.021297192642787996,0.9483704420780897
908,Calvert,2398,Calvert Precinct 03-001,2042,63,21,54,356,2398,1,0.8515429524603837,0.14845704753961636,2260,0.02627189324437031,0.008757297748123435,0.022518765638031693,0.9424520433694745
955,Calvert,2874,Calvert Precinct 01-001,2444,121,27,68,430,2874,1,0.8503827418232429,0.14961725817675714,2658,0.04210160055671538,0.009394572025052192,0.023660403618649965,0.9248434237995825
956,Calvert,2535,Calvert Precinct 01-007,2065,74,26,74,470,2535,1,0.814595660749507,0.1854043392504931,2361,0.029191321499013805,0.010256410256410256,0.029191321499013805,0.9313609467455621
957,Calvert,3483,Calvert Precinct 01-005,2710,62,31,53,773,3483,1,0.7780648865920183,0.22193511340798164,3337,0.017800746482917025,0.008900373241458513,0.015216767154751652,0.9580821131208728
958,Calvert,3411,Calvert Precinct 01-002,2504,56,29,54,907,3411,1,0.7340955731457051,0.26590442685429494,3272,0.01641747288185283,0.008501905599530929,0.0158311345646438,0.9592494869539725
