,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN16PD_CV,SEN16PD_DE,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN16PDNone,SEN16PD_CV_pct,SEN16PD_DE_pct,SEN16PDNone_pct
388,Prince George's,1692,Prince George's Precinct 08-001,980,639,19,57,90,54,1692,1,0.5791962174940898,0.3776595744680851,0.011229314420803783,0.031914893617021274,1545,0.03368794326241135,0.05319148936170213,0.9131205673758865
389,Prince George's,2531,Prince George's Precinct 11-002,511,1777,95,215,450,148,2531,1,0.20189648360331885,0.7020940339786645,0.0375345713156855,0.05847491110233109,1866,0.08494666139865666,0.17779533781114185,0.7372580007902015
390,Prince George's,3507,Prince George's Precinct 15-001,574,2678,90,252,596,165,3507,1,0.16367265469061876,0.763615625891075,0.02566295979469632,0.04704875962360992,2659,0.0718562874251497,0.16994582264043342,0.7581978899344168
391,Prince George's,3267,Prince George's Precinct 15-004,469,2577,60,222,489,161,3267,1,0.1435567799204163,0.7887970615243343,0.018365472910927456,0.04928068564432201,2556,0.06795224977043159,0.14967860422405876,0.7823691460055097
392,Prince George's,2065,Prince George's Precinct 04-001,1341,584,66,177,119,74,2065,1,0.6493946731234866,0.2828087167070218,0.031961259079903145,0.03583535108958838,1769,0.08571428571428572,0.0576271186440678,0.8566585956416465
394,Prince George's,1133,Prince George's Precinct 03-001,419,631,33,74,135,50,1133,1,0.3698146513680494,0.5569285083848191,0.02912621359223301,0.0441306266548985,924,0.06531332744924978,0.11915269196822595,0.8155339805825242
400,Prince George's,1983,Prince George's Precinct 12-002,167,1491,201,66,244,124,1983,1,0.08421583459404942,0.7518910741301059,0.10136157337367625,0.06253151790216843,1673,0.03328290468986384,0.12304589006555723,0.843671205244579
401,Prince George's,4528,Prince George's Precinct 12-009,53,4012,371,55,282,92,4528,1,0.011704946996466431,0.8860424028268551,0.08193462897526502,0.020318021201413426,4191,0.012146643109540636,0.062279151943462896,0.9255742049469965
402,Prince George's,4488,Prince George's Precinct 12-004,126,3691,498,107,418,173,4488,1,0.02807486631016043,0.8224153297682709,0.11096256684491979,0.03854723707664884,3963,0.023841354723707665,0.09313725490196079,0.8830213903743316
403,Prince George's,4072,Prince George's Precinct 12-006,80,3758,150,92,353,84,4072,1,0.019646365422396856,0.9228880157170923,0.03683693516699411,0.0206286836935167,3627,0.022593320235756387,0.08668958742632613,0.8907170923379175
404,Prince George's,3288,Prince George's Precinct 12-012,212,2713,147,96,361,216,3288,1,0.06447688564476886,0.8251216545012166,0.04470802919708029,0.06569343065693431,2831,0.029197080291970802,0.10979318734793188,0.8610097323600974
405,Prince George's,2724,Prince George's Precinct 12-016,113,2335,185,65,234,91,2724,1,0.041483113069016156,0.8571953010279001,0.06791483113069016,0.03340675477239354,2425,0.023861967694566815,0.08590308370044053,0.8902349486049926
406,Prince George's,3144,Prince George's Precinct 12-003,178,2672,156,75,355,138,3144,1,0.056615776081424936,0.8498727735368957,0.04961832061068702,0.04389312977099236,2714,0.02385496183206107,0.11291348600508906,0.8632315521628499
407,Prince George's,1980,Prince George's Precinct 12-007,69,1759,91,79,346,61,1980,1,0.03484848484848485,0.8883838383838384,0.04595959595959596,0.03080808080808081,1555,0.0398989898989899,0.17474747474747473,0.7853535353535354
408,Prince George's,1110,Prince George's Precinct 12-017,127,920,20,38,87,43,1110,1,0.11441441441441441,0.8288288288288288,0.018018018018018018,0.03873873873873874,985,0.03423423423423423,0.07837837837837838,0.8873873873873874
409,Prince George's,3753,Prince George's Precinct 12-013,94,3516,77,131,496,66,3753,1,0.025046629363176125,0.9368505195843325,0.02051691979749534,0.017585931254996003,3126,0.03490540900612843,0.1321609379163336,0.832933653077538
410,Prince George's,2131,Prince George's Precinct 06-008,57,1967,67,83,301,40,2131,1,0.02674800563115908,0.9230408259033318,0.03144063819802909,0.018770530267480056,1747,0.03894885030502112,0.14124824026278743,0.8198029094321915
411,Prince George's,4750,Prince George's Precinct 06-017,139,4336,177,144,502,98,4750,1,0.02926315789473684,0.9128421052631579,0.037263157894736845,0.02063157894736842,4104,0.03031578947368421,0.10568421052631578,0.864
412,Prince George's,2691,Prince George's Precinct 06-009,88,2440,88,75,327,75,2691,1,0.032701597918989224,0.9067261241174285,0.032701597918989224,0.027870680044593088,2289,0.027870680044593088,0.12151616499442586,0.850613154960981
413,Prince George's,2205,Prince George's Precinct 06-012,55,2031,62,53,254,57,2205,1,0.024943310657596373,0.9210884353741496,0.028117913832199547,0.02585034013605442,1898,0.024036281179138322,0.11519274376417234,0.8607709750566893
452,Prince George's,2194,Prince George's Precinct 12-008,175,1753,177,85,284,89,2194,1,0.07976298997265269,0.7989972652689152,0.08067456700091158,0.04056517775752051,1825,0.038742023701002735,0.12944393801276208,0.8318140382862352
453,Prince George's,2657,Prince George's Precinct 12-015,108,2244,184,110,423,121,2657,1,0.04064734663153933,0.8445615355664283,0.06925103500188182,0.045540082800150546,2124,0.041400075272864136,0.1592021076401957,0.7993978170869401
470,Prince George's,3323,Prince George's Precinct 09-007,221,2830,139,285,535,133,3323,1,0.06650616912428528,0.8516400842612097,0.041829671983147756,0.04002407463135721,2503,0.08576587421005116,0.1609990972013241,0.7532350285886248
471,Prince George's,2034,Prince George's Precinct 09-004,273,1568,114,173,325,79,2034,1,0.13421828908554573,0.7708947885939036,0.05604719764011799,0.03883972468043265,1536,0.08505408062930186,0.1597836774827925,0.7551622418879056
472,Prince George's,3032,Prince George's Precinct 09-005,266,2338,248,145,445,180,3032,1,0.08773087071240106,0.771108179419525,0.08179419525065963,0.059366754617414245,2442,0.04782321899736148,0.14676781002638523,0.8054089709762533
473,Prince George's,3691,Prince George's Precinct 09-001,425,2903,169,223,621,194,3691,1,0.11514494716878895,0.7865077214846925,0.04578704958005961,0.05256028176645895,2847,0.0604172311026822,0.16824708751015985,0.7713356813871579
474,Prince George's,2377,Prince George's Precinct 09-010,356,1758,129,161,349,134,2377,1,0.14976861590239798,0.7395877156079091,0.05427008834665545,0.05637358014303744,1867,0.06773243584350021,0.1468237273874632,0.7854438367690366
475,Prince George's,3501,Prince George's Precinct 09-002,398,2796,163,95,246,144,3501,1,0.11368180519851472,0.7986289631533847,0.04655812624964296,0.04113110539845758,3160,0.027135104255926877,0.0702656383890317,0.9025992573550414
476,Prince George's,4703,Prince George's Precinct 09-008,452,3857,186,388,767,208,4703,1,0.09610886668084201,0.8201148203274505,0.03954922389963853,0.04422708909206889,3548,0.08250053157559005,0.16308739102700404,0.7544120773974059
477,Prince George's,2747,Prince George's Precinct 09-006,357,2124,147,243,608,119,2747,1,0.12995995631598106,0.7732071350564252,0.05351292318893338,0.043319985438660356,1896,0.08846013833272662,0.2213323625773571,0.6902074990899163
478,Prince George's,2862,Prince George's Precinct 11-004,854,1799,71,316,527,138,2862,1,0.2983927323549965,0.6285814116002795,0.02480782669461915,0.04821802935010482,2019,0.11041229909154437,0.18413696715583508,0.7054507337526206
479,Prince George's,2840,Prince George's Precinct 11-001,589,2020,123,140,404,108,2840,1,0.2073943661971831,0.7112676056338029,0.043309859154929575,0.038028169014084505,2296,0.04929577464788732,0.14225352112676057,0.8084507042253521
480,Prince George's,4018,Prince George's Precinct 09-011,519,3105,204,164,485,190,4018,1,0.12916874066699852,0.7727725236436038,0.0507715281234445,0.04728720756595321,3369,0.04081632653061224,0.12070681931309109,0.8384768541562967
481,Prince George's,1565,Prince George's Precinct 09-009,577,815,107,99,178,66,1565,1,0.36869009584664536,0.5207667731629393,0.068370607028754,0.042172523961661344,1288,0.06325878594249201,0.11373801916932907,0.823003194888179
482,Prince George's,3439,Prince George's Precinct 11-003,484,2717,73,179,550,165,3439,1,0.14073858679848794,0.7900552486187845,0.021227100901424833,0.047979063681302704,2710,0.052050014539110206,0.159930212271009,0.7880197731898808
483,Prince George's,2108,Prince George's Precinct 15-003,209,1767,51,178,409,81,2108,1,0.099146110056926,0.8382352941176471,0.024193548387096774,0.03842504743833017,1521,0.08444022770398482,0.19402277039848198,0.7215370018975332
484,Prince George's,662,Prince George's Precinct 01-007,394,180,60,336,85,28,662,1,0.595166163141994,0.2719033232628399,0.09063444108761329,0.04229607250755287,241,0.5075528700906344,0.1283987915407855,0.3640483383685801
485,Prince George's,2108,Prince George's Precinct 06-014,231,1714,85,20,90,78,2108,1,0.10958254269449716,0.8130929791271347,0.04032258064516129,0.03700189753320683,1998,0.009487666034155597,0.04269449715370019,0.9478178368121443
486,Prince George's,1176,Prince George's Precinct 06-002,134,919,75,82,240,48,1176,1,0.11394557823129252,0.7814625850340136,0.06377551020408163,0.04081632653061224,854,0.06972789115646258,0.20408163265306123,0.7261904761904762
487,Prince George's,2560,Prince George's Precinct 06-013,365,1929,147,174,403,119,2560,1,0.142578125,0.753515625,0.057421875,0.046484375,1983,0.06796875,0.157421875,0.774609375
488,Prince George's,3164,Prince George's Precinct 06-024,123,2840,109,35,142,92,3164,1,0.0388748419721871,0.8975979772439949,0.034450063211125155,0.029077117572692796,2987,0.011061946902654867,0.04487989886219975,0.9440581542351454
489,Prince George's,3700,Prince George's Precinct 06-015,61,3457,107,104,404,75,3700,1,0.016486486486486488,0.9343243243243243,0.02891891891891892,0.02027027027027027,3192,0.02810810810810811,0.10918918918918918,0.8627027027027027
