,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,PRES16D,PRES16R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,PRES16None,PRES16D_pct,PRES16R_pct,PRES16None_pct
388,Prince George's,1692,Prince George's Precinct 08-001,980,639,19,209,203,54,1692,1.0,0.5791962174940898,0.3776595744680851,0.011229314420803783,0.031914893617021274,1280,0.1235224586288416,0.11997635933806147,0.7565011820330969
389,Prince George's,2531,Prince George's Precinct 11-002,511,1777,95,811,126,148,2531,1.0,0.20189648360331885,0.7020940339786645,0.0375345713156855,0.05847491110233109,1594,0.32042670881074675,0.049782694587119716,0.6297905966021335
390,Prince George's,3507,Prince George's Precinct 15-001,574,2678,90,1187,97,165,3507,1.0,0.16367265469061876,0.763615625891075,0.02566295979469632,0.04704875962360992,2223,0.3384659252922726,0.02765896777872826,0.6338751069289992
391,Prince George's,3267,Prince George's Precinct 15-004,469,2577,60,800,102,161,3267,1.0,0.1435567799204163,0.7887970615243343,0.018365472910927456,0.04928068564432201,2365,0.24487297214569942,0.031221303948576674,0.7239057239057239
392,Prince George's,2065,Prince George's Precinct 04-001,1341,584,66,331,366,74,2065,1.0,0.6493946731234866,0.2828087167070218,0.031961259079903145,0.03583535108958838,1368,0.16029055690072638,0.17723970944309927,0.6624697336561743
394,Prince George's,1133,Prince George's Precinct 03-001,419,631,33,285,98,50,1133,1.0,0.3698146513680494,0.5569285083848191,0.02912621359223301,0.0441306266548985,750,0.25154457193292146,0.08649602824360106,0.6619593998234775
400,Prince George's,1983,Prince George's Precinct 12-002,167,1491,201,551,35,124,1983,1.0,0.08421583459404942,0.7518910741301059,0.10136157337367625,0.06253151790216843,1397,0.2778618255168936,0.017650025214321734,0.7044881492687847
401,Prince George's,4528,Prince George's Precinct 12-009,53,4012,371,963,18,92,4528,1.0,0.011704946996466431,0.8860424028268551,0.08193462897526502,0.020318021201413426,3547,0.2126766784452297,0.003975265017667844,0.7833480565371025
402,Prince George's,4488,Prince George's Precinct 12-004,126,3691,498,1082,30,173,4488,1.0,0.02807486631016043,0.8224153297682709,0.11096256684491979,0.03854723707664884,3376,0.2410873440285205,0.0066844919786096255,0.7522281639928698
403,Prince George's,4072,Prince George's Precinct 12-006,80,3758,150,1026,25,84,4072,1.0,0.019646365422396856,0.9228880157170923,0.03683693516699411,0.0206286836935167,3021,0.25196463654223966,0.006139489194499017,0.7418958742632613
404,Prince George's,3288,Prince George's Precinct 12-012,212,2713,147,796,23,216,3288,1.0,0.06447688564476886,0.8251216545012166,0.04470802919708029,0.06569343065693431,2469,0.24209245742092458,0.006995133819951338,0.7509124087591241
405,Prince George's,2724,Prince George's Precinct 12-016,113,2335,185,558,19,91,2724,1.0,0.041483113069016156,0.8571953010279001,0.06791483113069016,0.03340675477239354,2147,0.20484581497797358,0.0069750367107195305,0.7881791483113069
406,Prince George's,3144,Prince George's Precinct 12-003,178,2672,156,833,30,138,3144,1.0,0.056615776081424936,0.8498727735368957,0.04961832061068702,0.04389312977099236,2281,0.26494910941475824,0.009541984732824428,0.7255089058524173
407,Prince George's,1980,Prince George's Precinct 12-007,69,1759,91,779,35,61,1980,1.0,0.03484848484848485,0.8883838383838384,0.04595959595959596,0.03080808080808081,1166,0.3934343434343434,0.017676767676767676,0.5888888888888889
408,Prince George's,1110,Prince George's Precinct 12-017,127,920,20,163,5,43,1110,1.0,0.11441441441441441,0.8288288288288288,0.018018018018018018,0.03873873873873874,942,0.14684684684684685,0.0045045045045045045,0.8486486486486486
409,Prince George's,3753,Prince George's Precinct 12-013,94,3516,77,974,33,66,3753,1.0,0.025046629363176125,0.9368505195843325,0.02051691979749534,0.017585931254996003,2746,0.25952571276312286,0.008792965627498001,0.7316813216093792
410,Prince George's,2131,Prince George's Precinct 06-008,57,1967,67,645,19,40,2131,1.0,0.02674800563115908,0.9230408259033318,0.03144063819802909,0.018770530267480056,1467,0.3026748005631159,0.008916001877053027,0.6884091975598311
411,Prince George's,4750,Prince George's Precinct 06-017,139,4336,177,1157,32,98,4750,1.0,0.02926315789473684,0.9128421052631579,0.037263157894736845,0.02063157894736842,3561,0.24357894736842106,0.006736842105263158,0.7496842105263158
412,Prince George's,2691,Prince George's Precinct 06-009,88,2440,88,754,26,75,2691,1.0,0.032701597918989224,0.9067261241174285,0.032701597918989224,0.027870680044593088,1911,0.28019323671497587,0.00966183574879227,0.7101449275362319
413,Prince George's,2205,Prince George's Precinct 06-012,55,2031,62,719,27,57,2205,1.0,0.024943310657596373,0.9210884353741496,0.028117913832199547,0.02585034013605442,1459,0.32607709750566893,0.012244897959183673,0.6616780045351474
452,Prince George's,2194,Prince George's Precinct 12-008,175,1753,177,513,25,89,2194,1.0,0.07976298997265269,0.7989972652689152,0.08067456700091158,0.04056517775752051,1656,0.23381950774840474,0.011394712853236098,0.7547857793983591
453,Prince George's,2657,Prince George's Precinct 12-015,108,2244,184,735,40,121,2657,1.0,0.04064734663153933,0.8445615355664283,0.06925103500188182,0.045540082800150546,1882,0.27662777568686486,0.015054572826496047,0.708317651486639
470,Prince George's,3323,Prince George's Precinct 09-007,221,2830,139,1106,73,133,3323,1.0,0.06650616912428528,0.8516400842612097,0.041829671983147756,0.04002407463135721,2144,0.3328317785133915,0.0219681011134517,0.6452001203731568
471,Prince George's,2034,Prince George's Precinct 09-004,273,1568,114,733,61,79,2034,1.0,0.13421828908554573,0.7708947885939036,0.05604719764011799,0.03883972468043265,1240,0.36037364798426746,0.02999016715830875,0.6096361848574238
472,Prince George's,3032,Prince George's Precinct 09-005,266,2338,248,839,55,180,3032,1.0,0.08773087071240106,0.771108179419525,0.08179419525065963,0.059366754617414245,2138,0.2767150395778364,0.018139841688654353,0.7051451187335093
473,Prince George's,3691,Prince George's Precinct 09-001,425,2903,169,1118,88,194,3691,1.0,0.11514494716878895,0.7865077214846925,0.04578704958005961,0.05256028176645895,2485,0.30289894337577894,0.023841777296125712,0.6732592793280954
474,Prince George's,2377,Prince George's Precinct 09-010,356,1758,129,765,71,134,2377,1.0,0.14976861590239798,0.7395877156079091,0.05427008834665545,0.05637358014303744,1541,0.32183424484644507,0.029869583508624318,0.6482961716449306
