,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
388,Prince George's,1692,Prince George's Precinct 08-001,980,639,19,71,25,21,54,1692,1,0.5791962174940898,0.3776595744680851,0.011229314420803783,0.031914893617021274,1575,0.04196217494089834,0.014775413711583925,0.012411347517730497,0.9308510638297872
389,Prince George's,2531,Prince George's Precinct 11-002,511,1777,95,134,129,79,148,2531,1,0.20189648360331885,0.7020940339786645,0.0375345713156855,0.05847491110233109,2189,0.05294350059265113,0.050967996839193994,0.03121295930462268,0.8648755432635322
390,Prince George's,3507,Prince George's Precinct 15-001,574,2678,90,159,194,103,165,3507,1,0.16367265469061876,0.763615625891075,0.02566295979469632,0.04704875962360992,3051,0.045337895637296836,0.05531793555745652,0.029369831765041345,0.8699743370402053
391,Prince George's,3267,Prince George's Precinct 15-004,469,2577,60,112,195,96,161,3267,1,0.1435567799204163,0.7887970615243343,0.018365472910927456,0.04928068564432201,2864,0.034282216100397916,0.05968778696051423,0.02938475665748393,0.876645240281604
392,Prince George's,2065,Prince George's Precinct 04-001,1341,584,66,108,42,49,74,2065,1,0.6493946731234866,0.2828087167070218,0.031961259079903145,0.03583535108958838,1866,0.05230024213075061,0.020338983050847456,0.023728813559322035,0.9036319612590799
394,Prince George's,1133,Prince George's Precinct 03-001,419,631,33,61,48,38,50,1133,1,0.3698146513680494,0.5569285083848191,0.02912621359223301,0.0441306266548985,986,0.05383936451897617,0.04236540158870256,0.03353927625772286,0.8702559576345984
400,Prince George's,1983,Prince George's Precinct 12-002,167,1491,201,52,110,42,124,1983,1,0.08421583459404942,0.7518910741301059,0.10136157337367625,0.06253151790216843,1779,0.026222894604135148,0.05547150781643974,0.02118003025718608,0.897125567322239
401,Prince George's,4528,Prince George's Precinct 12-009,53,4012,371,31,123,36,92,4528,1,0.011704946996466431,0.8860424028268551,0.08193462897526502,0.020318021201413426,4338,0.006846289752650177,0.027164310954063603,0.007950530035335688,0.9580388692579506
402,Prince George's,4488,Prince George's Precinct 12-004,126,3691,498,75,148,76,173,4488,1,0.02807486631016043,0.8224153297682709,0.11096256684491979,0.03854723707664884,4189,0.016711229946524065,0.03297682709447415,0.01693404634581105,0.9333778966131907
403,Prince George's,4072,Prince George's Precinct 12-006,80,3758,150,59,147,52,84,4072,1,0.019646365422396856,0.9228880157170923,0.03683693516699411,0.0206286836935167,3814,0.014489194499017682,0.03610019646365423,0.012770137524557957,0.9366404715127702
