race,COMP14D,COMP14R,COMP14None
WVAP,0.1196 (0.1029-0.136),0.1597 (0.1487-0.1696),0.7206 (0.7042-0.7371)
BVAP,0.1897 (0.1025-0.2919),0.1226 (0.0694-0.1923),0.6877 (0.5815-0.7841)
HVAP,0.4024 (0.2294-0.5732),0.1619 (0.0595-0.3006),0.4357 (0.2786-0.6127)
OVAP,0.4401 (0.2431-0.6241),0.208 (0.0833-0.3807),0.3519 (0.2071-0.5171)
