,COUNTY,VAP,NAME,WVAP,SEN12D,SEN12R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN12None,SEN12D_pct,SEN12R_pct,SEN12None_pct
424,Baltimore County,2889,Baltimore County Precinct 11-019,2270,516,431,619,2889,1,0.7857390100380754,0.21426098996192455,1942,0.1786085150571132,0.14918656974731742,0.6722049151955694
425,Baltimore County,4130,Baltimore County Precinct 14-003,2875,606,228,1255,4130,1,0.6961259079903148,0.30387409200968524,3296,0.1467312348668281,0.05520581113801453,0.7980629539951574
426,Baltimore County,1265,Baltimore County Precinct 11-013,891,206,162,374,1265,1,0.7043478260869566,0.2956521739130435,897,0.16284584980237155,0.12806324110671938,0.7090909090909091
427,Baltimore County,3157,Baltimore County Precinct 15-010,2444,626,323,713,3157,1,0.774152676591701,0.22584732340829902,2208,0.1982895153626861,0.10231232182451695,0.699398162812797
428,Baltimore County,5523,Baltimore County Precinct 15-005,2822,1026,383,2701,5523,1,0.5109541915625566,0.48904580843744344,4114,0.18576860401955458,0.06934636972659787,0.7448850262538476
429,Baltimore County,1411,Baltimore County Precinct 15-009,1311,269,243,100,1411,1,0.9291282778171509,0.07087172218284904,899,0.19064493267186391,0.17221828490432317,0.6371367824238129
430,Baltimore County,6204,Baltimore County Precinct 15-004,4276,1008,481,1928,6204,1,0.6892327530625403,0.3107672469374597,4715,0.16247582205029013,0.07753062540296583,0.7599935525467441
431,Baltimore County,3736,Baltimore County Precinct 11-012,3099,594,675,637,3736,1,0.8294967880085653,0.1705032119914347,2467,0.15899357601713063,0.1806745182012848,0.6603319057815846
432,Baltimore County,2316,Baltimore County Precinct 11-007,1947,385,423,369,2316,1,0.8406735751295337,0.15932642487046633,1508,0.1662348877374784,0.18264248704663213,0.6511226252158895
433,Baltimore County,2818,Baltimore County Precinct 11-014,2465,430,545,353,2818,1,0.8747338537970192,0.12526614620298085,1843,0.15259048970901348,0.19339957416607523,0.6540099361249113
