,COUNTY,VAP,NAME,WVAP,GOV18PD_BJ,GOV18PD_JS,GOV18PD_KV,GOV18PD_RM,GOV18PD_RB,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV18PDNone,GOV18PD_BJ_pct,GOV18PD_JS_pct,GOV18PD_KV_pct,GOV18PD_RM_pct,GOV18PD_RB_pct,GOV18PDNone_pct
424,Baltimore County,2889,Baltimore County Precinct 11-019,2270,67,24,24,8,17,619,2889,1,0.7857390100380754,0.21426098996192455,2749,0.0231914157147802,0.008307372793354102,0.008307372793354102,0.0027691242644513675,0.005884389061959155,0.9515403253721011
425,Baltimore County,4130,Baltimore County Precinct 14-003,2875,109,61,22,6,29,1255,4130,1,0.6961259079903148,0.30387409200968524,3903,0.02639225181598063,0.01476997578692494,0.005326876513317191,0.0014527845036319612,0.0070217917675544795,0.9450363196125908
426,Baltimore County,1265,Baltimore County Precinct 11-013,891,20,9,10,1,4,374,1265,1,0.7043478260869566,0.2956521739130435,1221,0.015810276679841896,0.0071146245059288534,0.007905138339920948,0.0007905138339920949,0.0031620553359683794,0.9652173913043478
427,Baltimore County,3157,Baltimore County Precinct 15-010,2444,49,46,15,4,25,713,3157,1,0.774152676591701,0.22584732340829902,3018,0.015521064301552107,0.014570795058599937,0.004751346214760849,0.0012670256572695597,0.007918910357934749,0.9559708584098828
428,Baltimore County,5523,Baltimore County Precinct 15-005,2822,132,58,27,8,40,2701,5523,1,0.5109541915625566,0.48904580843744344,5258,0.023900054318305268,0.010501539018649284,0.004888647474198805,0.0014484881405033496,0.007242440702516748,0.9520188303458266
429,Baltimore County,1411,Baltimore County Precinct 15-009,1311,31,6,15,6,15,100,1411,1,0.9291282778171509,0.07087172218284904,1338,0.021970233876683204,0.004252303330970942,0.010630758327427357,0.004252303330970942,0.010630758327427357,0.9482636428065202
430,Baltimore County,6204,Baltimore County Precinct 15-004,4276,41,34,16,2,18,1928,6204,1,0.6892327530625403,0.3107672469374597,6093,0.006608639587362992,0.00548033526756931,0.0025789813023855577,0.0003223726627981947,0.0029013539651837525,0.9821083172147002
431,Baltimore County,3736,Baltimore County Precinct 11-012,3099,83,29,34,9,22,637,3736,1,0.8294967880085653,0.1705032119914347,3559,0.02221627408993576,0.007762312633832976,0.009100642398286937,0.0024089935760171306,0.005888650963597431,0.9526231263383298
432,Baltimore County,2316,Baltimore County Precinct 11-007,1947,102,52,34,12,38,369,2316,1,0.8406735751295337,0.15932642487046633,2078,0.04404145077720207,0.022452504317789293,0.01468048359240069,0.0051813471502590676,0.016407599309153715,0.8972366148531952
433,Baltimore County,2818,Baltimore County Precinct 11-014,2465,58,29,21,8,21,353,2818,1,0.8747338537970192,0.12526614620298085,2681,0.0205819730305181,0.01029098651525905,0.007452093683463449,0.0028388928317956,0.007452093683463449,0.9513839602555003
434,Baltimore County,2037,Baltimore County Precinct 11-006,1892,42,19,20,3,18,145,2037,1,0.9288168875797742,0.07118311242022582,1935,0.020618556701030927,0.009327442317133039,0.009818360333824251,0.0014727540500736377,0.008836524300441826,0.9499263622974963
