,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
424,Baltimore County,2889,Baltimore County Precinct 11-019,2270,282,61,57,3,276,2889,1,0.7857390100380754,0.0976116303219107,0.021114572516441676,0.09553478712357218,2829,0.01973001038421599,0.0010384215991692627,0.9792315680166147
425,Baltimore County,4130,Baltimore County Precinct 14-003,2875,634,150,80,8,471,4130,1,0.6961259079903148,0.15351089588377723,0.03631961259079903,0.11404358353510896,4042,0.01937046004842615,0.001937046004842615,0.9786924939467312
426,Baltimore County,1265,Baltimore County Precinct 11-013,891,162,54,20,2,158,1265,1,0.7043478260869566,0.12806324110671938,0.042687747035573126,0.12490118577075099,1243,0.015810276679841896,0.0015810276679841897,0.9826086956521739
427,Baltimore County,3157,Baltimore County Precinct 15-010,2444,510,102,68,5,101,3157,1,0.774152676591701,0.16154577130186887,0.03230915426037377,0.031992397846056383,3084,0.021539436173582515,0.0015837820715869496,0.9768767817548305
428,Baltimore County,5523,Baltimore County Precinct 15-005,2822,1710,469,121,11,522,5523,1,0.5109541915625566,0.309614340032591,0.08491761723700887,0.09451385116784357,5391,0.021908383125113163,0.001991671193192106,0.9760999456816948
429,Baltimore County,1411,Baltimore County Precinct 15-009,1311,38,28,47,3,34,1411,1,0.9291282778171509,0.026931254429482635,0.019844082211197732,0.024096385542168676,1361,0.03330970942593905,0.002126151665485471,0.9645641389085755
430,Baltimore County,6204,Baltimore County Precinct 15-004,4276,1238,392,125,17,298,6204,1,0.6892327530625403,0.19954867827208253,0.06318504190844616,0.04803352675693101,6062,0.02014829142488717,0.002740167633784655,0.9771115409413281
431,Baltimore County,3736,Baltimore County Precinct 11-012,3099,275,85,98,11,277,3736,1,0.8294967880085653,0.07360813704496788,0.022751605995717343,0.07414346895074947,3627,0.026231263383297645,0.0029443254817987153,0.9708244111349036
432,Baltimore County,2316,Baltimore County Precinct 11-007,1947,97,52,55,5,220,2316,1,0.8406735751295337,0.041882556131260795,0.022452504317789293,0.09499136442141623,2256,0.023747841105354058,0.002158894645941278,0.9740932642487047
433,Baltimore County,2818,Baltimore County Precinct 11-014,2465,96,55,87,5,202,2818,1,0.8747338537970192,0.034066713981547196,0.019517388218594747,0.0716820440028389,2726,0.030872959545777148,0.0017743080198722497,0.9673527324343506
434,Baltimore County,2037,Baltimore County Precinct 11-006,1892,44,39,78,4,62,2037,1,0.9288168875797742,0.021600392734413353,0.01914580265095729,0.03043691703485518,1955,0.03829160530191458,0.0019636720667648502,0.9597447226313206
435,Baltimore County,3470,Baltimore County Precinct 11-022,2749,221,66,75,5,434,3470,1,0.7922190201729107,0.06368876080691642,0.019020172910662825,0.1250720461095101,3390,0.021613832853025938,0.001440922190201729,0.9769452449567724
436,Baltimore County,2386,Baltimore County Precinct 11-005,1880,133,50,45,5,323,2386,1,0.787929589270746,0.055741827326068735,0.020955574182732608,0.13537300922045264,2336,0.018860016764459347,0.0020955574182732607,0.9790444258172674
437,Baltimore County,4029,Baltimore County Precinct 11-003,3873,46,41,108,3,69,4029,1,0.9612807148175726,0.011417225117895259,0.010176222387689253,0.01712583767684289,3918,0.02680565897244974,0.0007446016381236039,0.9724497393894267
438,Baltimore County,2502,Baltimore County Precinct 11-001,2338,40,30,72,5,94,2502,1,0.9344524380495604,0.01598721023181455,0.011990407673860911,0.037569944044764186,2425,0.02877697841726619,0.0019984012789768186,0.969224620303757
439,Baltimore County,300,Baltimore County Precinct 10-005,276,1,6,16,2,17,300,1,0.92,0.0033333333333333335,0.02,0.056666666666666664,282,0.05333333333333334,0.006666666666666667,0.94
440,Baltimore County,1364,Baltimore County Precinct 10-003,1284,11,25,45,4,44,1364,1,0.9413489736070382,0.008064516129032258,0.018328445747800588,0.03225806451612903,1315,0.032991202346041054,0.002932551319648094,0.9640762463343109
442,Baltimore County,3090,Baltimore County Precinct 11-002,2978,14,45,88,7,53,3090,1,0.9637540453074434,0.004530744336569579,0.014563106796116505,0.01715210355987055,2995,0.0284789644012945,0.0022653721682847896,0.9692556634304207
445,Baltimore County,3678,Baltimore County Precinct 15-007,2778,748,78,129,11,74,3678,1,0.7553017944535073,0.20337139749864055,0.021207177814029365,0.02011963023382273,3538,0.03507340946166395,0.002990755845568244,0.9619358346927678
446,Baltimore County,2060,Baltimore County Precinct 15-025,1956,44,30,58,5,30,2060,1,0.9495145631067962,0.021359223300970873,0.014563106796116505,0.014563106796116505,1997,0.02815533980582524,0.0024271844660194173,0.9694174757281553
