,COUNTY,VAP,NAME,WVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
424,Baltimore County,2889,Baltimore County Precinct 11-019,2270,46,75,63,619,2889,1,0.7857390100380754,0.21426098996192455,2705,0.015922464520595363,0.02596053997923157,0.021806853582554516,0.9363101419176185
425,Baltimore County,4130,Baltimore County Precinct 14-003,2875,59,75,83,1255,4130,1,0.6961259079903148,0.30387409200968524,3913,0.014285714285714285,0.018159806295399514,0.02009685230024213,0.9474576271186441
426,Baltimore County,1265,Baltimore County Precinct 11-013,891,14,33,21,374,1265,1,0.7043478260869566,0.2956521739130435,1197,0.011067193675889328,0.02608695652173913,0.016600790513833993,0.9462450592885375
427,Baltimore County,3157,Baltimore County Precinct 15-010,2444,59,103,70,713,3157,1,0.774152676591701,0.22584732340829902,2925,0.018688628444726005,0.032625910674691165,0.022172949002217297,0.9265125118783656
428,Baltimore County,5523,Baltimore County Precinct 15-005,2822,157,152,114,2701,5523,1,0.5109541915625566,0.48904580843744344,5100,0.028426579757378237,0.027521274669563642,0.020640956002172733,0.9234111895708854
429,Baltimore County,1411,Baltimore County Precinct 15-009,1311,32,77,41,100,1411,1,0.9291282778171509,0.07087172218284904,1261,0.022678951098511695,0.05457122608079376,0.029057406094968107,0.8936924167257264
430,Baltimore County,6204,Baltimore County Precinct 15-004,4276,62,62,67,1928,6204,1,0.6892327530625403,0.3107672469374597,6013,0.009993552546744036,0.009993552546744036,0.010799484203739523,0.9692134107027724
431,Baltimore County,3736,Baltimore County Precinct 11-012,3099,54,142,98,637,3736,1,0.8294967880085653,0.1705032119914347,3442,0.014453961456102784,0.03800856531049251,0.026231263383297645,0.921306209850107
432,Baltimore County,2316,Baltimore County Precinct 11-007,1947,76,154,121,369,2316,1,0.8406735751295337,0.15932642487046633,1965,0.03281519861830743,0.06649395509499137,0.05224525043177893,0.8484455958549223
433,Baltimore County,2818,Baltimore County Precinct 11-014,2465,42,105,59,353,2818,1,0.8747338537970192,0.12526614620298085,2612,0.014904187366926898,0.03726046841731725,0.020936834634492547,0.9268985095812633
434,Baltimore County,2037,Baltimore County Precinct 11-006,1892,32,89,68,145,2037,1,0.9288168875797742,0.07118311242022582,1848,0.015709376534118802,0.043691703485517916,0.033382425135002454,0.9072164948453608
435,Baltimore County,3470,Baltimore County Precinct 11-022,2749,45,75,45,721,3470,1,0.7922190201729107,0.20778097982708935,3305,0.012968299711815562,0.021613832853025938,0.012968299711815562,0.952449567723343
436,Baltimore County,2386,Baltimore County Precinct 11-005,1880,34,67,42,506,2386,1,0.787929589270746,0.21207041072925398,2243,0.014249790444258172,0.028080469404861693,0.01760268231349539,0.9400670578373848
437,Baltimore County,4029,Baltimore County Precinct 11-003,3873,36,155,99,156,4029,1,0.9612807148175726,0.0387192851824274,3739,0.008935219657483246,0.0384710846363862,0.024571854058078928,0.9280218416480516
438,Baltimore County,2502,Baltimore County Precinct 11-001,2338,38,59,70,164,2502,1,0.9344524380495604,0.06554756195043965,2335,0.015187849720223821,0.02358113509192646,0.027977617905675458,0.9332533972821743
439,Baltimore County,300,Baltimore County Precinct 10-005,276,2,19,16,24,300,1,0.92,0.08,263,0.006666666666666667,0.06333333333333334,0.05333333333333334,0.8766666666666667
440,Baltimore County,1364,Baltimore County Precinct 10-003,1284,24,68,52,80,1364,1,0.9413489736070382,0.05865102639296188,1220,0.017595307917888565,0.04985337243401759,0.03812316715542522,0.8944281524926686
442,Baltimore County,3090,Baltimore County Precinct 11-002,2978,36,92,98,112,3090,1,0.9637540453074434,0.036245954692556634,2864,0.011650485436893204,0.02977346278317152,0.03171521035598705,0.9268608414239482
445,Baltimore County,3678,Baltimore County Precinct 15-007,2778,89,92,77,900,3678,1,0.7553017944535073,0.24469820554649266,3420,0.024197933659597607,0.025013594344752584,0.020935290918977705,0.9298531810766721
446,Baltimore County,2060,Baltimore County Precinct 15-025,1956,26,119,61,104,2060,1,0.9495145631067962,0.05048543689320388,1854,0.01262135922330097,0.05776699029126214,0.029611650485436892,0.9
447,Baltimore County,3091,Baltimore County Precinct 15-008,2496,60,93,62,595,3091,1,0.8075056615981883,0.1924943384018117,2876,0.019411193788417987,0.03008735037204788,0.020058233581365253,0.9304432222581689
448,Baltimore County,2662,Baltimore County Precinct 15-006,2499,30,134,95,163,2662,1,0.9387678437265214,0.06123215627347859,2403,0.011269722013523666,0.05033809166040571,0.035687453042824946,0.9027047332832456
449,Baltimore County,2544,Baltimore County Precinct 11-004,1999,23,53,23,545,2544,1,0.7857704402515723,0.21422955974842767,2445,0.009040880503144654,0.020833333333333332,0.009040880503144654,0.9610849056603774
450,Baltimore County,86,Baltimore County Precinct 11-020,73,3,7,2,13,86,1,0.8488372093023255,0.1511627906976744,74,0.03488372093023256,0.08139534883720931,0.023255813953488372,0.8604651162790697
560,Baltimore County,3508,Baltimore County Precinct 15-022,3315,54,198,141,193,3508,1,0.9449828962371721,0.05501710376282782,3115,0.01539338654503991,0.056442417331812995,0.040193842645381984,0.8879703534777651
561,Baltimore County,4160,Baltimore County Precinct 15-021,3797,81,192,124,363,4160,1,0.9127403846153846,0.08725961538461538,3763,0.019471153846153846,0.046153846153846156,0.02980769230769231,0.9045673076923076
562,Baltimore County,4692,Baltimore County Precinct 15-020,4264,51,177,140,428,4692,1,0.9087809036658141,0.09121909633418585,4324,0.010869565217391304,0.037723785166240406,0.029838022165387893,0.9215686274509803
563,Baltimore County,2809,Baltimore County Precinct 15-015,2416,32,66,66,393,2809,1,0.8600925596297615,0.13990744037023853,2645,0.011391954432182272,0.023495906016375936,0.023495906016375936,0.9416162335350658
564,Baltimore County,1897,Baltimore County Precinct 15-013,1758,28,83,65,139,1897,1,0.926726410121244,0.07327358987875593,1721,0.014760147601476014,0.043753294675803904,0.03426462836056932,0.9072219293621507
