,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
424,Baltimore County,2889,Baltimore County Precinct 11-019,2270,282,61,102,20,65,276,2889,1,0.7857390100380754,0.0976116303219107,0.021114572516441676,0.09553478712357218,2702,0.035306334371754934,0.006922810661128418,0.02249913464866736,0.9352717203184493
425,Baltimore County,4130,Baltimore County Precinct 14-003,2875,634,150,121,24,69,471,4130,1,0.6961259079903148,0.15351089588377723,0.03631961259079903,0.11404358353510896,3916,0.02929782082324455,0.005811138014527845,0.016707021791767553,0.94818401937046
426,Baltimore County,1265,Baltimore County Precinct 11-013,891,162,54,31,10,26,158,1265,1,0.7043478260869566,0.12806324110671938,0.042687747035573126,0.12490118577075099,1198,0.02450592885375494,0.007905138339920948,0.020553359683794466,0.9470355731225296
427,Baltimore County,3157,Baltimore County Precinct 15-010,2444,510,102,92,45,93,101,3157,1,0.774152676591701,0.16154577130186887,0.03230915426037377,0.031992397846056383,2927,0.029141590117199873,0.014254038644282548,0.029458346531517264,0.9271460247070004
428,Baltimore County,5523,Baltimore County Precinct 15-005,2822,1710,469,201,91,137,522,5523,1,0.5109541915625566,0.309614340032591,0.08491761723700887,0.09451385116784357,5094,0.03639326453014666,0.016476552598225603,0.024805359406119862,0.9223248234655079
429,Baltimore County,1411,Baltimore County Precinct 15-009,1311,38,28,83,12,55,34,1411,1,0.9291282778171509,0.026931254429482635,0.019844082211197732,0.024096385542168676,1261,0.058823529411764705,0.008504606661941885,0.03897944720056697,0.8936924167257264
430,Baltimore County,6204,Baltimore County Precinct 15-004,4276,1238,392,81,27,83,298,6204,1,0.6892327530625403,0.19954867827208253,0.06318504190844616,0.04803352675693101,6013,0.013056092843326886,0.004352030947775629,0.01337846550612508,0.9692134107027724
431,Baltimore County,3736,Baltimore County Precinct 11-012,3099,275,85,164,33,89,277,3736,1,0.8294967880085653,0.07360813704496788,0.022751605995717343,0.07414346895074947,3450,0.043897216274089934,0.008832976445396146,0.023822269807280513,0.9234475374732334
432,Baltimore County,2316,Baltimore County Precinct 11-007,1947,97,52,223,28,105,220,2316,1,0.8406735751295337,0.041882556131260795,0.022452504317789293,0.09499136442141623,1960,0.096286701208981,0.012089810017271158,0.04533678756476684,0.846286701208981
433,Baltimore County,2818,Baltimore County Precinct 11-014,2465,96,55,134,9,68,202,2818,1,0.8747338537970192,0.034066713981547196,0.019517388218594747,0.0716820440028389,2607,0.047551454932576294,0.00319375443577005,0.0241305890702626,0.9251242015613911
434,Baltimore County,2037,Baltimore County Precinct 11-006,1892,44,39,116,10,63,62,2037,1,0.9288168875797742,0.021600392734413353,0.01914580265095729,0.03043691703485518,1848,0.05694648993618066,0.004909180166912126,0.030927835051546393,0.9072164948453608
435,Baltimore County,3470,Baltimore County Precinct 11-022,2749,221,66,90,20,55,434,3470,1,0.7922190201729107,0.06368876080691642,0.019020172910662825,0.1250720461095101,3305,0.025936599423631124,0.005763688760806916,0.01585014409221902,0.952449567723343
436,Baltimore County,2386,Baltimore County Precinct 11-005,1880,133,50,91,14,39,323,2386,1,0.787929589270746,0.055741827326068735,0.020955574182732608,0.13537300922045264,2242,0.038139145012573344,0.00586756077116513,0.016345347862531435,0.9396479463537301
437,Baltimore County,4029,Baltimore County Precinct 11-003,3873,46,41,197,26,71,69,4029,1,0.9612807148175726,0.011417225117895259,0.010176222387689253,0.01712583767684289,3735,0.04889550757011665,0.006453214197071234,0.017622238768925293,0.9270290394638868
438,Baltimore County,2502,Baltimore County Precinct 11-001,2338,40,30,126,7,33,94,2502,1,0.9344524380495604,0.01598721023181455,0.011990407673860911,0.037569944044764186,2336,0.050359712230215826,0.002797761790567546,0.013189448441247002,0.9336530775379697
439,Baltimore County,300,Baltimore County Precinct 10-005,276,1,6,20,3,13,17,300,1,0.92,0.0033333333333333335,0.02,0.056666666666666664,264,0.06666666666666667,0.01,0.043333333333333335,0.88
440,Baltimore County,1364,Baltimore County Precinct 10-003,1284,11,25,102,13,28,44,1364,1,0.9413489736070382,0.008064516129032258,0.018328445747800588,0.03225806451612903,1221,0.0747800586510264,0.009530791788856305,0.020527859237536656,0.8951612903225806
442,Baltimore County,3090,Baltimore County Precinct 11-002,2978,14,45,156,19,57,53,3090,1,0.9637540453074434,0.004530744336569579,0.014563106796116505,0.01715210355987055,2858,0.05048543689320388,0.006148867313915857,0.018446601941747572,0.9249190938511327
445,Baltimore County,3678,Baltimore County Precinct 15-007,2778,748,78,100,32,116,74,3678,1,0.7553017944535073,0.20337139749864055,0.021207177814029365,0.02011963023382273,3430,0.027188689505165852,0.008700380641653072,0.031538879825992384,0.9325720500271887
446,Baltimore County,2060,Baltimore County Precinct 15-025,1956,44,30,97,27,74,30,2060,1,0.9495145631067962,0.021359223300970873,0.014563106796116505,0.014563106796116505,1862,0.0470873786407767,0.013106796116504855,0.035922330097087375,0.903883495145631
447,Baltimore County,3091,Baltimore County Precinct 15-008,2496,440,85,121,24,72,70,3091,1,0.8075056615981883,0.1423487544483986,0.027499191200258816,0.022646392753154318,2874,0.03914590747330961,0.007764477515367195,0.023293432546101587,0.9297961824652217
448,Baltimore County,2662,Baltimore County Precinct 15-006,2499,93,24,134,24,87,46,2662,1,0.9387678437265214,0.03493613824192337,0.009015777610818933,0.01728024042073629,2417,0.05033809166040571,0.009015777610818933,0.03268219383921863,0.9079639368895567
